plays,downloads,loads,finishes,likes,comments,uri,name,duration,created_time,sizes,unique_loads,mean_percent,mean_seconds,sum_seconds,total_seconds,unique_viewers,Project ID
629,0.0,3319.0,123.0,1.0,0.0,/videos/203924325,Brown Girls -- Episode 1,410.0,2017-02-14T00:43:46+00:00,Array,0.0,65.0,235.0,148191.0,258490.0,0.0,BG
462,0.0,2087.0,78.0,1.0,0.0,/videos/189724238,Brown Girls -- Trailer,141.0,2016-11-01T01:03:06+00:00,Array,0.0,60.0,65.0,30089.0,65547.0,0.0,BG
454,0.0,889.0,25.0,0.0,0.0,/videos/143933380,Open TV Presents: Southern for Pussy,283.0,2015-10-28T22:38:55+00:00,Array,0.0,37.0,94.0,42798.0,128750.0,0.0,SFP
313,0.0,884.0,74.0,0.0,0.0,/videos/204010747,Brown Girls -- Episode 2,874.0,2017-02-14T14:31:09+00:00,Array,0.0,71.0,549.0,171982.0,273847.0,0.0,BG
280,0.0,565.0,73.0,0.0,0.0,/videos/204008552,Brown Girls -- Episode 7,628.0,2017-02-14T14:15:33+00:00,Array,0.0,64.0,361.0,101168.0,175840.0,0.0,BG
248,1.0,343.0,24.0,0.0,0.0,/videos/328313520,OTV Super Trailer - Cycle 4 2019,381.0,2019-04-04T00:14:48+00:00,Array,0.0,31.0,90.0,22515.0,94718.0,0.0,None
244,0.0,529.0,59.0,1.0,0.0,/videos/204010519,Brown Girls -- Episode 3,636.0,2017-02-14T14:29:31+00:00,Array,0.0,77.0,406.0,99160.0,155397.0,0.0,BG
214,0.0,445.0,50.0,0.0,0.0,/videos/204009737,Brown Girls -- Episode 6,476.0,2017-02-14T14:24:17+00:00,Array,0.0,74.0,307.0,65797.0,101864.0,0.0,BG
202,0.0,531.0,41.0,1.0,0.0,/videos/204010226,Brown Girls -- Episode 4,770.0,2017-02-14T14:27:31+00:00,Array,0.0,78.0,560.0,113147.0,155729.0,0.0,BG
193,0.0,757.0,18.0,2.0,0.0,/videos/329967024,The Right Swipe - Pilot,896.0,2019-04-12T06:42:16+00:00,Array,0.0,48.0,412.0,79516.0,173109.0,0.0,TRS
189,0.0,585.0,9.0,0.0,0.0,/videos/328987874,FOBia - Pilot,1615.0,2019-04-07T21:29:33+00:00,Array,1.0,40.0,610.0,115448.0,305400.0,1.0,FOB
184,0.0,446.0,84.0,0.0,0.0,/videos/334949091,The Haven Trailer,146.0,2019-05-08T17:12:44+00:00,Array,0.0,79.0,107.0,19789.0,26864.0,0.0,HAV
184,0.0,484.0,50.0,0.0,0.0,/videos/204010026,Brown Girls -- Episode 5,508.0,2017-02-14T14:26:06+00:00,Array,0.0,81.0,368.0,67777.0,93472.0,0.0,BG
166,0.0,511.0,33.0,1.0,0.0,/videos/334717636,The Haven - Episode 1,877.0,2019-05-07T17:22:12+00:00,Array,0.0,56.0,450.0,74812.0,145744.0,0.0,HAV
164,0.0,408.0,17.0,2.0,0.0,/videos/336182213,For Better - Episode 2,630.0,2019-05-14T19:19:01+00:00,Array,0.0,55.0,285.0,46882.0,103470.0,0.0,FB
154,0.0,620.0,8.0,0.0,0.0,/videos/152854976,Full Out -- Episode 1,903.0,2016-01-24T03:25:13+00:00,Array,0.0,56.0,466.0,71910.0,139175.0,0.0,FO
151,0.0,312.0,19.0,0.0,0.0,/videos/264178913,F*ck Yes -- Fingers,155.0,2018-04-11T02:50:04+00:00,Array,0.0,71.0,90.0,13664.0,23511.0,0.0,FY
144,0.0,432.0,15.0,1.0,1.0,/videos/336182299,For Better - Episode 1,593.0,2019-05-14T19:19:25+00:00,Array,0.0,53.0,262.0,37812.0,85392.0,0.0,FB
142,0.0,1556.0,15.0,0.0,0.0,/videos/275714604,the T - Episode 1,333.0,2018-06-18T21:13:09+00:00,Array,0.0,49.0,145.0,20633.0,47286.0,0.0,TT
118,0.0,916.0,10.0,0.0,0.0,/videos/206503473,BRUJOS -- Episode 1 -- Aries,492.0,2017-03-03T00:46:07+00:00,Array,0.0,60.0,266.0,31433.0,58165.0,0.0,B
113,0.0,277.0,2.0,0.0,0.0,/videos/337393014,Granny Ballers - Proof of Concept,423.0,2019-05-20T22:07:56+00:00,Array,0.0,26.0,188.0,21274.0,96049.0,0.0,None
106,0.0,529.0,25.0,1.0,0.0,/videos/334715458,The Haven - Episode 2,596.0,2019-05-07T17:11:41+00:00,Array,0.0,66.0,341.0,36166.0,63275.0,0.0,HAV
100,0.0,323.0,10.0,0.0,0.0,/videos/264178536,F*ck Yes -- Threesome,170.0,2018-04-11T02:46:13+00:00,Array,0.0,57.0,90.0,9056.0,17590.0,0.0,FY
97,0.0,397.0,20.0,0.0,0.0,/videos/334712041,The Haven - Episode 3,845.0,2019-05-07T16:56:58+00:00,Array,0.0,68.0,573.0,55602.0,81965.0,0.0,HAV
93,0.0,251.0,14.0,0.0,0.0,/videos/264178030,F*ck Yes  -- Bucket List,260.0,2018-04-11T02:40:21+00:00,Array,0.0,69.0,173.0,16091.0,24180.0,0.0,FY
92,0.0,208.0,33.0,0.0,0.0,/videos/336182045,For Better - Trailer,46.0,2019-05-14T19:18:15+00:00,Array,0.0,73.0,29.0,2747.0,4318.0,0.0,FB
91,0.0,218.0,24.0,0.0,0.0,/videos/334708691,The Haven - Episode 4,942.0,2019-05-07T16:41:44+00:00,Array,0.0,67.0,604.0,54971.0,85722.0,0.0,HAV
74,0.0,563.0,29.0,0.0,0.0,/videos/147648438,Full Out -- Season One Trailer,105.0,2015-12-02T21:48:19+00:00,Array,0.0,73.0,74.0,5496.0,7838.0,0.0,FO
66,0.0,216.0,4.0,2.0,1.0,/videos/337396734,Uneverything - Pilot,752.0,2019-05-20T22:33:11+00:00,Array,0.0,43.0,313.0,20671.0,49632.0,0.0,UE
60,0.0,159.0,8.0,0.0,0.0,/videos/262325137,VELVET - Episode 1,734.0,2018-03-29T03:41:27+00:00,Array,0.0,40.0,255.0,15307.0,44085.0,0.0,VT
60,0.0,249.0,6.0,0.0,0.0,/videos/154795991,Full Out -- Episode 2,1349.0,2016-02-09T23:59:39+00:00,Array,0.0,68.0,848.0,50914.0,80940.0,0.0,FO
57,0.0,203.0,6.0,0.0,0.0,/videos/156421353,Full Out -- Episode 3,688.0,2016-02-23T15:24:23+00:00,Array,0.0,68.0,438.0,25011.0,39216.0,0.0,FO
57,0.0,611.0,4.0,0.0,0.0,/videos/206502849,BRUJOS -- Episode 4 -- Cancer,592.0,2017-03-03T00:39:37+00:00,Array,0.0,52.0,257.0,14689.0,33788.0,0.0,B
54,0.0,125.0,7.0,0.0,0.0,/videos/275711167,the T - Episode 2,473.0,2018-06-18T20:50:41+00:00,Array,0.0,70.0,316.0,17116.0,25589.0,0.0,TT
54,0.0,644.0,6.0,0.0,0.0,/videos/206503243,BRUJOS -- Episode 2 -- Taurus,637.0,2017-03-03T00:43:42+00:00,Array,0.0,64.0,356.0,19242.0,34447.0,0.0,B
52,0.0,204.0,17.0,0.0,0.0,/videos/239747190,BRUJOS Trailer - Part 2 (The Hanged Man) & Part 3 (Death),72.0,2017-10-25T01:30:45+00:00,Array,0.0,64.0,38.0,2003.0,3744.0,0.0,B
50,0.0,88.0,2.0,0.0,0.0,/videos/205065077,Afternoon Snatch -- Episode 1,489.0,2017-02-21T15:54:29+00:00,Array,0.0,43.0,85.0,4267.0,24467.0,0.0,AS
47,0.0,159.0,6.0,0.0,0.0,/videos/158069617,Full Out -- Episode 4,566.0,2016-03-07T19:39:45+00:00,Array,0.0,80.0,428.0,20147.0,26645.0,0.0,FO
46,0.0,488.0,19.0,0.0,0.0,/videos/206113370,"BRUJOS -- ""The Devil"" Trailer",58.0,2017-02-28T18:46:12+00:00,Array,0.0,68.0,35.0,1620.0,2668.0,0.0,B
44,0.0,105.0,4.0,0.0,0.0,/videos/275708467,the T - Episode 3,373.0,2018-06-18T20:33:17+00:00,Array,0.0,70.0,238.0,10488.0,16412.0,0.0,TT
43,0.0,80.0,0.0,0.0,0.0,/videos/262325840,The Exquisite Corpse,657.0,2018-03-29T03:50:37+00:00,Array,0.0,40.0,252.0,10873.0,28280.0,0.0,TEX
42,0.0,177.0,6.0,0.0,0.0,/videos/260130763,SEEDS -- Episode #1.1 We're All Hoes,463.0,2018-03-14T20:57:27+00:00,Array,0.0,57.0,235.0,9877.0,19482.0,0.0,SDS
42,0.0,614.0,10.0,0.0,0.0,/videos/206503072,BRUJOS -- Episode 3 -- Gemini,522.0,2017-03-03T00:41:50+00:00,Array,0.0,71.0,265.0,11156.0,21924.0,0.0,B
40,0.0,90.0,7.0,0.0,0.0,/videos/275693272,the T - Episode 5,391.0,2018-06-18T19:03:37+00:00,Array,0.0,78.0,274.0,10997.0,15640.0,0.0,TT
39,0.0,101.0,4.0,0.0,0.0,/videos/275699705,the T - Episode 4,570.0,2018-06-18T19:39:59+00:00,Array,0.0,77.0,396.0,15475.0,22264.0,0.0,TT
38,0.0,226.0,4.0,0.0,0.0,/videos/336182074,For Better - Episode 3,416.0,2019-05-14T19:18:20+00:00,Array,0.0,56.0,178.0,6787.0,15808.0,0.0,FB
36,0.0,50.0,5.0,0.0,0.0,/videos/164162980,Bronx Cunt Tour -- Episode 5,1086.0,2016-04-25T21:07:23+00:00,Array,0.0,14.0,121.0,4370.0,39096.0,0.0,BCT
36,0.0,253.0,16.0,0.0,0.0,/videos/275676434,the T trailer,71.0,2018-06-18T17:24:44+00:00,Array,0.0,76.0,48.0,1739.0,2556.0,0.0,TT
35,0.0,74.0,6.0,0.0,0.0,/videos/329141601,Damaged Goods - Episode 1,955.0,2019-04-08T16:12:29+00:00,Array,0.0,59.0,506.0,17715.0,33425.0,0.0,DG
35,2.0,443.0,6.0,0.0,0.0,/videos/172604203,Brujos (2017) -- Teaser Scenes,202.0,2016-06-28T16:29:17+00:00,Array,0.0,45.0,84.0,2959.0,7095.0,0.0,B
34,0.0,153.0,2.0,0.0,0.0,/videos/331796562,Renee - Film,566.0,2019-04-22T14:50:50+00:00,Array,0.0,42.0,190.0,6475.0,19244.0,0.0,RN
33,1.0,187.0,3.0,0.0,0.0,/videos/134807299,Open TV Presents: Nupita Obama Creates Vogua,731.0,2015-07-29T04:46:53+00:00,Array,0.0,58.0,428.0,14137.0,24123.0,0.0,NOCV
32,0.0,100.0,6.0,0.0,0.0,/videos/334703787,Searching for Isabelle,975.0,2019-05-07T16:20:33+00:00,Array,0.0,46.0,379.0,12132.0,31200.0,0.0,SFI
31,0.0,138.0,2.0,0.0,0.0,/videos/328995867,Border'd - Pilot,880.0,2019-04-07T22:46:12+00:00,Array,0.0,54.0,464.0,14399.0,27309.0,0.0,BOR
31,0.0,203.0,1.0,0.0,0.0,/videos/243592461,BRUJOS -- Episode 9 -- Sagittarius,753.0,2017-11-20T04:36:07+00:00,Array,0.0,70.0,479.0,14874.0,23371.0,0.0,B
31,0.0,94.0,2.0,0.0,0.0,/videos/160115755,Full Out -- Episode 5,1202.0,2016-03-23T16:14:37+00:00,Array,0.0,71.0,837.0,25957.0,37292.0,0.0,FO
