plays,downloads,loads,finishes,likes,comments,uri,name,duration,created_time,sizes,unique_loads,mean_percent,mean_seconds,sum_seconds,total_seconds,unique_viewers,Project ID
2172,0.0,5742.0,410.0,5.0,0.0,/videos/203924325,Brown Girls -- Episode 1,410.0,2017-02-14T00:43:46+00:00,Array,0.0,61.0,159.0,345490.0,557262.0,0.0,BG
1676,0.0,5832.0,262.0,1.0,0.0,/videos/189724238,Brown Girls -- Trailer,141.0,2016-11-01T01:03:06+00:00,Array,0.0,57.0,45.0,76823.0,134000.0,0.0,BG
1231,0.0,1570.0,262.0,1.0,0.0,/videos/204010747,Brown Girls -- Episode 2,874.0,2017-02-14T14:31:09+00:00,Array,0.0,75.0,431.0,531182.0,705239.0,0.0,BG
968,0.0,1422.0,213.0,1.0,0.0,/videos/204010519,Brown Girls -- Episode 3,636.0,2017-02-14T14:29:31+00:00,Array,0.0,74.0,330.0,319786.0,429321.0,0.0,BG
960,0.0,4018.0,77.0,4.0,0.0,/videos/206503473,BRUJOS -- Episode 1 -- Aries,492.0,2017-03-03T00:46:07+00:00,Array,0.0,59.0,178.0,170930.0,286400.0,0.0,B
909,0.0,1127.0,266.0,2.0,0.0,/videos/204008552,Brown Girls -- Episode 7,628.0,2017-02-14T14:15:33+00:00,Array,0.0,72.0,297.0,270329.0,372404.0,0.0,BG
877,0.0,2477.0,188.0,2.0,0.0,/videos/204010226,Brown Girls -- Episode 4,770.0,2017-02-14T14:27:31+00:00,Array,0.0,75.0,402.0,352936.0,468131.0,0.0,BG
786,0.0,913.0,174.0,1.0,0.0,/videos/204009737,Brown Girls -- Episode 6,476.0,2017-02-14T14:24:17+00:00,Array,0.0,75.0,245.0,193083.0,256088.0,0.0,BG
743,0.0,969.0,183.0,1.0,0.0,/videos/204010026,Brown Girls -- Episode 5,508.0,2017-02-14T14:26:06+00:00,Array,0.0,81.0,271.0,201729.0,247904.0,0.0,BG
641,0.0,1128.0,36.0,1.0,0.0,/videos/164959147,Open TV Presents: Lipstick City by Shea Couleé,556.0,2016-05-02T05:50:23+00:00,Array,0.0,65.0,222.0,142302.0,217780.0,0.0,LC
623,0.0,2911.0,54.0,2.0,0.0,/videos/206503243,BRUJOS -- Episode 2 -- Taurus,637.0,2017-03-03T00:43:42+00:00,Array,0.0,63.0,254.0,158724.0,249437.0,0.0,B
