"plays","downloads","loads","finishes","likes","comments","uri","name","duration","created_time","sizes","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
24,0,70,1,0,0,/videos/179804458,"#2QIK: Roy Kinsey & MSMRJR (Part One)",736,2016-08-22T19:48:20+00:00,Array,0,33,225,5416,16192,0
24,0,57,4,0,0,/videos/195901514,"Lipstick City Premiere -- Open TV Community",103,2016-12-16T03:07:45+00:00,Array,0,63,57,1383,2184,0
23,0,176,8,0,0,/videos/121910493,"Teaser -- Nupita Obama Creates Vogua",55,2015-03-11T16:54:25+00:00,Array,0,91,28,655,715,0
23,0,62,3,0,0,/videos/162141163,"Bronx Cunt Tour -- Episode 1",500,2016-04-08T23:44:29+00:00,Array,0,61,252,5803,9500,0
21,0,54,0,0,0,/videos/134807299,"Open TV Presents: Nupita Obama Creates Vogua",731,2015-07-29T04:46:53+00:00,Array,0,54,303,6376,11696,0
20,0,49,0,0,0,/videos/197047570,"Open TV Re-Presents: Filipino Fusions -- Season 1",2458,2016-12-25T21:32:24+00:00,Array,0,17,403,8074,46379,0
20,0,48,6,0,0,/videos/150002138,"Futurewomen: The Quest -- Episode 3",842,2015-12-25T07:13:40+00:00,Array,0,33,308,6163,18609,0
19,0,52,3,0,0,/videos/179705167,"#2QIK: Cqqchifruit & Darling Shear (Part Two)",309,2016-08-22T03:07:25+00:00,Array,0,67,188,3576,5269,0
17,0,52,5,0,0,/videos/161135550,"NIC Kay's Bronx Cunt Tour -- Trailer",68,2016-04-01T03:39:53+00:00,Array,0,69,30,523,748,0
16,4,50,3,0,0,/videos/179706932,"#2QIK: Sam Bailey  &  Kiam Marcelo Junio (Part Two)",667,2016-08-22T03:33:51+00:00,Array,0,58,387,6205,10672,0
14,0,39,5,0,0,/videos/179706662,"#2QIK: Sam Bailey  &  Kiam Marcelo Junio (Part One)",258,2016-08-22T03:30:27+00:00,Array,0,66,184,2579,3884,0
14,0,28,2,0,0,/videos/174734258,"Been T/Here -- Riot Grrrl Heart",721,2016-07-14T21:40:54+00:00,Array,0,42,327,4579,10815,0
14,0,47,1,0,0,/videos/179705250,"#2QIK: Ricardo Gamboa &  James T. Green (Part One)",612,2016-08-22T03:08:34+00:00,Array,0,46,282,3961,8568,0
13,0,41,1,0,0,/videos/178429087,"Been T/Here: In the Knowing of Me",780,2016-08-11T05:46:14+00:00,Array,0,42,257,3346,7800,0
13,0,25,1,0,0,/videos/177614686,"Been There: The Best Friend I Ever Had",836,2016-08-04T20:43:03+00:00,Array,0,53,310,4034,7533,0
12,0,48,1,0,0,/videos/162147393,"Bronx Cunt Tour -- Episode 2",609,2016-04-09T01:28:13+00:00,Array,0,61,371,4460,7308,0
12,0,44,1,0,0,/videos/160674297,"On The Verge -- By Paige Cunningham Caldarella & Jessica King",658,2016-03-28T23:47:44+00:00,Array,0,49,300,3611,7238,0
10,0,23,1,0,0,/videos/176492543,"Been T/Here -- Practicing Love",896,2016-07-27T17:44:21+00:00,Array,0,47,343,3435,7168,0
9,0,37,1,0,0,/videos/179706411,"#2QIK: Ricardo Gamboa &  James T. Green (Part Two)",508,2016-08-22T03:27:09+00:00,Array,0,68,308,2774,4064,0
9,0,28,0,0,0,/videos/136670475,"Futurewomen, The Origins -- Episode 1",805,2015-08-18T23:17:14+00:00,Array,0,27,220,1988,7245,0
9,0,24,0,0,0,/videos/194883845,"Open TV Re-Presents: Melody Set Me Free Seasons 1-3",10156,2016-12-08T21:06:26+00:00,Array,0,13,1395,12557,91413,0
9,8,33,5,0,0,/videos/192078488,"Kiam Marcelo Junio -- The Artists of Nupita Obama",442,2016-11-18T04:57:03+00:00,Array,0,77,342,3079,3987,0
8,0,72,0,0,0,/videos/146666127,"Open TV Presents: Let Go and Let God",1376,2015-11-23T17:13:07+00:00,Array,0,34,471,3771,11008,0
7,0,16,1,0,0,/videos/177571136,"Been T/Here: Art is Essential",943,2016-08-04T15:36:07+00:00,Array,0,58,553,3876,6608,0
6,0,17,1,0,0,/videos/175640352,"Been T/Here -- Suddenly, It All Changed",813,2016-07-21T02:12:10+00:00,Array,0,52,496,2976,5698,0
5,0,14,0,0,0,/videos/163350705,"Bronx Cunt Tour -- Episode 4",893,2016-04-19T03:12:52+00:00,Array,0,48,431,2159,4470,0
4,0,30,0,0,0,/videos/163310995,"Bronx Cunt Tour -- Episode 3",483,2016-04-18T20:02:31+00:00,Array,0,58,285,1141,1936,0
4,0,53,1,0,0,/videos/135381918,"Introducing Wonder of #Futurewomen",83,2015-08-04T17:50:40+00:00,Array,0,50,42,169,332,0
4,0,15,0,0,0,/videos/9768044,"FAME: Kade Style (Anniversary Cut!)",627,2010-02-26T21:33:50+00:00,Array,0,45,302,1210,2647,0
4,0,22,1,0,0,/videos/140615202,"Futurewomen, The Characters -- Episode 2",915,2015-09-28T02:11:20+00:00,Array,0,31,288,1155,3664,0
3,0,11,1,0,0,/videos/160678130,"On The Verge --  Trailer -- Open TV Community",35,2016-03-29T00:34:12+00:00,Array,0,100,11,35,35,0
3,0,13,0,0,0,/videos/133452075,"#NupitaObama Creates Vogua Premiere: Lakeview",77,2015-07-14T14:04:01+00:00,Array,0,94,49,147,156,0
3,0,22,0,0,0,/videos/149806393,"Introducing the Chicago Home Theater Festival 2015",626,2015-12-22T21:16:50+00:00,Array,0,42,266,799,1881,0
3,0,24,1,0,0,/videos/132485814,"Open TV Presents: Nupita Obama Creates Vogua Trailer",47,2015-07-02T22:30:04+00:00,Array,0,94,30,91,96,0
2,0,42,0,0,0,/videos/136577953,"Introducing Althea of #Futurewomen",107,2015-08-18T03:58:39+00:00,Array,0,78,126,252,323,0
2,0,38,0,0,0,/videos/136579050,"Introducing Peppa of #Futurewomen",187,2015-08-18T04:21:15+00:00,Array,0,92,174,349,376,0
2,0,39,0,0,0,/videos/136578747,"Introducing Isis of #Futurewomen",263,2015-08-18T04:14:52+00:00,Array,0,21,56,112,526,0
1,0,11,0,0,0,/videos/13692827,"Pay Day",1586,2010-07-28T02:28:12+00:00,Array,0,1,30,30,1586,0
1,0,6,1,0,0,/videos/11577487,"The Algebra Project",86,2010-05-08T15:21:03+00:00,Array,0,100,86,86,86,0
1,0,11,0,0,0,/videos/160749794,"/Shift/ -- A Fundraiser for Honey Pot Performance",263,2016-03-29T14:37:47+00:00,Array,0,0,1,1,789,0
1,0,13,1,0,0,/videos/134753960,"#NupitaObama Creates Vogua Premiere: Pilsen",73,2015-07-28T17:24:03+00:00,Array,0,41,60,60,146,0
1,0,12,0,0,0,/videos/134346192,"#NupitaObama Creates Vogua Premiere: Wicker Park",98,2015-07-23T20:27:08+00:00,Array,0,61,121,121,196,0
1,0,8,0,0,0,/videos/11578516,"Talk Radio News - Dennis Kucinich",381,2010-05-08T16:22:50+00:00,Array,0,7,28,28,381,0
1,0,7,0,0,0,/videos/11588116,"Project Basho",129,2010-05-09T02:35:04+00:00,Array,0,92,120,120,130,0
0,0,1,0,0,0,/videos/106302225,"stargayzer at north door 4",33,2014-09-16T17:08:17+00:00,Array,0,0,0,0,0,0
0,0,1,0,0,0,/videos/106302223,"stargayzer at north door",34,2014-09-16T17:08:17+00:00,Array,0,0,0,0,0,0
0,0,9,0,0,0,/videos/25948268,"Michaela Angela Davis and The Urban Catwalk: Style, Race and Counterculture",1761,2011-07-04T01:16:20+00:00,Array,0,0,0,0,0,0
0,0,9,0,0,0,/videos/25696666,"Caroline Weber on Daphne Guinness, Marie Antoinette and the Peril of the Living Mannequin",2070,2011-06-28T03:17:50+00:00,Array,0,0,0,0,0,0
0,0,1,0,0,0,/videos/21354435,"Scenes from the urban catwalk",2702,2011-03-22T17:16:55+00:00,Array,0,0,0,0,0,0
0,0,5,0,0,0,/videos/186488605,"Reunion Photos",128,2016-10-11T21:43:22+00:00,Array,0,0,0,0,0,0
0,0,12,0,0,0,/videos/145222124,"Two Queens in Kitchen - Teaser One",16,2015-11-10T02:06:53+00:00,Array,0,0,0,0,0,0
0,0,1,0,0,0,/videos/25913498,"Michaela Angela Davis: Did Hip Hop Sell Out to the Fashion Industry?",104,2011-07-02T22:33:11+00:00,Array,0,0,0,0,0,0
0,0,3,0,0,0,/videos/23215153,"A Conversation with Michaela Angela Davis at the Urban Catwalk",108,2011-05-03T15:54:14+00:00,Array,0,0,0,0,0,0
0,0,1,0,0,0,/videos/15137704,"Is Premiere Week an 'Event'? In Media Res",168,2010-09-20T20:54:41+00:00,Array,0,0,0,0,0,0
0,0,9,0,0,0,/videos/130134667,"Introducing Open TV (beta) at TEDx Northwestern",1039,2015-06-08T19:28:36+00:00,Array,0,0,0,0,1039,0
0,0,9,0,0,0,/videos/28078430,"Philadelphia Voices of Pride",129,2011-08-23T21:42:52+00:00,Array,0,0,0,0,0,0
0,0,1,0,0,0,/videos/111191333,"vogua kiam",255,2014-11-07T09:27:00+00:00,Array,0,0,0,0,0,0
0,0,1,0,0,0,/videos/23781129,Untitled,197,2011-05-16T03:41:49+00:00,Array,0,0,0,0,0,0
0,0,12,0,0,0,/videos/16589287,"It Goes Unsaid",216,2010-11-07T17:28:53+00:00,Array,0,0,0,0,0,0
0,0,2,0,0,0,/videos/11565788,"MEET - Episode Three - JORDAN 10AM",218,2010-05-07T22:22:54+00:00,Array,0,0,0,0,0,0
0,0,7,0,0,0,/videos/11588056,"A Day at the Plant",331,2010-05-09T02:28:43+00:00,Array,0,0,0,0,0,0
0,0,7,0,0,0,/videos/11587726,"Spike Lee with Talk Radio News",119,2010-05-09T02:03:33+00:00,Array,0,0,0,0,0,0
0,0,11,0,0,0,/videos/11587706,"Military Sexual Trauma",1610,2010-05-09T02:02:01+00:00,Array,0,0,0,0,0,0
0,0,2,0,0,0,/videos/11565555,"MEET - Episode One - JORDAN 9AM",235,2010-05-07T22:11:34+00:00,Array,0,0,0,0,0,0
0,0,7,0,0,0,/videos/11577839,"Senegal: Sights, Sounds and Struggles",286,2010-05-08T15:44:57+00:00,Array,0,0,0,0,0,0
0,0,1,0,0,0,/videos/10887372,"Derek and Aymar",180,2010-04-13T04:09:58+00:00,Array,0,0,0,0,0,0
0,0,1,0,0,0,/videos/11567668,"LEE's Video Art",214,2010-05-08T00:12:57+00:00,Array,0,0,0,0,0,0
0,0,1,0,0,0,/videos/25942704,"Michaela Angela Davis on 1980s New York: ""The Aliens Had Landed""",131,2011-07-03T21:39:04+00:00,Array,0,0,0,0,0,0
0,0,5,0,0,0,/videos/25944002,"Michaela Angela Davis on Race and Fashion: ""Color is a Distraction""",230,2011-07-03T22:21:57+00:00,Array,0,0,0,0,0,0
0,0,1,0,0,0,/videos/11565721,"MEET - Episode Two - LEE 9AM",216,2010-05-07T22:19:26+00:00,Array,0,0,0,0,0,0
0,0,14,0,0,0,/videos/10225370,"Artspace Underground, February 2010",376,2010-03-17T04:45:04+00:00,Array,0,0,0,0,0,0
0,0,1,0,0,0,/videos/9768181,"Greed is Good: Kade vs. Douglas",74,2010-02-26T21:39:08+00:00,Array,0,0,0,0,0,0
"
",,,,,,,,,,,,,,,,
