"plays","downloads","loads","finishes","likes","comments","uri","name","duration","created_time","sizes","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
37861,0,106602,9723,62,6,/videos/189724238,"Brown Girls -- Trailer",141,2016-11-01T01:03:06+00:00,Array,0,81,110,4168409,5122789,0
732,0,1399,17,1,0,/videos/143933380,"Open TV Presents: Southern for Pussy",283,2015-10-28T22:38:55+00:00,Array,0,59,130,95403,161677,0
643,0,8292,59,1,0,/videos/152854976,"Full Out -- Episode 1",903,2016-01-24T03:25:13+00:00,Array,0,61,506,325437,531974,0
324,0,870,12,0,0,/videos/179804836,"#2QIK: Roy Kinsey & MSMRJR (Part Two)",667,2016-08-22T19:51:20+00:00,Array,0,15,77,25203,164092,0
286,0,1343,24,0,0,/videos/164959147,"Open TV Presents: Lipstick City by Shea Couleé",556,2016-05-02T05:50:23+00:00,Array,0,67,365,104439,154842,0
283,2,959,116,2,0,/videos/172604203,"Brujos (2017) -- Teaser Scenes",202,2016-06-28T16:29:17+00:00,Array,0,77,149,42183,54403,0
270,0,925,88,0,0,/videos/147648438,"Full Out -- Season One Trailer",105,2015-12-02T21:48:19+00:00,Array,0,72,68,18589,25493,0
206,0,486,20,0,0,/videos/154795991,"Full Out -- Episode 2",1349,2016-02-09T23:59:39+00:00,Array,0,77,964,198647,254961,0
189,0,1259,16,1,0,/videos/158069617,"Full Out -- Episode 4",566,2016-03-07T19:39:45+00:00,Array,0,77,433,81979,106023,0
157,0,421,11,0,0,/videos/156421353,"Full Out -- Episode 3",688,2016-02-23T15:24:23+00:00,Array,0,81,542,85112,104576,0
147,0,322,36,1,0,/videos/121810540,"You're So Talented, Chapter One",341,2015-03-10T18:04:57+00:00,Array,0,68,229,33800,49104,0
143,0,338,12,0,0,/videos/160115755,"Full Out -- Episode 5",1202,2016-03-23T16:14:37+00:00,Array,0,71,865,123709,172027,0
110,0,166,36,1,0,/videos/192070927,"Saya Naomi - The Artists of Nupita Obama",525,2016-11-18T03:05:10+00:00,Array,0,71,367,40469,56805,0
95,0,125,3,0,0,/videos/194879518,"Open TV Re-Presents: Outtakes -- Seasons 1-2",7276,2016-12-08T20:35:35+00:00,Array,0,27,1980,188107,691315,0
92,0,128,16,0,0,/videos/123121866,"You're So Talented, Season One -- Chapter Two",459,2015-03-24T18:39:13+00:00,Array,0,74,325,29900,40015,0
85,0,122,1,0,0,/videos/164162980,"Bronx Cunt Tour -- Episode 5",1086,2016-04-25T21:07:23+00:00,Array,0,52,289,24604,46698,0
74,0,216,14,0,0,/videos/154200807,"You're So Talented, Season Two -- Chapter One",521,2016-02-04T16:44:07+00:00,Array,0,66,336,24885,37512,0
68,0,87,16,0,0,/videos/124357625,"You're So Talented, Season One -- Chapter Three",397,2015-04-07T22:23:45+00:00,Array,0,79,300,20426,25805,0
67,0,84,8,0,0,/videos/124849631,"You're So Talented, Season One -- Chapter Four",295,2015-04-13T17:46:12+00:00,Array,0,75,219,14706,19572,0
58,0,75,7,0,0,/videos/155827723,"You're So Talented, Season Two -- Chapter Two",668,2016-02-18T14:25:09+00:00,Array,0,65,442,25674,39465,0
57,0,72,9,0,0,/videos/126932556,"You're So Talented, Season One -- Chapter Five",292,2015-05-05T15:32:57+00:00,Array,0,78,226,12882,16352,0
55,0,75,10,0,0,/videos/159158733,"You're So Talented, Season Two - Chapter Four",546,2016-03-16T02:57:07+00:00,Array,0,76,385,21187,27846,0
52,0,73,2,0,0,/videos/128319423,"You're So Talented, Season One -- Chapter Six",266,2015-05-19T23:04:13+00:00,Array,0,79,194,10111,12768,0
50,0,68,9,0,0,/videos/129668799,"You're So Talented, Season One -- Chapter Seven",477,2015-06-03T14:13:37+00:00,Array,0,78,344,17235,21942,0
49,0,193,17,1,0,/videos/175566185,"The Basic Tea on Brujos",282,2016-07-20T15:44:38+00:00,Array,0,61,168,8280,13536,0
47,0,74,9,0,0,/videos/157297665,"You're So Talented, Season Two - Chapter Three",555,2016-03-01T15:34:39+00:00,Array,0,77,413,19422,25018,0
47,0,85,7,0,0,/videos/160747140,"You're So Talented, Season Two - Chapter Five",520,2016-03-29T14:20:48+00:00,Array,0,75,377,17749,23400,0
44,0,75,4,0,0,/videos/162385131,"You're So Talented, Season Two - Chapter Six",568,2016-04-11T15:02:31+00:00,Array,0,71,389,17129,23856,0
41,0,120,13,0,0,/videos/177457277,"Two Queens in a Kitchen - Official Trailer",83,2016-08-03T19:32:34+00:00,Array,0,72,59,2426,3359,0
36,0,60,3,0,0,/videos/126751017,"Teaser -- Futurewomen, an alternate reality series by Honey Pot Performance",47,2015-05-03T21:57:12+00:00,Array,0,54,10,389,720,0
36,8,72,8,1,0,/videos/192084184,"Erik Wallace -- The Artists of Nupita Obama",489,2016-11-18T06:24:53+00:00,Array,0,51,253,9143,17640,0
34,0,79,6,0,0,/videos/179722291,"#2QIK: Elijah McKinnon & AJ Christian (Part One)",473,2016-08-22T07:38:34+00:00,Array,0,58,270,9181,15609,0
33,0,60,1,0,0,/videos/195740973,"Open TV Re-Presents: Kissing Walls -- Pilot",1308,2016-12-15T04:15:23+00:00,Array,0,32,415,13701,41856,0
33,1,155,10,0,0,/videos/143466703,"You're So Talented: Season 2 Official Trailer",119,2015-10-24T13:58:49+00:00,Array,0,54,54,1806,3332,0
31,0,105,3,0,0,/videos/179704860,"#2QIK: Cqqchifruit & Darling Shear (Part One)",276,2016-08-22T03:02:25+00:00,Array,0,72,195,6047,8310,0
27,0,48,2,0,0,/videos/174737229,"Been T/Here -- Lessons Learned",735,2016-07-14T22:01:40+00:00,Array,0,42,276,7473,17640,0
