plays,downloads,loads,finishes,likes,comments,uri,name,duration,created_time,sizes,unique_loads,mean_percent,mean_seconds,sum_seconds,total_seconds,unique_viewers,Project ID
2608,0.0,5424.0,587.0,4.0,0.0,/videos/203924325,Brown Girls -- Episode 1,410.0,2017-02-14T00:43:46+00:00,Array,0.0,67.0,208.0,543622.0,810866.0,0.0,BG
2161,0.0,9659.0,376.0,2.0,0.0,/videos/189724238,Brown Girls -- Trailer,141.0,2016-11-01T01:03:06+00:00,Array,0.0,63.0,57.0,123327.0,193482.0,0.0,BG
1684,0.0,2117.0,409.0,0.0,0.0,/videos/204010747,Brown Girls -- Episode 2,874.0,2017-02-14T14:31:09+00:00,Array,0.0,74.0,516.0,869813.0,1168106.0,0.0,BG
1543,0.0,5679.0,189.0,4.0,0.0,/videos/206503473,BRUJOS -- Episode 1 -- Aries,492.0,2017-03-03T00:46:07+00:00,Array,1.0,60.0,221.0,342435.0,563432.0,1.0,B
1326,0.0,1847.0,340.0,0.0,0.0,/videos/204010519,Brown Girls -- Episode 3,636.0,2017-02-14T14:29:31+00:00,Array,0.0,77.0,398.0,528271.0,679028.0,0.0,BG
1144,0.0,1371.0,433.0,0.0,0.0,/videos/204008552,Brown Girls -- Episode 7,628.0,2017-02-14T14:15:33+00:00,Array,0.0,74.0,375.0,429168.0,575876.0,0.0,BG
1135,0.0,5182.0,128.0,1.0,0.0,/videos/206503243,BRUJOS -- Episode 2 -- Taurus,637.0,2017-03-03T00:43:42+00:00,Array,0.0,59.0,272.0,308899.0,515436.0,0.0,B
1133,0.0,2066.0,275.0,0.0,0.0,/videos/204010226,Brown Girls -- Episode 4,770.0,2017-02-14T14:27:31+00:00,Array,0.0,78.0,514.0,582536.0,738607.0,0.0,BG
1058,0.0,1431.0,35.0,0.0,0.0,/videos/198624799,Open TV (beta) Trailer,179.0,2017-01-09T03:10:34+00:00,Array,0.0,28.0,29.0,31012.0,110688.0,0.0,OTV
987,0.0,1300.0,293.0,0.0,0.0,/videos/204010026,Brown Girls -- Episode 5,508.0,2017-02-14T14:26:06+00:00,Array,0.0,83.0,344.0,340190.0,408432.0,0.0,BG
977,0.0,1155.0,258.0,0.0,0.0,/videos/204009737,Brown Girls -- Episode 6,476.0,2017-02-14T14:24:17+00:00,Array,0.0,80.0,312.0,305227.0,381276.0,0.0,BG
923,0.0,6671.0,373.0,0.0,0.0,/videos/239747190,BRUJOS Trailer - Part 2 (The Hanged Man) & Part 3 (Death),72.0,2017-10-25T01:30:45+00:00,Array,0.0,74.0,38.0,35898.0,48080.0,0.0,B
869,0.0,3232.0,150.0,2.0,0.0,/videos/243590063,BRUJOS -- Episode 5 -- Leo,649.0,2017-11-20T04:08:15+00:00,Array,0.0,67.0,338.0,293889.0,432883.0,0.0,B
856,0.0,4470.0,191.0,2.0,0.0,/videos/206503072,BRUJOS -- Episode 3 -- Gemini,522.0,2017-03-03T00:41:50+00:00,Array,0.0,69.0,268.0,229996.0,330426.0,0.0,B
831,0.0,4431.0,108.0,0.0,0.0,/videos/206502849,BRUJOS -- Episode 4 -- Cancer,592.0,2017-03-03T00:39:37+00:00,Array,0.0,66.0,287.0,238612.0,358713.0,0.0,B
707,0.0,2997.0,104.0,0.0,0.0,/videos/243685416,BRUJOS -- Episode 6 -- Virgo,723.0,2017-11-20T17:00:23+00:00,Array,0.0,68.0,387.0,273860.0,400306.0,0.0,B
688,0.0,2894.0,112.0,0.0,0.0,/videos/243569104,BRUJOS -- Episode 7 -- Libra,549.0,2017-11-20T00:14:21+00:00,Array,0.0,66.0,287.0,197920.0,297558.0,0.0,B
