"plays","downloads","loads","finishes","code","name","latitude","longitude","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
43,2,738,10,US,"United States",39.7837304,-100.4458825,0,61,147,6338,13780,0
2,0,19,1,GB,"United Kingdom",54.7023545,-3.2765753,0,84,90,181,215,0
1,0,1,1,DE,Germany,51.0834196,10.4234469,0,99,229,229,230,0
1,0,1,0,AU,Australia,-24.7761086,134.755,0,4,86,86,1761,0
0,0,1,0,FR,France,46.603354,1.8883335,0,0,0,0,0,0
0,0,3,0,KR,"Republic of Korea",35.3985008,127.937111,0,0,0,0,0,0
0,0,6,0,JP,Japan,36.5748441,139.2394179,0,0,0,0,0,0
0,0,5,0,IL,Israel,30.8760272,35.0015196,0,0,0,0,0,0
0,0,1,0,PT,Portugal,40.033265,-7.8896263,0,0,0,0,0,0
0,0,9,0,ZA,"South Africa",-28.8166236,24.991639,0,0,0,0,0,0
0,0,2,0,CZ,"Czech Republic",49.8167003,15.4749544,0,0,0,0,0,0
0,0,17,0,CA,Canada,61.0666922,-107.9917071,0,0,0,0,0,0
"
",,,,,,,,,,,,,
