"plays","downloads","loads","finishes","code","name","latitude","longitude","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
19,0,879,8,US,"United States",39.7837304,-100.4458825,0,0,0,0,0,0
1,0,23,0,DE,Germany,51.0834196,10.4234469,0,0,0,0,0,0
1,0,28,0,RU,Russia,64.6863136,97.7453061,0,0,0,0,0,0
1,0,2,0,SA,"Saudi Arabia",25.6242618,42.3528328,0,0,0,0,0,0
1,0,15,1,AU,Australia,-24.7761086,134.755,0,0,0,0,0,0
0,0,12,0,IN,India,22.3511148,78.6677428,0,0,0,0,0,0
0,0,4,0,ZA,"South Africa",-28.8166236,24.991639,0,0,0,0,0,0
0,0,54,0,XX,Unknown,0,0,0,0,0,0,0,0
0,0,29,0,CA,Canada,61.0666922,-107.9917071,0,0,0,0,0,0
0,0,83,0,CN,China,35.000074,104.999927,0,0,0,0,0,0
0,0,3,0,KR,"Republic of Korea",35.3985008,127.937111,0,0,0,0,0,0
0,0,6,0,JP,Japan,36.5748441,139.2394179,0,0,0,0,0,0
0,0,10,0,IT,Italy,42.6384261,12.674297,0,0,0,0,0,0
0,0,9,0,IL,Israel,30.8760272,35.0015196,0,0,0,0,0,0
0,0,13,0,IE,Ireland,52.865196,-7.9794599,0,0,0,0,0,0
0,0,2,0,ID,Indonesia,-4.7993356,114.5632032,0,0,0,0,0,0
0,0,10,0,HK,"Hong Kong",0,0,0,0,0,0,0,0
0,0,4,0,GB,"United Kingdom",54.7023545,-3.2765753,0,0,0,0,0,0
0,0,14,0,ES,Spain,40.0028028,-4.003104,0,0,0,0,0,0
0,0,4,0,DK,Denmark,55.670249,10.3333283,0,0,0,0,0,0
0,0,2,0,BE,Belgium,50.6407351,4.66696,0,0,0,0,0,0
0,0,2,0,CZ,"Czech Republic",49.8167003,15.4749544,0,0,0,0,0,0
0,0,21,0,SE,Sweden,59.6749712,14.5208584,0,0,0,0,0,0
0,0,4,0,PE,Peru,-6.8699697,-75.0458515,0,0,0,0,0,0
0,0,1,0,BD,Bangladesh,24.4768783,90.2932426,0,0,0,0,0,0
0,0,2,0,BA,"Bosnia and Herzegovina",44.3092405,17.5859673,0,0,0,0,0,0
"
",,,,,,,,,,,,,
