"plays","downloads","loads","finishes","code","name","latitude","longitude","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
33,0,1281,0,US,"United States",39.7837304,-100.4458825,0,0,0,0,0,0
6,0,40,0,GB,"United Kingdom",54.7023545,-3.2765753,0,0,0,0,0,0
1,0,17,0,FR,France,46.603354,1.8883335,0,0,0,0,0,0
1,0,32,0,CA,Canada,61.0666922,-107.9917071,0,0,0,0,0,0
1,0,11,0,RU,Russia,64.6863136,97.7453061,0,0,0,0,0,0
1,0,8,0,AU,Australia,-24.7761086,134.755,0,0,0,0,0,0
1,0,1,0,AZ,Azerbaijan,40.1636668,47.8207429,0,0,0,0,0,0
1,0,7,0,CZ,"Czech Republic",49.8167003,15.4749544,0,0,0,0,0,0
0,0,3,0,ZA,"South Africa",-28.8166236,24.991639,0,0,0,0,0,0
0,0,2,0,TW,Taiwan,23.9739374,120.9820179,0,0,0,0,0,0
0,0,3,0,RS,Serbia,44.1534121,20.55144,0,0,0,0,0,0
0,0,2,0,RO,Romania,45.9852129,24.6859225,0,0,0,0,0,0
0,0,1,0,PT,Portugal,40.033265,-7.8896263,0,0,0,0,0,0
0,0,2,0,PL,Poland,52.0977181,19.0258159,0,0,0,0,0,0
0,0,4,0,PH,Philippines,12.7503486,122.7312101,0,0,0,0,0,0
0,0,3,0,PE,Peru,-6.8699697,-75.0458515,0,0,0,0,0,0
0,0,1,0,NL,Netherlands,52.5001698,5.7480821,0,0,0,0,0,0
0,0,3,0,MY,Malaysia,4.5693754,102.2656823,0,0,0,0,0,0
0,0,1,0,MX,Mexico,22.5000485,-100.0000375,0,0,0,0,0,0
0,1,12,8,XX,Unknown,0,0,0,0,0,0,0,0
0,0,5,0,JP,Japan,36.5748441,139.2394179,0,0,0,0,0,0
0,0,3,0,IT,Italy,42.6384261,12.674297,0,0,0,0,0,0
0,0,5,0,IN,India,22.3511148,78.6677428,0,0,0,0,0,0
0,0,2,0,TR,Turkey,38.9597594,34.9249653,0,0,0,0,0,0
0,0,2,0,UA,Ukraine,49.4871968,31.2718321,0,0,0,0,0,0
0,0,5,0,GR,Greece,39.000041,21.9999569,0,0,0,0,0,0
0,0,2,0,ID,Indonesia,-4.7993356,114.5632032,0,0,0,0,0,0
0,0,4,0,ES,Spain,40.0028028,-4.003104,0,0,0,0,0,0
0,0,3,0,DK,Denmark,55.670249,10.3333283,0,0,0,0,0,0
0,0,5,0,DE,Germany,51.0834196,10.4234469,0,0,0,0,0,0
0,0,2,0,BA,"Bosnia and Herzegovina",44.3092405,17.5859673,0,0,0,0,0,0
0,0,10,0,CN,China,35.000074,104.999927,0,0,0,0,0,0
0,0,37,0,CH,Switzerland,46.7985624,8.2319736,0,0,0,0,0,0
0,0,4,0,A2,"Satellite Provider",0,0,0,0,0,0,0,0
0,0,2,0,BR,Brazil,-10.3333333,-53.2,0,0,0,0,0,0
0,0,3,0,BE,Belgium,50.6407351,4.66696,0,0,0,0,0,0
0,0,1,0,MO,Macao,0,0,0,0,0,0,0,0
0,0,2,0,IL,Israel,30.8760272,35.0015196,0,0,0,0,0,0
0,0,2,0,AR,Argentina,-35.0039032,-65.2699754,0,0,0,0,0,0
0,0,4,0,AE,"United Arab Emirates",24.0002488,53.9994829,0,0,0,0,0,0
"
",,,,,,,,,,,,,
