"plays","downloads","loads","finishes","code","name","latitude","longitude","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
18,0,271,11,US,"United States",39.7837304,-100.4458825,0,66,532,9577,14298,0
3,0,4,0,GB,"United Kingdom",54.7023545,-3.2765753,0,45,60,180,393,0
2,0,2,1,NL,Netherlands,52.5001698,5.7480821,0,98,226,452,460,0
2,0,3,0,AT,Austria,47.2000338,13.199959,0,21,437,875,4140,0
1,0,1,0,AU,Australia,-24.7761086,134.755,0,0,0,0,1610,0
1,0,1,0,FR,France,46.603354,1.8883335,0,4,26,26,627,0
1,0,1,0,LU,Luxembourg,49.8158683,6.1296751,0,5,4,4,74,0
0,0,2,0,PE,Peru,-6.8699697,-75.0458515,0,0,0,0,0,0
0,0,2,0,CO,Colombia,2.8930783,-73.7845072,0,0,0,0,0,0
0,0,2,0,KR,"Republic of Korea",35.3985008,127.937111,0,0,0,0,0,0
0,0,1,0,JP,Japan,36.5748441,139.2394179,0,0,0,0,0,0
0,0,1,0,IT,Italy,42.6384261,12.674297,0,0,0,0,0,0
0,0,1,0,VN,Vietnam,13.2904027,108.4265113,0,0,0,0,0,0
0,0,1,0,CA,Canada,61.0666922,-107.9917071,0,0,0,0,0,0
0,0,1,0,DE,Germany,51.0834196,10.4234469,0,0,0,0,0,0
0,0,1,0,MO,Macao,0,0,0,0,0,0,0,0
0,0,2,0,CL,Chile,-31.7613365,-71.3187697,0,0,0,0,0,0
0,0,12,0,SE,Sweden,59.6749712,14.5208584,0,0,0,0,0,0
0,0,5,0,BR,Brazil,-10.3333333,-53.2,0,0,0,0,0,0
0,0,2,0,AR,Argentina,-35.0039032,-65.2699754,0,0,0,0,0,0
"
",,,,,,,,,,,,,
