"plays","downloads","loads","finishes","code","name","latitude","longitude","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
44,0,1545,8,US,"United States",39.7837304,-100.4458825,0,0,0,0,0,0
6,0,52,1,CA,Canada,61.0666922,-107.9917071,0,0,0,0,0,0
2,0,22,1,PR,"Puerto Rico",0,0,0,0,0,0,0,0
2,0,36,6,XX,Unknown,0,0,0,0,0,0,0,0
2,0,29,0,GB,"United Kingdom",54.7023545,-3.2765753,0,0,0,0,0,0
1,0,1,0,BR,Brazil,-10.3333333,-53.2,0,0,0,0,0,0
0,0,1,0,PA,Panama,8.3096067,-81.3066246,0,0,0,0,0,0
0,0,2,0,AN,Unknown,0,0,0,0,0,0,0,0
0,0,8,0,JP,Japan,36.5748441,139.2394179,0,0,0,0,0,0
0,0,2,0,IL,Israel,30.8760272,35.0015196,0,0,0,0,0,0
0,0,2,0,CH,Switzerland,46.7985624,8.2319736,0,0,0,0,0,0
0,0,20,0,FR,France,46.603354,1.8883335,0,0,0,0,0,0
0,0,2,0,EG,Egypt,26.2540493,29.2675469,0,0,0,0,0,0
0,0,11,0,DE,Germany,51.0834196,10.4234469,0,0,0,0,0,0
0,0,78,0,CN,China,35.000074,104.999927,0,0,0,0,0,0
0,0,10,0,CM,Cameroon,4.6125522,13.1535811,0,0,0,0,0,0
0,0,6,0,RU,Russia,64.6863136,97.7453061,0,0,0,0,0,0
0,0,2,0,BE,Belgium,50.6407351,4.66696,0,0,0,0,0,0
0,0,26,0,TT,"Trinidad and Tobago",10.8677845,-60.9821067,0,0,0,0,0,0
0,0,24,0,AU,Australia,-24.7761086,134.755,0,0,0,0,0,0
0,0,2,0,AR,Argentina,-35.0039032,-65.2699754,0,0,0,0,0,0
"
",,,,,,,,,,,,,
