"plays","downloads","loads","finishes","code","name","latitude","longitude","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
14,0,190,5,US,"United States",39.7837304,-100.4458825,0,51,235,3292,6522,0
1,0,2,0,IL,Israel,30.8760272,35.0015196,0,0,0,0,108,0
1,0,1,0,PK,Pakistan,30.3308401,71.247499,0,65,71,71,108,0
1,0,17,1,GB,"United Kingdom",54.7023545,-3.2765753,0,99,107,107,108,0
1,0,3,0,IN,India,22.3511148,78.6677428,0,0,0,0,230,0
1,0,1,0,RU,Russia,64.6863136,97.7453061,0,0,0,0,131,0
0,0,1,0,CA,Canada,61.0666922,-107.9917071,0,0,0,0,0,0
0,0,2,0,MX,Mexico,22.5000485,-100.0000375,0,0,0,0,0,0
0,0,3,0,KR,"Republic of Korea",35.3985008,127.937111,0,0,0,0,0,0
0,0,1,0,JP,Japan,36.5748441,139.2394179,0,0,0,0,0,0
0,0,4,0,XX,Unknown,0,0,0,0,0,0,0,0
0,0,1,0,IT,Italy,42.6384261,12.674297,0,0,0,0,0,0
0,0,1,0,VN,Vietnam,13.2904027,108.4265113,0,0,0,0,0,0
0,0,1,0,EU,Europe,0,0,0,0,0,0,0,0
0,0,1,0,DE,Germany,51.0834196,10.4234469,0,0,0,0,0,0
"
",,,,,,,,,,,,,
