"plays","downloads","loads","finishes","code","name","latitude","longitude","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
140,0,3224,0,US,"United States",39.7837304,-100.4458825,0,0,0,0,0,0
9,0,425,70,XX,Unknown,0,0,0,0,0,0,0,0
8,0,172,0,ZZ,Unknown,0,0,0,0,0,0,0,0
5,0,128,0,GB,"United Kingdom",54.7023545,-3.2765753,0,0,0,0,0,0
4,0,19,0,JP,Japan,36.5748441,139.2394179,0,0,0,0,0,0
3,0,8,0,IL,Israel,30.8760272,35.0015196,0,0,0,0,0,0
3,0,40,0,DE,Germany,51.0834196,10.4234469,0,0,0,0,0,0
2,0,30,0,BR,Brazil,-10.3333333,-53.2,0,0,0,0,0,0
2,0,9,0,KR,"Republic of Korea",35.3985008,127.937111,0,0,0,0,0,0
2,0,11,0,CH,Switzerland,46.7985624,8.2319736,0,0,0,0,0,0
1,0,1,0,HU,Hungary,47.1817585,19.5060937,0,0,0,0,0,0
1,0,26,0,SE,Sweden,59.6749712,14.5208584,0,0,0,0,0,0
1,0,4,0,AT,Austria,47.2000338,13.199959,0,0,0,0,0,0
1,0,56,0,AU,Australia,-24.7761086,134.755,0,0,0,0,0,0
1,0,180,0,CA,Canada,61.0666922,-107.9917071,0,0,0,0,0,0
1,0,1,0,HK,"Hong Kong",0,0,0,0,0,0,0,0
0,0,5,0,UA,Ukraine,49.4871968,31.2718321,0,0,0,0,0,0
0,0,3,0,TN,Tunisia,33.8439408,9.400138,0,0,0,0,0,0
0,0,1,0,TH,Thailand,14.8971921,100.83273,0,0,0,0,0,0
0,0,9,0,SA,"Saudi Arabia",25.6242618,42.3528328,0,0,0,0,0,0
0,0,3,0,RU,Russia,64.6863136,97.7453061,0,0,0,0,0,0
0,0,5,0,RO,Romania,45.9852129,24.6859225,0,0,0,0,0,0
0,0,7,0,PT,Portugal,40.033265,-7.8896263,0,0,0,0,0,0
0,0,3,0,PR,"Puerto Rico",0,0,0,0,0,0,0,0
0,0,16,0,PL,Poland,52.0977181,19.0258159,0,0,0,0,0,0
0,0,13,0,PK,Pakistan,30.3308401,71.247499,0,0,0,0,0,0
