"plays","downloads","loads","finishes","code","name","latitude","longitude","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
12,0,333,3,US,"United States",39.7837304,-100.4458825,0,33,101,1220,5222,0
2,0,4,0,NL,Netherlands,52.5001698,5.7480821,0,23,25,51,216,0
1,0,2,0,DE,Germany,51.0834196,10.4234469,0,23,483,483,2070,0
1,0,1,0,LK,"Sri Lanka",7.878,80.7038245875,0,0,0,0,1611,0
1,0,1,0,SE,Sweden,59.6749712,14.5208584,0,20,46,46,230,0
0,0,1,0,AT,Austria,47.2000338,13.199959,0,0,0,0,0,0
0,0,1,0,PH,Philippines,12.7503486,122.7312101,0,0,0,0,0,0
0,0,1,0,NZ,"New Zealand",-41.5000831,172.8344077,0,0,0,0,0,0
0,0,1,0,VN,Vietnam,13.2904027,108.4265113,0,0,0,0,0,0
0,0,1,0,FR,France,46.603354,1.8883335,0,0,0,0,0,0
0,0,2,0,KR,"Republic of Korea",35.3985008,127.937111,0,0,0,0,0,0
0,0,1,0,IL,Israel,30.8760272,35.0015196,0,0,0,0,0,0
0,0,2,0,IE,Ireland,52.865196,-7.9794599,0,0,0,0,0,0
0,0,1,0,GB,"United Kingdom",54.7023545,-3.2765753,0,0,0,0,0,0
0,0,1,0,YE,Yemen,16.3471243,47.8915271,0,0,0,0,0,0
0,0,1,0,BR,Brazil,-10.3333333,-53.2,0,0,0,0,0,0
0,0,1,0,AU,Australia,-24.7761086,134.755,0,0,0,0,0,0
"
",,,,,,,,,,,,,
