"plays","downloads","loads","finishes","domain","path","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
2663,0,7782,577,vimeo.com,,2099,61,307,819462,1450929,1068
1275,0,1725,243,weareo.tv,,433,60,292,373021,698780,383
1098,0,1313,218,browngirlswebseries.com,,328,81,355,390340,567077,291
710,15,5775,85,unknown,,765,21,70,50010,334019,305
102,0,546,11,thetwebseries.com,,43,76,293,29910,41647,34
90,0,585,16,justcallmeripley.com,,28,82,226,20409,34070,18
79,0,244,13,onemorelesbian.com,,61,72,458,36219,52532,48
61,0,1234,2,remezcla.com,,125,58,174,10666,31982,19
53,0,1516,23,afropunk.com,,139,77,98,5225,8007,27
52,0,72,1,yastatic.net,,17,55,230,12007,36942,15
50,0,61,5,youresotalented.net,,12,59,197,9885,20682,7
41,0,47,3,bing.com,,18,60,152,6264,15764,17
31,0,521,2,indiewire.com,,215,43,135,4206,10323,22
30,0,70,3,lesbianmedia.tv,,18,77,554,16644,21483,16
21,0,56,4,thehavenweb.com,,11,46,303,6372,16936,8
20,0,132,1,bookbeccabrown.com,,62,65,228,4569,7320,14
20,0,24,1,rachelrelman.com,,7,47,386,7725,21480,5
14,0,21,0,smilefart.com,,12,48,22,309,1894,9
14,0,173,1,kingisafink.com,,21,78,228,3204,5935,7
12,0,13,0,derrickwoodsmorrow.com,,11,58,537,6448,11076,10
11,0,25,1,filmfreeway.com,,12,65,512,5642,8665,6
10,0,18,0,janadmclain.com,,7,37,438,4386,11846,3
9,0,19,0,yahoo.com,,6,53,212,1915,3705,5
8,0,10,0,headmastermagazine.com,,3,61,424,3393,7384,3
7,0,7,0,samqbailey.com,,5,35,26,185,902,5
7,0,45,1,indiegogo.com,,5,36,94,660,1816,3
7,0,187,0,fatimahasghar.com,,78,37,133,931,2877,5
6,0,139,1,cdn.embedly.com,,49,33,183,1100,3284,6
6,0,912,0,safe.txmblr.com,,60,53,165,991,2385,4
6,0,87,2,honeypotperformance.org,,7,33,121,728,2148,2
6,0,17,0,curvemag.com,,5,55,39,235,636,3
6,0,100,0,www-indiewire-com.cdn.ampproject.org,,35,37,103,621,1998,4
5,0,25,0,editor.wix.com,,2,0,0,0,5202,2
5,0,92,1,candorarts.com,,30,39,189,946,4025,2
4,0,79,1,gofundme.com,,17,78,267,1068,1363,4
4,0,24,1,shoreline.instructure.com,,1,22,92,371,1616,1
4,0,13,0,the-right-swipe.com,,5,84,570,2282,3588,3
4,0,91,0,intogirls.nl,,25,20,41,166,1643,3
4,0,22,0,tvinsider.com,,10,58,179,718,1644,2
4,0,4,0,twitter.com,,3,44,103,415,2247,3
4,0,19,0,kiam-marcelo-junio.com,,5,45,1114,4456,9836,0
3,0,17,0,andrealanperez.com,,7,14,121,363,2442,3
3,0,67,1,teens.ms,,7,50,199,597,1190,2
3,0,7,0,app.contentful.com,,1,6,9,28,426,1
3,0,518,0,instinctmagazine.com,,74,34,6,20,257,1
3,0,136,0,vod-server.wix.com,,38,46,133,401,1093,2
3,0,134,0,www-teenvogue-com.cdn.ampproject.org,,49,8,23,69,1233,2
3,0,29,0,deadline.com,,8,62,255,766,1233,3
3,0,3,0,dymindasgupta.com,,1,47,422,1266,2691,1
3,0,8,0,liztoonkel.com,,2,79,225,675,852,2
3,0,19,0,elle.com,,7,80,332,998,1233,1
3,0,79,2,oembed.vice.com,,33,98,38,114,527,1
3,0,27,0,alexagrae.com,,8,24,149,448,1857,2
3,0,3,1,fullspectrumfeatures.com,,3,90,43,131,216,3
3,0,33,3,queerguru.com,,12,98,70,210,213,2
3,0,14,0,rashidakhanbeymiller.com,,4,53,742,2227,4128,1
3,0,3,0,rave.aula.education,,1,0,0,0,999,1
2,0,11,1,ajchristian.org,,2,75,36,72,95,2
2,0,42,0,aletral.com.br,,3,87,1121,2243,2552,1
2,0,38,0,sonideni.com,,12,94,67,134,283,1
2,0,50,0,billboard.com,,18,70,89,179,506,1
2,0,3,0,hubblecontent.osi.office.net,,1,4,48,96,1944,1
2,0,49,0,unt.instructure.com,,2,53,343,687,1274,1
2,0,17,1,tubefilter.com,,4,79,325,651,822,2
2,0,3,0,vk.com,,3,37,207,415,1114,2
2,0,3,0,d28ibit8794q5t.cloudfront.net,,0,50,356,712,1414,0
2,0,101,0,vice.com,,24,5,53,106,1808,2
2,0,2,1,mixcopenhagen.dk,,2,95,135,271,284,2
2,0,42,0,mrbrianmorgan.com,,21,10,30,60,1114,0
2,0,56,1,nowtoronto.com,,26,98,28,57,116,1
2,0,159,0,amphitheater.caa.com,,12,49,326,653,1327,2
2,0,2,1,periscopepa.com,,1,78,55,111,142,1
1,0,3,0,whohaha.com,,1,0,0,0,141,1
1,0,57,0,theverge.com,,13,98,405,405,411,1
1,0,3,0,samanthaleesings.wordpress.com,,1,0,0,0,119,1
1,0,12,0,khadijahwhite.com,,7,76,99,99,130,1
1,0,22,1,secondcity.instructure.com,,4,99,410,410,411,0
1,0,1,0,theblakcollective.com,,0,14,133,133,934,0
1,0,65,0,hellobeautiful.com,,18,29,120,120,411,1
1,0,1,0,www-papermag-com.cdn.ampproject.org,,1,3,16,16,411,1
1,0,40,0,spectrumsouth.com,,11,0,0,0,493,1
1,0,2,0,splinternews.com,,2,2,4,4,142,1
1,0,10,0,chrisdale.org,,0,95,101,101,106,0
1,0,7,0,startrek.com,,0,25,27,27,106,0
1,0,307,1,teenvogue.com,,131,99,410,410,411,0
1,0,5,0,artiishak.wixsite.com,,3,48,364,364,754,1
1,0,41,1,vasiliospapapitsios.com,,5,99,121,121,122,0
1,0,7,0,superselected.com,,0,56,80,80,142,0
1,0,11,0,tendernessandtiaras.tumblr.com,,3,60,172,172,284,1
1,0,25,1,theartssection.org,,5,97,47,47,48,1
1,0,18,1,bitchmedia.org,,3,99,489,489,490,0
1,0,24,0,leosidran.com,,4,19,141,141,735,1
1,0,7,0,intomore.com,,3,35,331,331,934,1
1,0,80,0,tumbex.com,,2,0,0,0,411,0
1,0,3,0,theidentityofshe.com,,1,1,12,12,1013,1
1,0,35,1,vamstudio.net,,15,99,118,118,119,1
1,0,5,0,kingsandqueenspilot.com,,2,25,278,278,1074,1
1,0,31,0,bluestockingsmag.com,,11,59,85,85,142,0
1,0,8,1,advocate.com,,1,99,141,141,142,1
1,0,38,1,latina.com,,7,99,202,202,203,1
1,0,1,0,widgets.metrological.com,,0,0,0,0,141,0
1,0,10,0,wmagazine.com,,3,21,90,90,411,1
1,0,1,0,journeyswithjenna.com,,1,0,0,0,755,1
1,0,120,0,loveislove-club.net,,21,0,0,0,410,0
1,0,8,0,brian-morgan.squarespace.com,,2,0,0,0,557,1
1,0,13,0,bricartsmedia.org,,3,33,47,47,142,1
1,0,105,0,mcachicago.org,,21,72,88,88,122,1
1,0,1,0,michaelweldondp.com,,1,0,12,12,1308,1
1,0,3,1,lesbian-interest.eu,,1,99,141,141,142,0
1,0,28,0,latinorebels.com,,2,55,32,32,58,1
1,0,1,0,nathan-salter.com,,0,7,60,60,767,0
1,0,20,0,www-vice-com.cdn.ampproject.org,,5,0,0,0,903,1
1,0,21,0,buzzfeed.com,,4,72,206,206,284,1
1,0,3,0,ca.startrek.com,,0,52,56,56,106,0
1,0,14,0,odinakaezeokoli.com,,2,29,259,259,875,0
1,0,31,0,autostraddle.com,,6,97,139,139,142,1
1,0,1,0,freethebid.com,,1,5,16,16,284,1
1,0,145,0,pitchmanager.caa.com,,1,0,4,4,628,1
1,0,11,0,quarelifetv.com,,1,99,625,625,627,0
1,0,1,1,yandex.com,,1,99,636,636,637,1
0,0,18,0,cassiuslife.com,,2,0,0,0,0,0
0,0,36,0,reelchicago.com,,3,0,0,0,0,0
0,0,4,0,colorlines.com,,2,0,0,0,0,0
0,0,15,0,theoldreader.com,,2,0,0,0,0,0
0,0,28,0,redbull.com,,2,0,0,0,0,0
0,0,1,0,tracking-board.com,,0,0,0,0,0,0
0,0,1,0,gay1080.com,,0,0,0,0,0,0
0,0,1,0,gary-zidek.squarespace.com,,0,0,0,0,0,0
0,0,21,0,queerty.com,,1,0,0,0,0,0
0,0,2,0,gabbylove.com,,1,0,0,0,0,0
0,0,1,0,queerfudanshi.com,,0,0,0,0,0,0
0,0,2,0,queer.pl,,0,0,0,0,0,0
0,0,58,0,futurehood.net,,7,0,0,0,0,0
0,0,3,0,pt.gofundme.com,,0,0,0,0,0,0
0,0,2,0,projgirlspire.com,,1,0,0,0,0,0
0,0,1,0,profporn.co,,0,0,0,0,0,0
0,0,2,0,ppwebseries.com,,0,0,0,0,0,0
0,0,1,0,portfolium.com,,0,0,0,0,0,0
0,0,2,0,popculturefreaks.tumblr.com,,0,0,0,0,0,0
0,0,4,0,ftp.kinogo.fr,,0,0,0,0,0,0
