"plays","downloads","loads","finishes","domain","path","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
7081,0,7714,1590,browngirlswebseries.com,,0,78,365,2588433,3315992,0
5618,0,10429,1622,vimeo.com,,0,66,304,1711227,2563747,0
3915,0,5660,554,weareopen.tv,,0,63,249,977071,1536367,0
1142,7,4129,195,unknown,,0,32,149,176028,0,0
653,0,4729,68,brujostv.com,,0,72,335,218859,303575,0
289,0,313,46,youresotalented.net,,0,79,300,86911,109211,0
256,0,865,51,bitchmedia.org,,0,70,292,74891,106521,0
172,0,294,16,rtbf.be,,0,40,45,7895,19454,0
148,0,2262,42,remezcla.com,,0,77,158,23390,30114,0
112,0,270,10,zackarydrucker.com,,0,68,171,19218,28116,0
78,0,481,4,pride.com,,0,53,286,22326,41412,0
68,0,936,5,cdn.embedly.com,,0,57,232,15802,27262,0
56,0,888,3,sheacoulee.com,,0,52,254,14236,27293,0
55,0,77,11,facebook.com,,0,52,198,10935,20688,0
47,0,438,6,kingisafink.com,,0,61,375,17661,28784,0
46,0,289,4,deadline.com,,0,54,203,9346,17262,0
45,0,774,3,vice.com,,0,47,264,11917,25308,0
41,0,3064,2,safe.txmblr.com,,0,57,160,6567,11453,0
41,0,44,5,bing.com,,0,54,182,7496,13646,0
40,0,59,1,yastatic.net,,0,68,175,7037,10224,0
38,0,98,4,onemorelesbian.com,,0,72,495,18837,26082,0
35,0,491,5,elle.com,,0,67,207,7264,10686,0
34,0,83,5,lesbianmedia.tv,,0,67,563,19149,28167,0
29,0,396,0,ijoc.org,,0,84,21,620,731,0
27,0,120,1,brandonmarkell.com,,0,25,330,8917,34800,0
26,0,440,1,afropunk.com,,0,62,305,7933,12760,0
26,0,145,3,www-vice-com.cdn.ampproject.org,,0,62,452,11775,18976,0
24,0,30,0,twitter.com,,0,19,99,2384,11974,0
23,0,254,13,static.parastorage.com,,0,83,231,5322,6372,0
21,0,209,3,theverge.com,,0,90,301,6326,6987,0
21,0,29,2,yahoo.com,,0,52,106,2242,4248,0
18,0,60,4,curvemag.com,,0,71,67,1221,1696,0
17,0,155,4,cataloguemagazine.com.au,,0,71,309,5269,7398,0
16,0,529,1,queer.pl,,0,39,109,1748,4437,0
16,0,34,2,lesbian-interest.com,,0,65,87,1392,2130,0
16,0,34,0,michael-thies-spb3.squarespace.com,,0,38,311,4977,13050,0
15,0,328,0,gofundme.com,,0,51,73,1096,2136,0
15,0,452,3,latina.com,,0,59,112,1680,2842,0
15,0,19,1,buzzfeed-animals-hd.blogspot.com,,0,58,100,1504,2556,0
12,0,91,1,deadline-com.cdn.ampproject.org,,0,62,255,3069,4932,0
