"plays","downloads","loads","finishes","domain","path","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
4601,0,12006,1015,vimeo.com,,0,63,296,1365214,2433470,0
3278,0,3451,631,browngirlswebseries.com,,0,81,367,1205832,1774692,0
2528,0,3231,405,weareo.tv,,0,60,269,681309,1324080,0
1301,7,4997,104,unknown,,0,11,28,36543,879175,0
753,0,1090,112,thetwebseries.com,,0,80,330,249150,312477,0
161,0,386,13,onemorelesbian.com,,0,68,408,65830,100944,0
126,0,813,13,seedsseries.com,,0,82,297,37544,53215,0
116,0,3440,28,remezcla.com,,0,81,292,33943,45903,0
92,0,95,7,youresotalented.net,,0,75,291,26811,37397,0
64,0,124,4,lesbianmedia.tv,,0,66,489,31323,48162,0
51,0,53,6,mixcopenhagen.dk,,0,72,92,4710,7240,0
50,0,50,1,bing.com,,0,65,169,8491,19665,0
49,0,503,14,reelchicago.com,,0,64,153,7515,12381,0
29,0,59,0,vimeo-chromecast-prod.s3.amazonaws.com,,0,0,0,0,28976,0
25,0,355,2,vice.com,,0,39,341,8525,22599,0
21,0,244,0,ijoc.org,,0,48,129,2719,8650,0
20,0,95,1,velvetwebseries.com,,0,53,296,5937,14876,0
18,0,18,4,samqbailey.com,,0,46,59,1069,2394,0
18,0,101,0,kingisafink.com,,0,76,434,7822,10761,0
17,0,42,3,m.lesbianmedia.tv,,0,67,423,7197,12014,0
15,0,19,0,yahoo.com,,0,29,348,5221,22032,0
14,0,1471,0,safe.txmblr.com,,0,67,201,2827,7046,0
12,0,13,0,yastatic.net,,0,48,150,1810,5775,0
11,0,136,0,newnownext.com,,0,26,99,1091,5713,0
10,0,143,1,vod-server.wix.com,,0,59,141,1417,2596,0
10,0,159,0,amphitheater.caa.com,,0,48,254,2541,6132,0
9,0,46,0,alexagrae.com,,0,24,182,1640,6606,0
9,0,22,0,smilefart.com,,0,36,16,149,1372,0
9,0,175,0,cdn.embedly.com,,0,30,159,1434,5691,0
8,0,38,1,laurenvernea.com,,0,41,98,788,2560,0
8,0,15,1,ajchristian.org,,0,38,164,1316,3414,0
7,0,153,1,shadowandact.com,,0,26,68,476,1959,0
7,0,197,0,intogirls.nl,,0,52,122,858,2877,0
7,0,152,1,theguardian.com,,0,75,76,534,994,0
7,0,127,1,nowtoronto.com,,0,43,17,125,406,0
6,0,74,0,indiegogo.com,,0,58,129,776,1613,0
6,0,61,1,aletral.com.br,,0,93,554,3328,3574,0
6,0,56,0,kiam-marcelo-junio.com,,0,13,335,2014,14754,0
6,0,49,1,elle.com,,0,64,221,1326,2466,0
6,0,307,0,fatimahasghar.com,,0,45,124,745,2466,0
6,0,47,5,oembed.vice.com,,0,83,48,291,348,0
5,0,6,0,twitter.com,,0,27,85,426,2327,0
5,0,20,0,lesbian-lips.com,,0,41,58,292,710,0
4,0,23,1,cgiii.com,,0,76,131,526,684,0
4,0,23,1,chicagoreader.com,,0,58,254,1018,1746,0
4,0,11,1,chicagotribune.com,,0,53,247,991,1856,0
