"plays","downloads","loads","finishes","domain","path","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
2308,0,3569,248,vimeo.com,,0,69,237,548648,867746,0
2241,0,29468,143,buzzfeed.com,,0,57,137,308809,662620,0
1233,0,4060,21,unknown,,0,69,45,55765,0,0
637,0,661,154,youresotalented.net,,0,80,253,161224,210917,0
522,0,612,115,weareopen.tv,,0,74,245,128257,193890,0
219,0,224,80,facebook.com,,0,56,256,56276,109456,0
112,0,268,17,zackarydrucker.com,,0,76,202,22709,32928,0
14,0,175,4,safe.txmblr.com,,0,81,230,3220,3962,0
11,0,105,3,justanothergirl.org,,0,88,250,2760,4528,0
9,0,73,0,tribecafilm.com,,0,41,125,1125,2695,0
9,0,10,4,chicagoartistsmonth.org,,0,84,35,321,488,0
5,0,28,0,honeypotperformance.com,,0,44,389,1946,4354,0
5,0,5,1,bing.com,,0,90,255,1277,1415,0
5,0,30,0,bitchmedia.org,,0,71,244,1223,1702,0
4,0,98,2,twitter.com,,0,97,164,659,674,0
4,0,5,2,kitschmix.tv,,0,61,256,1026,1656,0
4,0,5,0,vk.com,,0,91,502,2010,2924,0
3,0,3,1,yahoo.com,,0,82,155,465,613,0
2,0,134,0,babasboyfriend.tumblr.com,,0,46,132,264,566,0
2,0,9,1,kiam-marcelo-junio.com,,0,95,67,134,141,0
2,0,11,0,originalgladiatorcollector.tumblr.com,,0,34,97,194,566,0
2,0,18,0,google.com,,0,95,135,270,566,0
1,0,1,0,your-url.com,,0,20,57,57,283,0
1,0,75,0,khadijahwhite.com,,0,0,0,0,86,0
1,0,41,0,digg.com,,0,12,34,34,283,0
1,0,33,0,cdn.embedly.com,,0,13,61,61,459,0
1,0,1,0,outspoken.tv,,0,0,1,1,341,0
1,0,19,0,polyesterforever.tumblr.com,,0,12,35,35,283,0
1,0,1,0,sam-bailey-tf3h.squarespace.com,,0,5,6,6,119,0
0,0,1,0,thesisterhoodsocial.com,,0,0,0,0,0,0
0,0,11,0,samanthaleesings.com,,0,0,0,0,0,0
0,0,3,0,reader.destym.ru,,0,0,0,0,0,0
0,0,2,0,pulse.me,,0,0,0,0,0,0
0,0,1,0,follownews.com,,0,0,0,0,0,0
0,0,4,0,en.wordpress.com,,0,0,0,0,0,0
0,0,3,0,ournamesaresam.tumblr.com,,0,0,0,0,0,0
0,0,21,0,editor.wix.com,,0,0,0,0,0,0
0,0,1,0,onairwithrick.com,,0,0,0,0,0,0
0,0,1,0,omnifeed.com,,0,0,0,0,0,0
0,0,4,0,northwestern.edu,,0,0,0,0,0,0
0,0,16,0,newsblur.com,,0,0,0,0,0,0
0,0,2,0,toddyoungblood.com,,0,0,0,0,0,0
0,0,1,0,kiammarcelo-junio-jag8.squarespace.com,,0,0,0,0,0,0
0,0,20,0,deydey.tumblr.com,,0,0,0,0,0,0
0,0,4,0,derekleemcphatter.com,,0,0,0,0,0,0
0,0,2,0,kamalkiddo.com,,0,0,0,0,0,0
0,0,3,0,culturebot.org,,0,0,0,0,0,0
0,0,1,0,itjockies.com,,0,0,0,0,0,0
0,0,12,0,inoreader.com,,0,0,0,0,0,0
0,0,2,0,ie-j.tumblr.com,,0,0,0,0,0,0
0,0,4,0,iconocast.com,,0,0,0,0,0,0
0,0,5,0,creatorrepublic.com,,0,0,0,0,0,0
0,0,37,0,titobonito.wix.com,,0,0,0,0,0,0
0,0,3,0,gawker.com,,0,0,0,0,0,0
0,0,9,0,wordpress.com,,0,0,0,0,0,0
0,0,6,0,reid-price-5jar.squarespace.com,,0,0,0,0,0,0
0,0,1,0,feedbin.com,,0,0,0,0,0,0
0,0,1,0,yandex.ru,,0,0,0,0,0,0
0,0,1,0,roundinsquares.tumblr.com,,0,0,0,0,0,0
0,0,2,0,rightmold.tumblr.com,,0,0,0,0,0,0
0,0,2,0,wordisbondthedoc.tumblr.com,,0,0,0,0,0,0
0,0,1,0,disqus.com,,0,0,0,0,0,0
0,0,1,0,suffire.tumblr.com,,0,0,0,0,0,0
0,0,1,0,tt.niceshark.com,,0,0,0,0,0,0
0,0,78,0,theoldreader.com,,0,0,0,0,0,0
0,0,1,0,seznam.name,,0,0,0,0,0,0
0,0,8,0,superselected.com,,0,0,0,0,0,0
0,0,1,0,commafeed.com,,0,0,0,0,0,0
0,0,348,0,feedly.com,,0,0,0,0,0,0
0,0,1,0,embed.ly,,0,0,0,0,0,0
0,0,1,0,buzzzz.herokuapp.com,,0,0,0,0,0,0
0,0,1,0,bazqux.com,,0,0,0,0,0,0
0,0,4,0,buzzfeed-animals-hd.blogspot.com,,0,0,0,0,0,0
0,0,3,0,blackgirlthought.tumblr.com,,0,0,0,0,0,0
0,0,2,0,blackgirlrevolution.tumblr.com,,0,0,0,0,0,0
0,0,4,0,stephomestart.wordpress.com,,0,0,0,0,0,0
0,0,2,0,ctindie.com,,0,0,0,0,0,0
0,0,17,0,youresotalented.tumblr.com,,0,0,0,0,0,0
0,0,13,0,atomculture.wordpress.com,,0,0,0,0,0,0
"
",,,,,,,,,,,
