"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
125,0,737,23,2020-01-01,2020-01-02,0,0,188,61,320,40103,75762,52
175,1,919,19,2020-01-02,2020-01-03,8,0,211,63,248,43573,85057,71
207,0,978,28,2020-01-03,2020-01-04,0,0,243,55,265,54946,109038,85
150,0,974,20,2020-01-04,2020-01-05,0,0,177,55,255,38396,76223,49
170,0,867,19,2020-01-05,2020-01-06,5,0,191,63,275,46754,86036,72
216,0,861,23,2020-01-06,2020-01-07,0,0,194,50,256,55386,126201,72
292,0,1156,37,2020-01-07,2020-01-08,0,0,202,59,242,70751,142797,81
133,0,765,22,2020-01-08,2020-01-09,0,0,176,70,232,30965,57589,53
209,0,938,34,2020-01-09,2020-01-10,0,0,203,70,293,61440,100430,69
212,1,865,15,2020-01-10,2020-01-11,1,0,216,53,263,55900,124207,88
136,0,892,25,2020-01-11,2020-01-12,0,0,177,57,256,34824,68208,55
194,0,915,26,2020-01-12,2020-01-13,1,0,209,53,235,45701,97878,72
170,0,833,19,2020-01-13,2020-01-14,3,0,216,56,217,36931,78499,79
221,3,1001,32,2020-01-14,2020-01-15,0,0,235,59,214,47319,111661,85
253,6,1169,33,2020-01-15,2020-01-16,0,0,274,63,229,58081,114339,101
231,4,1095,30,2020-01-16,2020-01-17,0,0,325,49,169,39065,98866,125
181,4,805,26,2020-01-17,2020-01-18,0,0,207,54,233,42305,95329,70
121,0,573,11,2020-01-18,2020-01-19,0,0,173,57,202,24445,55011,65
205,0,842,20,2020-01-19,2020-01-20,0,1,175,59,233,47930,103569,82
401,0,1242,53,2020-01-20,2020-01-21,0,0,429,59,235,94495,172925,230
338,1,1219,51,2020-01-21,2020-01-22,1,0,252,60,270,91586,171875,119
242,0,953,37,2020-01-22,2020-01-23,0,0,209,60,249,60487,117258,96
301,11,1360,39,2020-01-23,2020-01-24,2,1,262,60,266,80236,148020,126
320,0,1124,70,2020-01-24,2020-01-25,0,0,214,56,257,82535,165365,102
171,0,831,17,2020-01-25,2020-01-26,0,0,161,52,202,34574,81882,69
195,0,822,26,2020-01-26,2020-01-27,0,0,150,53,265,51749,106930,55
173,0,727,27,2020-01-27,2020-01-28,0,0,156,55,235,40698,81664,80
216,2,830,31,2020-01-28,2020-01-29,0,0,178,57,248,53759,114919,77
118,0,764,21,2020-01-29,2020-01-30,0,0,160,49,186,22016,56535,60
241,0,885,30,2020-01-30,2020-01-31,1,0,195,61,266,64165,116697,88
131,0,785,19,2020-01-31,2020-02-01,0,0,139,55,241,31627,68180,52
"
",,,,,,,,,,,,,
