"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
4,0,18,1,2014-02-01,2014-02-02,0,0,0,21,306,1224,5622,0
2,0,6,0,2014-02-02,2014-02-03,0,0,0,28,316,632,2238,0
0,0,6,0,2014-02-03,2014-02-04,0,0,0,0,0,0,0,0
1,0,13,0,2014-02-04,2014-02-05,0,0,0,97,612,612,627,0
1,0,10,1,2014-02-05,2014-02-06,0,0,0,99,626,626,627,0
3,0,11,1,2014-02-06,2014-02-07,0,0,0,96,148,446,460,0
2,0,25,1,2014-02-07,2014-02-08,0,0,0,17,27,55,316,0
0,0,6,0,2014-02-08,2014-02-09,0,0,0,0,0,0,0,0
1,0,2,1,2014-02-09,2014-02-10,0,0,0,98,102,102,104,0
1,0,7,1,2014-02-10,2014-02-11,0,0,0,100,230,230,230,0
1,0,14,0,2014-02-11,2014-02-12,0,0,0,71,94,94,131,0
1,0,26,0,2014-02-12,2014-02-13,0,0,0,19,64,64,331,0
0,0,2,0,2014-02-13,2014-02-14,0,0,0,0,0,0,0,0
1,0,5,0,2014-02-14,2014-02-15,0,0,0,4,29,29,678,0
2,0,7,1,2014-02-15,2014-02-16,0,0,0,99,65,130,1741,0
0,0,3,0,2014-02-16,2014-02-17,0,0,0,0,0,0,0,0
0,0,4,0,2014-02-17,2014-02-18,0,0,0,0,0,0,0,0
3,0,26,0,2014-02-18,2014-02-19,0,0,0,46,607,1821,3911,0
5,0,13,2,2014-02-19,2014-02-20,0,0,0,93,211,1059,1133,0
0,0,2,0,2014-02-20,2014-02-21,0,0,0,0,0,0,0,0
0,0,42,0,2014-02-21,2014-02-22,0,0,0,0,0,0,0,0
1,0,21,1,2014-02-22,2014-02-23,0,0,0,98,85,85,86,0
0,0,16,0,2014-02-23,2014-02-24,0,0,0,0,0,0,0,0
8,0,241,2,2014-02-24,2014-02-25,0,0,0,61,86,692,2741,0
0,0,12,0,2014-02-25,2014-02-26,0,0,0,0,0,0,0,0
0,0,25,0,2014-02-26,2014-02-27,0,0,0,0,0,0,0,0
0,0,5,0,2014-02-27,2014-02-28,0,0,0,0,0,0,0,0
0,0,33,0,2014-02-28,2014-03-01,0,0,0,0,0,0,0,0
"
",,,,,,,,,,,,,
