"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
366,1,1616,53,2019-07-01,2019-07-02,1,0,0,61,233,85346,201749,0
170,0,1272,20,2019-07-02,2019-07-03,4,0,0,56,297,50579,106956,0
242,0,1029,55,2019-07-03,2019-07-04,4,0,0,51,221,53513,121007,0
183,0,869,29,2019-07-04,2019-07-05,1,0,0,58,240,44072,89413,0
187,0,993,30,2019-07-05,2019-07-06,0,0,0,54,268,50246,116544,0
209,0,840,42,2019-07-06,2019-07-07,0,0,0,64,286,59981,108717,0
166,0,852,18,2019-07-07,2019-07-08,1,0,0,70,294,48815,87499,0
137,0,915,15,2019-07-08,2019-07-09,1,0,0,57,219,30060,69602,0
229,0,952,27,2019-07-09,2019-07-10,0,0,0,61,250,57469,112472,0
206,0,1200,40,2019-07-10,2019-07-11,0,0,0,55,248,51270,102439,0
184,1,1164,37,2019-07-11,2019-07-12,0,0,0,66,325,59907,100901,0
216,3,1391,34,2019-07-12,2019-07-13,0,1,0,64,300,64898,119765,0
215,2,1058,28,2019-07-13,2019-07-14,1,0,0,66,317,68282,113583,0
170,1,919,32,2019-07-14,2019-07-15,0,0,0,61,292,49667,92082,0
179,0,1057,37,2019-07-15,2019-07-16,1,0,0,54,304,54533,111318,0
264,0,1755,56,2019-07-16,2019-07-17,0,0,0,64,270,71292,125362,0
281,0,1456,47,2019-07-17,2019-07-18,0,0,0,58,284,79826,157541,0
236,0,1193,37,2019-07-18,2019-07-19,0,0,0,62,264,62379,124168,0
245,0,1145,43,2019-07-19,2019-07-20,0,0,0,64,326,79940,133076,0
216,0,1039,29,2019-07-20,2019-07-21,0,0,0,58,275,59545,121276,0
238,0,1233,78,2019-07-21,2019-07-22,0,0,0,67,365,86914,143239,0
227,0,1082,31,2019-07-22,2019-07-23,0,0,0,57,287,65151,123648,0
216,1,908,24,2019-07-23,2019-07-24,7,0,0,66,291,62956,109573,0
199,1,1040,31,2019-07-24,2019-07-25,0,0,0,59,368,73427,132301,0
207,0,877,48,2019-07-25,2019-07-26,0,0,0,66,292,60615,101234,0
208,1,1159,28,2019-07-26,2019-07-27,0,0,0,64,321,66946,130151,0
199,0,1073,27,2019-07-27,2019-07-28,1,0,0,56,255,50831,107244,0
178,11,859,21,2019-07-28,2019-07-29,0,0,1,68,308,54849,93640,1
203,3,964,29,2019-07-29,2019-07-30,1,0,0,61,320,65076,117214,0
270,5,1141,44,2019-07-30,2019-07-31,1,0,0,57,245,66303,134122,0
197,1,1016,25,2019-07-31,2019-08-01,0,0,0,68,347,68443,131437,0
"
",,,,,,,,,,,,,
