"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
118,0,310,35,2015-04-01,2015-04-02,0,0,0,82,310,36601,45319,0
98,0,345,18,2015-04-02,2015-04-03,1,0,0,72,275,27041,39035,0
71,0,242,26,2015-04-03,2015-04-04,0,0,0,80,305,21691,27627,0
60,0,139,15,2015-04-04,2015-04-05,1,0,0,81,312,18740,23353,0
76,0,174,23,2015-04-05,2015-04-06,0,0,0,87,287,21852,30343,0
60,0,225,15,2015-04-06,2015-04-07,0,0,0,71,264,15887,22950,0
53,0,313,17,2015-04-07,2015-04-08,1,0,0,73,271,14391,20684,0
271,0,511,48,2015-04-08,2015-04-09,0,0,0,74,267,72527,107018,0
163,0,358,43,2015-04-09,2015-04-10,0,0,0,70,254,41448,62738,0
54,0,261,11,2015-04-10,2015-04-11,1,0,0,70,254,13741,20355,0
40,0,104,3,2015-04-11,2015-04-12,0,0,0,68,247,9887,16109,0
60,0,165,10,2015-04-12,2015-04-13,3,0,0,80,270,16211,23143,0
65,0,245,8,2015-04-13,2015-04-14,3,0,0,56,214,13926,26803,0
131,0,433,31,2015-04-14,2015-04-15,0,0,0,78,265,34773,48787,0
229,0,565,41,2015-04-15,2015-04-16,0,0,0,78,237,54334,78626,0
108,0,349,10,2015-04-16,2015-04-17,1,0,0,77,258,27953,38309,0
100,0,242,23,2015-04-17,2015-04-18,0,0,0,73,251,25103,35919,0
60,0,143,15,2015-04-18,2015-04-19,0,0,0,76,265,15955,22296,0
79,0,191,23,2015-04-19,2015-04-20,2,0,0,73,261,20655,29605,0
72,0,238,11,2015-04-20,2015-04-21,1,0,0,71,235,16954,25745,0
66,0,208,13,2015-04-21,2015-04-22,0,0,0,68,241,15933,24693,0
119,0,269,32,2015-04-22,2015-04-23,2,0,0,79,236,28130,39445,0
80,0,190,14,2015-04-23,2015-04-24,1,0,0,79,240,19220,25802,0
75,0,174,12,2015-04-24,2015-04-25,1,0,0,74,250,18756,25249,0
72,0,239,16,2015-04-25,2015-04-26,0,0,0,71,229,16511,26092,0
55,0,248,5,2015-04-26,2015-04-27,7,0,0,77,258,14239,19203,0
85,0,242,16,2015-04-27,2015-04-28,0,0,0,67,186,15821,28992,0
45,0,136,9,2015-04-28,2015-04-29,0,0,0,76,250,11292,15098,0
49,0,152,13,2015-04-29,2015-04-30,0,0,0,79,260,12768,16723,0
34,0,103,5,2015-04-30,2015-05-01,0,0,0,80,260,8871,11937,0
"
",,,,,,,,,,,,,
