"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
0,0,6,0,2014-05-01,2014-05-02,0,0,0,0,0,0,0,0
0,0,2,0,2014-05-02,2014-05-03,0,0,0,0,0,0,0,0
4,0,16,3,2014-05-03,2014-05-04,0,0,0,73,156,624,845,0
1,0,3,1,2014-05-04,2014-05-05,0,0,0,99,229,229,230,0
0,0,1,0,2014-05-05,2014-05-06,0,0,0,0,0,0,0,0
2,0,2,0,2014-05-06,2014-05-07,0,0,0,86,316,633,735,0
1,0,15,0,2014-05-07,2014-05-08,0,0,0,90,570,570,627,0
0,0,2,0,2014-05-08,2014-05-09,0,0,0,0,0,0,0,0
0,0,6,0,2014-05-09,2014-05-10,0,0,0,0,0,0,0,0
0,0,1,0,2014-05-10,2014-05-11,0,0,0,0,0,0,0,0
10,0,40,5,2014-05-11,2014-05-12,0,0,0,92,187,1870,2245,0
5,0,7,1,2014-05-12,2014-05-13,0,0,0,71,159,796,1107,0
2,0,20,0,2014-05-13,2014-05-14,0,0,0,87,102,205,235,0
0,0,5,0,2014-05-14,2014-05-15,0,0,0,0,0,0,0,0
1,0,14,0,2014-05-15,2014-05-16,0,0,0,82,1702,1702,2070,0
1,0,4,0,2014-05-16,2014-05-17,0,0,0,0,0,0,0,0
2,0,12,1,2014-05-17,2014-05-18,0,0,0,42,420,841,1996,0
0,0,2,0,2014-05-18,2014-05-19,0,0,0,0,0,0,0,0
0,0,4,0,2014-05-19,2014-05-20,0,0,0,0,0,0,0,0
0,0,11,0,2014-05-20,2014-05-21,0,0,0,0,0,0,0,0
0,0,5,0,2014-05-21,2014-05-22,0,0,0,0,0,0,0,0
0,0,7,0,2014-05-22,2014-05-23,0,0,0,0,0,0,0,0
0,0,6,0,2014-05-23,2014-05-24,0,0,0,0,0,0,0,0
0,0,7,0,2014-05-24,2014-05-25,0,0,0,0,0,0,0,0
1,0,3,0,2014-05-25,2014-05-26,0,0,0,55,121,121,217,0
1,0,3,1,2014-05-26,2014-05-27,0,0,0,99,375,375,376,0
1,0,3,0,2014-05-27,2014-05-28,0,0,0,0,0,0,0,0
1,0,8,0,2014-05-28,2014-05-29,0,0,0,0,0,0,0,0
1,0,4,0,2014-05-29,2014-05-30,0,0,0,0,0,0,0,0
1,0,13,0,2014-05-30,2014-05-31,0,0,0,95,208,208,217,0
0,0,1,0,2014-05-31,2014-06-01,0,0,0,0,0,0,0,0
"
",,,,,,,,,,,,,
