"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
53,0,120,11,2015-06-01,2015-06-02,2,0,0,70,212,11284,16832,0
52,0,121,13,2015-06-02,2015-06-03,0,0,0,80,239,12440,16724,0
196,0,397,41,2015-06-03,2015-06-04,2,0,0,1206947562,4705802336,922337258030,80384,0
163,0,258,31,2015-06-04,2015-06-05,1,0,0,76,262,42814,61303,0
96,0,177,16,2015-06-05,2015-06-06,0,0,0,71,263,25329,36586,0
61,0,147,12,2015-06-06,2015-06-07,0,0,0,87,323,19752,23033,0
40,0,91,6,2015-06-07,2015-06-08,1,0,0,75,247,9911,15637,0
80,0,121,18,2015-06-08,2015-06-09,1,0,0,72,268,21517,33445,0
97,0,186,25,2015-06-09,2015-06-10,0,0,0,77,292,28380,37573,0
25,0,64,10,2015-06-10,2015-06-11,1,0,0,89,421,10528,11818,0
29,0,64,8,2015-06-11,2015-06-12,0,0,0,86,298,8669,10372,0
48,0,103,10,2015-06-12,2015-06-13,0,0,0,77,237,11377,16462,0
19,0,53,3,2015-06-13,2015-06-14,0,0,0,80,247,4704,7182,0
9,0,25,1,2015-06-14,2015-06-15,0,0,0,73,258,2327,3524,0
27,0,59,6,2015-06-15,2015-06-16,0,0,0,90,286,7741,9015,0
21,0,47,5,2015-06-16,2015-06-17,0,0,0,66,200,4203,7599,0
36,0,62,6,2015-06-17,2015-06-18,0,0,0,80,227,8186,10502,0
34,0,61,8,2015-06-18,2015-06-19,0,0,0,63,282,9605,15552,0
27,0,51,4,2015-06-19,2015-06-20,0,0,0,77,277,7481,10117,0
18,0,37,1,2015-06-20,2015-06-21,0,0,0,56,203,3656,7486,0
27,0,68,11,2015-06-21,2015-06-22,0,0,0,80,281,7587,9412,0
28,0,56,7,2015-06-22,2015-06-23,0,0,0,89,315,8822,9909,0
46,0,74,5,2015-06-23,2015-06-24,0,0,0,70,258,11888,17395,0
54,0,106,15,2015-06-24,2015-06-25,0,0,0,87,320,17323,20630,0
24,0,56,7,2015-06-25,2015-06-26,0,0,0,85,296,7104,8302,0
6,0,38,2,2015-06-26,2015-06-27,0,0,0,80,261,1567,2253,0
84,0,129,8,2015-06-27,2015-06-28,0,0,0,60,102,8601,31731,0
25,0,99,3,2015-06-28,2015-06-29,0,0,0,76,279,6992,9127,0
27,0,55,3,2015-06-29,2015-06-30,0,0,0,74,289,7812,10424,0
32,0,67,3,2015-06-30,2015-07-01,0,0,0,45,158,5073,11730,0
"
",,,,,,,,,,,,,
