"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
286,0,1198,56,2015-12-01,2015-12-02,0,0,0,64,252,72203,135532,0
163,0,635,24,2015-12-02,2015-12-03,0,0,0,61,261,42637,79191,0
103,0,338,11,2015-12-03,2015-12-04,0,0,0,66,203,20917,42580,0
149,0,311,13,2015-12-04,2015-12-05,0,0,0,62,179,26706,68110,0
155,0,390,32,2015-12-05,2015-12-06,0,0,0,68,294,45692,77784,0
120,0,290,13,2015-12-06,2015-12-07,2,1,0,69,231,27805,52641,0
1994,0,2536,1309,2015-12-07,2015-12-08,0,0,0,86,99,198379,249179,0
1284,0,2152,716,2015-12-08,2015-12-09,2,0,0,80,101,129923,181991,0
1842,2,2914,941,2015-12-09,2015-12-10,0,0,0,421249026,500726048,922337380585,237080,0
1031,0,1601,494,2015-12-10,2015-12-11,0,0,0,82,93,96646,174847,0
657,0,1199,309,2015-12-11,2015-12-12,1,0,0,82,96,63672,83657,0
650,0,1090,331,2015-12-12,2015-12-13,0,0,0,77,98,63803,89435,0
600,0,1172,300,2015-12-13,2015-12-14,0,0,0,79,101,60851,85733,0
418,0,924,182,2015-12-14,2015-12-15,0,0,0,76,114,47875,70029,0
407,0,846,170,2015-12-15,2015-12-16,2,0,0,71,201,81970,123499,0
397,0,999,140,2015-12-16,2015-12-17,0,0,0,67,152,60405,103509,0
331,1,798,95,2015-12-17,2015-12-18,0,0,0,63,137,45520,85256,0
345,0,1177,101,2015-12-18,2015-12-19,0,0,0,65,140,48328,82908,0
344,0,909,110,2015-12-19,2015-12-20,0,0,0,75,144,49608,78207,0
309,0,652,127,2015-12-20,2015-12-21,2,0,0,75,131,40663,63170,0
489,0,889,124,2015-12-21,2015-12-22,0,0,0,71,88,43238,107947,0
275,0,696,105,2015-12-22,2015-12-23,0,0,0,76,124,34144,54530,0
297,0,624,71,2015-12-23,2015-12-24,0,0,0,68,111,33168,59655,0
218,0,448,67,2015-12-24,2015-12-25,0,0,0,70,103,22551,69597,0
211,0,466,84,2015-12-25,2015-12-26,0,0,0,79,113,23965,37855,0
315,0,664,92,2015-12-26,2015-12-27,0,0,0,65,105,33283,83381,0
316,0,770,77,2015-12-27,2015-12-28,1,0,0,72,102,32252,90878,0
282,0,682,81,2015-12-28,2015-12-29,0,0,0,65,126,35579,66165,0
198,0,423,82,2015-12-29,2015-12-30,0,0,0,82,139,27713,40931,0
206,0,495,58,2015-12-30,2015-12-31,1,0,0,69,118,24402,63125,0
216,0,510,47,2015-12-31,2016-01-01,0,0,0,66,163,35214,70939,0
"
",,,,,,,,,,,,,
