"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
406,0,1375,75,2016-03-01,2016-03-02,1,0,0,67,459,186732,295848,0
357,0,1294,63,2016-03-02,2016-03-03,0,0,0,63,457,163359,277022,0
414,0,1292,61,2016-03-03,2016-03-04,0,0,0,69,393,162867,257506,0
297,1,935,51,2016-03-04,2016-03-05,0,0,0,72,393,116920,176525,0
323,4,1204,66,2016-03-05,2016-03-06,0,0,0,77,465,150326,218375,0
305,0,1205,57,2016-03-06,2016-03-07,0,0,0,78,491,149782,211625,0
273,0,994,46,2016-03-07,2016-03-08,0,0,0,73,427,116835,169130,0
311,0,1071,60,2016-03-08,2016-03-09,1,0,0,76,377,117514,179769,0
664,0,1988,104,2016-03-09,2016-03-10,7,2,0,80,443,294611,417102,0
510,0,1410,82,2016-03-10,2016-03-11,0,0,0,81,429,219285,334511,0
494,0,1380,63,2016-03-11,2016-03-12,0,0,0,79,519,256710,364000,0
487,0,1424,72,2016-03-12,2016-03-13,1,0,0,78,487,237219,344833,0
507,0,1629,62,2016-03-13,2016-03-14,2,0,0,75,484,245848,368127,0
448,0,1261,59,2016-03-14,2016-03-15,0,0,0,76,472,211549,308919,0
449,0,1529,63,2016-03-15,2016-03-16,2,0,0,77,476,214158,316443,0
556,0,1481,63,2016-03-16,2016-03-17,0,0,0,74,381,212376,426417,0
586,0,1544,76,2016-03-17,2016-03-18,0,0,0,71,407,238789,406616,0
398,0,1311,58,2016-03-18,2016-03-19,0,0,0,75,478,190244,282091,0
334,0,1209,54,2016-03-19,2016-03-20,0,0,0,73,437,146028,236437,0
412,0,1427,51,2016-03-20,2016-03-21,1,0,0,75,458,188961,283640,0
328,1,1298,53,2016-03-21,2016-03-22,0,0,0,74,396,130123,201242,0
308,0,1347,36,2016-03-22,2016-03-23,3,0,0,78,452,139333,196146,0
562,0,2110,75,2016-03-23,2016-03-24,2,0,0,78,698,392398,538767,0
662,0,1994,92,2016-03-24,2016-03-25,1,0,0,77,594,393831,589194,0
398,0,1285,50,2016-03-25,2016-03-26,0,0,0,74,579,230740,345722,0
393,0,1253,57,2016-03-26,2016-03-27,1,0,0,79,575,226114,326048,0
391,0,1196,44,2016-03-27,2016-03-28,1,0,0,71,554,216890,325273,0
347,0,1112,31,2016-03-28,2016-03-29,1,0,0,74,518,179880,253133,0
365,0,1068,42,2016-03-29,2016-03-30,0,0,0,75,467,170551,249655,0
314,0,954,50,2016-03-30,2016-03-31,1,0,0,73,485,152574,228910,0
393,0,1041,70,2016-03-31,2016-04-01,1,0,0,74,415,163397,237922,0
"
",,,,,,,,,,,,,
