"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
2,0,61,0,2010-06-01,2010-06-02,0,0,0,0,0,0,0,0
2,0,61,1,2010-06-02,2010-06-03,0,0,0,0,0,0,0,0
2,0,47,1,2010-06-03,2010-06-04,0,0,0,0,0,0,0,0
3,0,66,3,2010-06-04,2010-06-05,0,0,0,0,0,0,0,0
1,0,39,1,2010-06-05,2010-06-06,0,0,0,0,0,0,0,0
3,0,34,2,2010-06-06,2010-06-07,0,0,0,0,0,0,0,0
1,0,54,1,2010-06-07,2010-06-08,0,0,0,0,0,0,0,0
8,0,161,1,2010-06-08,2010-06-09,0,0,0,0,0,0,0,0
20,0,310,10,2010-06-09,2010-06-10,0,0,0,0,0,0,0,0
2,0,122,0,2010-06-10,2010-06-11,0,0,0,0,0,0,0,0
2,0,71,0,2010-06-11,2010-06-12,0,0,0,0,0,0,0,0
3,0,72,1,2010-06-12,2010-06-13,0,0,0,0,0,0,0,0
4,0,58,1,2010-06-13,2010-06-14,0,0,0,0,0,0,0,0
9,0,90,3,2010-06-14,2010-06-15,0,0,0,0,0,0,0,0
20,0,75,8,2010-06-15,2010-06-16,0,0,0,0,0,0,0,0
3,0,89,1,2010-06-16,2010-06-17,0,0,0,0,0,0,0,0
4,0,46,2,2010-06-17,2010-06-18,0,0,0,0,0,0,0,0
1,0,41,1,2010-06-18,2010-06-19,0,0,0,0,0,0,0,0
4,0,26,1,2010-06-19,2010-06-20,0,0,0,0,0,0,0,0
0,0,30,0,2010-06-20,2010-06-21,0,0,0,0,0,0,0,0
5,0,57,2,2010-06-21,2010-06-22,0,0,0,0,0,0,0,0
3,0,39,0,2010-06-22,2010-06-23,0,0,0,0,0,0,0,0
1,0,55,0,2010-06-23,2010-06-24,0,0,0,0,0,0,0,0
1,0,45,0,2010-06-24,2010-06-25,0,0,0,0,0,0,0,0
2,0,45,0,2010-06-25,2010-06-26,0,0,0,0,0,0,0,0
3,0,49,0,2010-06-26,2010-06-27,0,0,0,0,0,0,0,0
1,0,15,1,2010-06-27,2010-06-28,0,0,0,0,0,0,0,0
7,0,46,2,2010-06-28,2010-06-29,0,0,0,0,0,0,0,0
3,0,60,1,2010-06-29,2010-06-30,0,0,0,0,0,0,0,0
0,0,35,0,2010-06-30,2010-07-01,0,0,0,0,0,0,0,0
"
",,,,,,,,,,,,,
