"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
973,0,7106,475,2010-03-01,2010-03-02,0,0,0,0,0,0,0,0
285,0,4950,146,2010-03-02,2010-03-03,0,0,0,0,0,0,0,0
124,0,1977,67,2010-03-03,2010-03-04,1,0,0,0,0,0,0,0
79,0,1488,37,2010-03-04,2010-03-05,0,0,0,0,0,0,0,0
46,0,1313,20,2010-03-05,2010-03-06,0,0,0,0,0,0,0,0
31,0,746,10,2010-03-06,2010-03-07,0,0,0,0,0,0,0,0
40,0,875,14,2010-03-07,2010-03-08,0,0,0,0,0,0,0,0
470,0,3140,164,2010-03-08,2010-03-09,0,0,0,0,0,0,0,0
96,0,1233,29,2010-03-09,2010-03-10,0,0,0,0,0,0,0,0
41,0,3425,17,2010-03-10,2010-03-11,0,0,0,0,0,0,0,0
23,0,3393,5,2010-03-11,2010-03-12,0,0,0,0,0,0,0,0
16,0,2588,5,2010-03-12,2010-03-13,0,0,0,0,0,0,0,0
13,0,1786,1,2010-03-13,2010-03-14,0,0,0,0,0,0,0,0
14,0,1985,6,2010-03-14,2010-03-15,0,0,0,0,0,0,0,0
28,0,3417,13,2010-03-15,2010-03-16,0,0,0,0,0,0,0,0
20,0,2985,15,2010-03-16,2010-03-17,0,0,0,0,0,0,0,0
52,0,2880,14,2010-03-17,2010-03-18,0,0,0,0,0,0,0,0
18,0,1737,6,2010-03-18,2010-03-19,0,0,0,0,0,0,0,0
8,0,413,5,2010-03-19,2010-03-20,0,0,0,0,0,0,0,0
8,0,323,3,2010-03-20,2010-03-21,0,0,0,0,0,0,0,0
3,0,296,1,2010-03-21,2010-03-22,0,0,0,0,0,0,0,0
15,0,608,7,2010-03-22,2010-03-23,0,0,0,0,0,0,0,0
7,0,447,0,2010-03-23,2010-03-24,0,0,0,0,0,0,0,0
18,0,421,10,2010-03-24,2010-03-25,0,0,0,0,0,0,0,0
28,0,365,14,2010-03-25,2010-03-26,0,0,0,0,0,0,0,0
5,0,296,4,2010-03-26,2010-03-27,0,0,0,0,0,0,0,0
7,0,250,3,2010-03-27,2010-03-28,0,0,0,0,0,0,0,0
6,0,219,2,2010-03-28,2010-03-29,0,0,0,0,0,0,0,0
1,0,239,0,2010-03-29,2010-03-30,0,0,0,0,0,0,0,0
2,0,159,1,2010-03-30,2010-03-31,0,0,0,0,0,0,0,0
1,0,179,1,2010-03-31,2010-04-01,0,0,0,0,0,0,0,0
"
",,,,,,,,,,,,,
