plays,downloads,loads,finishes,likes,comments,uri,name,duration,created_time,sizes,unique_loads,mean_percent,mean_seconds,sum_seconds,total_seconds,unique_viewers,Project ID
11599,80.0,26408.0,5146.0,14.0,0.0,/videos/172604203,Brujos (2017) -- Teaser Scenes,202.0,2016-06-28T16:29:17+00:00,Array,0.0,83.0,160.0,1866147.0,2239557.0,0.0,B
861,0.0,1875.0,44.0,0.0,0.0,/videos/143933380,Open TV Presents: Southern for Pussy,283.0,2015-10-28T22:38:55+00:00,Array,0.0,57.0,138.0,119379.0,206128.0,0.0,SFP
539,0.0,1130.0,62.0,2.0,0.0,/videos/164959147,Open TV Presents: Lipstick City by Shea Couleé,556.0,2016-05-02T05:50:23+00:00,Array,0.0,65.0,339.0,183055.0,278695.0,0.0,LC
463,2.0,643.0,33.0,0.0,0.0,/videos/174737229,Been T/Here -- Lessons Learned,735.0,2016-07-14T22:01:40+00:00,Array,0.0,28.0,170.0,78820.0,278565.0,0.0,BTH
463,0.0,1873.0,181.0,0.0,0.0,/videos/147648438,Full Out -- Season One Trailer,105.0,2015-12-02T21:48:19+00:00,Array,0.0,75.0,74.0,34707.0,46209.0,0.0,FO
320,0.0,958.0,20.0,0.0,0.0,/videos/152854976,Full Out -- Episode 1,903.0,2016-01-24T03:25:13+00:00,Array,0.0,62.0,513.0,164469.0,263958.0,0.0,FO
283,0.0,427.0,51.0,1.0,0.0,/videos/175640352,"Been T/Here -- Suddenly, It All Changed",813.0,2016-07-21T02:12:10+00:00,Array,0.0,67.0,507.0,143570.0,214082.0,0.0,BTH
259,0.0,480.0,35.0,0.0,2.0,/videos/176492543,Been T/Here -- Practicing Love,896.0,2016-07-27T17:44:21+00:00,Array,0.0,50.0,409.0,106095.0,209964.0,0.0,BTH
192,2.0,283.0,44.0,0.0,0.0,/videos/174734258,Been T/Here -- Riot Grrrl Heart,721.0,2016-07-14T21:40:54+00:00,Array,0.0,62.0,407.0,78225.0,125454.0,0.0,BTH
192,0.0,570.0,20.0,0.0,0.0,/videos/156421353,Full Out -- Episode 3,688.0,2016-02-23T15:24:23+00:00,Array,0.0,76.0,510.0,98012.0,127968.0,0.0,FO
192,0.0,522.0,23.0,0.0,0.0,/videos/158069617,Full Out -- Episode 4,566.0,2016-03-07T19:39:45+00:00,Array,0.0,84.0,472.0,90677.0,107162.0,0.0,FO
189,0.0,531.0,11.0,0.0,0.0,/videos/154795991,Full Out -- Episode 2,1349.0,2016-02-09T23:59:39+00:00,Array,0.0,76.0,1007.0,190497.0,248216.0,0.0,FO
176,0.0,455.0,22.0,0.0,0.0,/videos/160115755,Full Out -- Episode 5,1202.0,2016-03-23T16:14:37+00:00,Array,0.0,80.0,944.0,166203.0,206914.0,0.0,FO
155,0.0,652.0,33.0,0.0,0.0,/videos/121810540,"You're So Talented, Chapter One",341.0,2015-03-10T18:04:57+00:00,Array,0.0,69.0,226.0,35109.0,50469.0,0.0,YST
121,1.0,168.0,57.0,0.0,0.0,/videos/175566185,The Basic Tea on Brujos,282.0,2016-07-20T15:44:38+00:00,Array,0.0,69.0,188.0,22799.0,32712.0,0.0,B
84,0.0,127.0,12.0,0.0,0.0,/videos/123121866,"You're So Talented, Season One -- Chapter Two",459.0,2015-03-24T18:39:13+00:00,Array,0.0,70.0,300.0,25245.0,35875.0,0.0,YST
68,0.0,93.0,13.0,0.0,0.0,/videos/124357625,"You're So Talented, Season One -- Chapter Three",397.0,2015-04-07T22:23:45+00:00,Array,0.0,66.0,234.0,15913.0,23820.0,0.0,YST
65,0.0,281.0,14.0,0.0,0.0,/videos/154200807,"You're So Talented, Season Two -- Chapter One",521.0,2016-02-04T16:44:07+00:00,Array,0.0,55.0,293.0,19056.0,34386.0,0.0,YST
63,0.0,147.0,1.0,0.0,0.0,/videos/164162980,Bronx Cunt Tour -- Episode 5,1086.0,2016-04-25T21:07:23+00:00,Array,0.0,47.0,496.0,31250.0,66246.0,0.0,BCT
52,0.0,94.0,4.0,0.0,0.0,/videos/155827723,"You're So Talented, Season Two -- Chapter Two",668.0,2016-02-18T14:25:09+00:00,Array,0.0,61.0,424.0,22048.0,36122.0,0.0,YST
50,0.0,78.0,5.0,0.0,0.0,/videos/124849631,"You're So Talented, Season One -- Chapter Four",295.0,2015-04-13T17:46:12+00:00,Array,0.0,69.0,189.0,9453.0,13570.0,0.0,YST
50,0.0,75.0,11.0,0.0,0.0,/videos/157297665,"You're So Talented, Season Two - Chapter Three",555.0,2016-03-01T15:34:39+00:00,Array,0.0,61.0,360.0,18013.0,29467.0,0.0,YST
48,0.0,85.0,11.0,0.0,0.0,/videos/129668799,"You're So Talented, Season One -- Chapter Seven",477.0,2015-06-03T14:13:37+00:00,Array,0.0,75.0,331.0,15934.0,20988.0,0.0,YST
46,0.0,81.0,11.0,0.0,0.0,/videos/159158733,"You're So Talented, Season Two - Chapter Four",546.0,2016-03-16T02:57:07+00:00,Array,0.0,73.0,411.0,18924.0,25662.0,0.0,YST
43,0.0,72.0,9.0,0.0,0.0,/videos/126932556,"You're So Talented, Season One -- Chapter Five",292.0,2015-05-05T15:32:57+00:00,Array,0.0,66.0,192.0,8297.0,12556.0,0.0,YST
43,0.0,61.0,3.0,0.0,0.0,/videos/128319423,"You're So Talented, Season One -- Chapter Six",266.0,2015-05-19T23:04:13+00:00,Array,0.0,65.0,170.0,7351.0,11172.0,0.0,YST
42,0.0,84.0,6.0,0.0,0.0,/videos/162385131,"You're So Talented, Season Two - Chapter Six",568.0,2016-04-11T15:02:31+00:00,Array,0.0,68.0,388.0,16315.0,23856.0,0.0,YST
