"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
254,0,1198,45,2020-03-01,2020-03-02,0,0,188,66,292,74300,131941,78
242,13,1087,26,2020-03-02,2020-03-03,0,0,222,62,264,63936,124349,68
191,1,1108,31,2020-03-03,2020-03-04,0,0,248,65,294,56253,93891,81
319,0,1598,33,2020-03-04,2020-03-05,0,0,250,68,297,94994,163278,94
255,0,1210,32,2020-03-05,2020-03-06,0,0,218,68,325,83100,134330,87
154,11,1119,19,2020-03-06,2020-03-07,0,0,193,67,313,48332,82184,62
95,0,625,23,2020-03-07,2020-03-08,0,0,126,74,326,30999,47478,37
232,0,838,36,2020-03-08,2020-03-09,1,0,177,65,269,62469,116401,82
228,0,835,29,2020-03-09,2020-03-10,0,0,189,60,320,73104,134100,88
214,0,907,34,2020-03-10,2020-03-11,0,0,187,73,356,76342,114371,71
215,0,876,44,2020-03-11,2020-03-12,0,0,170,73,371,79781,113977,61
156,2,835,26,2020-03-12,2020-03-13,0,0,150,74,339,53035,79818,66
94,0,618,16,2020-03-13,2020-03-14,7,0,147,59,233,21979,42621,49
147,0,772,23,2020-03-14,2020-03-15,0,0,152,40,163,24093,75055,52
130,0,739,25,2020-03-15,2020-03-16,0,0,138,66,300,39084,64626,55
212,2,956,20,2020-03-16,2020-03-17,0,0,169,45,233,49505,132673,60
354,4,1243,61,2020-03-17,2020-03-18,0,0,195,72,266,94297,202208,87
210,3,995,37,2020-03-18,2020-03-19,0,0,159,63,316,66569,122260,57
381,0,1907,80,2020-03-19,2020-03-20,0,0,191,74,410,156365,225078,89
265,0,1330,44,2020-03-20,2020-03-21,0,0,220,66,281,74582,126992,76
285,0,1203,53,2020-03-21,2020-03-22,0,0,208,68,273,77815,141183,72
152,0,1224,21,2020-03-22,2020-03-23,0,0,161,66,259,39490,73027,58
244,0,1198,36,2020-03-23,2020-03-24,2,0,208,64,277,67775,132684,82
277,4,1280,54,2020-03-24,2020-03-25,2,0,188,47,320,88641,214583,83
270,0,1328,35,2020-03-25,2020-03-26,0,0,223,55,343,92648,191163,76
240,0,1628,36,2020-03-26,2020-03-27,0,0,262,67,291,69891,120072,87
193,8,1364,27,2020-03-27,2020-03-28,0,0,222,48,253,48965,124734,63
303,0,1373,28,2020-03-28,2020-03-29,0,0,274,57,329,99782,207841,132
390,1,2987,50,2020-03-29,2020-03-30,0,0,239,65,310,121023,225087,108
197,0,1325,29,2020-03-30,2020-03-31,1,0,159,53,339,66872,138660,61
286,0,1187,45,2020-03-31,2020-04-01,2,0,217,54,296,84671,170173,88
"
",,,,,,,,,,,,,
