"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
0,0,1,0,2014-01-01,2014-01-02,0,0,0,0,0,0,0,0
3,0,7,1,2014-01-02,2014-01-03,0,0,0,75,899,2697,3596,0
0,0,5,0,2014-01-03,2014-01-04,0,0,0,0,0,0,0,0
0,0,11,0,2014-01-04,2014-01-05,0,0,0,0,0,0,0,0
0,0,4,0,2014-01-05,2014-01-06,0,0,0,0,0,0,0,0
0,0,5,0,2014-01-06,2014-01-07,0,0,0,0,0,0,0,0
0,0,56,0,2014-01-07,2014-01-08,0,0,0,0,0,0,0,0
1,0,3,0,2014-01-08,2014-01-09,0,0,0,22,24,24,108,0
2,0,5,0,2014-01-09,2014-01-10,0,0,0,65,117,235,361,0
0,0,9,0,2014-01-10,2014-01-11,0,0,0,0,0,0,0,0
1,0,5,0,2014-01-11,2014-01-12,0,0,0,0,0,0,1610,0
0,0,3,0,2014-01-12,2014-01-13,0,0,0,0,0,0,0,0
0,0,9,0,2014-01-13,2014-01-14,0,0,0,0,0,0,0,0
2,0,6,0,2014-01-14,2014-01-15,0,0,0,64,84,168,262,0
4,0,20,3,2014-01-15,2014-01-16,0,0,0,80,173,694,867,0
0,0,10,0,2014-01-16,2014-01-17,0,0,0,0,0,0,0,0
0,0,13,0,2014-01-17,2014-01-18,0,0,0,0,0,0,0,0
1,0,18,1,2014-01-18,2014-01-19,0,0,0,98,85,85,86,0
0,0,2,0,2014-01-19,2014-01-20,0,0,0,0,0,0,0,0
0,0,15,0,2014-01-20,2014-01-21,0,0,0,0,0,0,0,0
4,0,15,3,2014-01-21,2014-01-22,0,0,0,96,213,852,883,0
0,0,12,0,2014-01-22,2014-01-23,0,0,0,0,0,0,0,0
0,0,5,0,2014-01-23,2014-01-24,0,0,0,0,0,0,0,0
0,0,5,0,2014-01-24,2014-01-25,0,0,0,0,0,0,0,0
1,0,9,0,2014-01-25,2014-01-26,0,0,0,4,98,98,2070,0
1,0,2,0,2014-01-26,2014-01-27,0,0,0,14,233,233,1611,0
1,0,7,0,2014-01-27,2014-01-28,0,0,0,37,777,777,2070,0
4,0,17,3,2014-01-28,2014-01-29,0,0,0,85,869,3477,4079,0
1,0,7,1,2014-01-29,2014-01-30,0,0,0,100,1611,1611,1611,0
0,0,10,0,2014-01-30,2014-01-31,0,0,0,0,0,0,0,0
2,0,20,0,2014-01-31,2014-02-01,0,0,0,6,81,163,2388,0
"
",,,,,,,,,,,,,
