"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
1031,0,6615,203,2017-06-01,2017-06-02,4,0,0,70,291,300548,428659,0
1101,1,10957,166,2017-06-02,2017-06-03,9,0,0,60,235,259730,430482,0
1446,0,10105,236,2017-06-03,2017-06-04,4,0,0,63,273,395769,624732,0
1262,0,8875,184,2017-06-04,2017-06-05,1,0,0,62,256,324174,518396,0
4295,0,15531,879,2017-06-05,2017-06-06,6,0,0,71,312,1342715,1877821,0
10914,0,37911,2360,2017-06-06,2017-06-07,30,0,0,71,313,3422394,4760728,0
8116,2,26422,1976,2017-06-07,2017-06-08,2,0,0,73,340,2762590,3751573,0
5080,0,14414,1463,2017-06-08,2017-06-09,4,1,0,76,364,1850978,2412645,0
2926,0,8443,749,2017-06-09,2017-06-10,2,1,0,74,343,1004672,1342542,0
2037,0,5890,500,2017-06-10,2017-06-11,3,0,0,73,344,700861,951809,0
2273,0,5677,605,2017-06-11,2017-06-12,12,0,0,71,340,774622,1081251,0
2096,2,5065,517,2017-06-12,2017-06-13,2,0,0,74,358,751962,1012947,0
2045,0,4846,498,2017-06-13,2017-06-14,1,0,0,75,335,685201,903180,0
1667,0,3862,448,2017-06-14,2017-06-15,0,0,0,77,353,589502,759112,0
1516,0,3667,363,2017-06-15,2017-06-16,3,0,0,72,328,498276,690256,0
1283,0,3533,316,2017-06-16,2017-06-17,3,0,0,74,336,431269,575789,0
1586,0,3711,494,2017-06-17,2017-06-18,7,0,0,76,344,546253,710946,0
1561,0,3628,430,2017-06-18,2017-06-19,0,0,0,72,333,520936,718253,0
1332,1,5440,313,2017-06-19,2017-06-20,2,0,0,72,312,416204,573915,0
1070,0,3502,231,2017-06-20,2017-06-21,3,0,0,70,315,337543,479093,0
1091,1,3571,276,2017-06-21,2017-06-22,7,2,0,72,311,340323,466972,0
1194,0,3857,209,2017-06-22,2017-06-23,1,0,0,71,323,386105,542932,0
1093,0,3454,236,2017-06-23,2017-06-24,0,0,0,71,326,357056,496606,0
1442,0,4110,345,2017-06-24,2017-06-25,0,0,0,73,336,484908,663928,0
1261,2,3157,299,2017-06-25,2017-06-26,1,0,0,74,356,449941,602154,0
1804,0,3973,300,2017-06-26,2017-06-27,5,0,0,68,334,602797,874934,0
2347,0,5537,458,2017-06-27,2017-06-28,17,0,0,70,312,733079,1046128,0
2488,1,5197,554,2017-06-28,2017-06-29,6,0,0,63,280,698048,1091620,0
7187,0,10291,1585,2017-06-29,2017-06-30,10,0,0,77,389,2800034,3610193,0
3944,0,6614,861,2017-06-30,2017-07-01,9,0,0,77,383,1510754,1953676,0
"
",,,,,,,,,,,,,
