"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
399,2,1173,75,2018-06-01,2018-06-02,0,0,0,66,265,105976,159685,0
389,0,1133,58,2018-06-02,2018-06-03,0,0,0,64,283,110201,170351,0
455,0,1270,70,2018-06-03,2018-06-04,0,0,0,73,320,145673,198765,0
418,0,1240,77,2018-06-04,2018-06-05,0,0,0,65,315,131800,202687,0
405,0,1278,85,2018-06-05,2018-06-06,0,0,0,73,322,130582,178462,0
431,0,1374,63,2018-06-06,2018-06-07,1,0,0,66,276,119070,177980,0
347,0,1215,66,2018-06-07,2018-06-08,10,0,0,63,288,100279,156865,0
511,0,8383,97,2018-06-08,2018-06-09,0,0,0,58,219,112306,190695,0
444,0,2633,114,2018-06-09,2018-06-10,0,0,0,68,307,136407,198206,0
379,1,1600,76,2018-06-10,2018-06-11,0,0,0,67,261,99185,147215,0
366,1,1646,64,2018-06-11,2018-06-12,0,0,0,60,263,96509,160644,0
316,0,1372,44,2018-06-12,2018-06-13,0,0,0,60,287,90930,151188,0
411,2,1493,73,2018-06-13,2018-06-14,1,0,0,66,239,98253,148771,0
357,0,1309,46,2018-06-14,2018-06-15,0,0,0,63,234,83848,131546,0
339,0,1278,55,2018-06-15,2018-06-16,0,0,0,65,286,97065,148208,0
334,0,1235,82,2018-06-16,2018-06-17,1,0,0,72,329,109952,151013,0
425,0,1548,91,2018-06-17,2018-06-18,7,0,0,74,330,140626,188828,0
479,0,1501,94,2018-06-18,2018-06-19,3,1,0,63,242,116009,183659,0
2624,1,10068,611,2018-06-19,2018-06-20,1,0,0,72,219,576097,796868,0
1906,2,5674,392,2018-06-20,2018-06-21,2,0,0,69,256,488756,700918,0
1296,2,3401,253,2018-06-21,2018-06-22,6,0,0,71,295,383060,535178,0
926,0,2555,165,2018-06-22,2018-06-23,4,0,0,65,264,244704,372913,0
761,0,2429,143,2018-06-23,2018-06-24,3,0,0,69,257,196298,281341,0
872,0,2573,208,2018-06-24,2018-06-25,0,0,0,70,282,245977,350990,0
814,4,2283,177,2018-06-25,2018-06-26,7,0,0,76,321,261833,340500,0
1115,7,2509,241,2018-06-26,2018-06-27,6,1,0,68,273,305077,444907,0
796,0,1788,182,2018-06-27,2018-06-28,7,0,0,72,289,230153,315944,0
657,0,1707,164,2018-06-28,2018-06-29,7,0,0,63,264,173894,274051,0
581,1,1580,120,2018-06-29,2018-06-30,5,0,0,65,247,143819,219680,0
580,0,1374,114,2018-06-30,2018-07-01,0,0,0,57,232,134708,232430,0
"
",,,,,,,,,,,,,
