"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
0,0,18,0,2013-09-01,2013-09-02,0,0,0,0,0,0,0,0
0,0,30,0,2013-09-02,2013-09-03,0,0,0,0,0,0,0,0
0,0,31,0,2013-09-03,2013-09-04,0,0,0,0,0,0,0,0
0,0,46,0,2013-09-04,2013-09-05,0,0,0,0,0,0,0,0
5,0,98,2,2013-09-05,2013-09-06,0,0,0,0,0,0,0,0
1,0,72,0,2013-09-06,2013-09-07,0,0,0,0,0,0,0,0
1,0,70,0,2013-09-07,2013-09-08,0,0,0,0,0,0,0,0
1,0,49,1,2013-09-08,2013-09-09,0,0,0,0,0,0,0,0
1,0,42,0,2013-09-09,2013-09-10,0,0,0,0,0,0,0,0
0,0,44,0,2013-09-10,2013-09-11,0,0,0,0,0,0,0,0
1,0,26,1,2013-09-11,2013-09-12,0,0,0,0,0,0,0,0
2,0,49,1,2013-09-12,2013-09-13,0,0,0,0,0,0,0,0
4,3,64,0,2013-09-13,2013-09-14,0,0,0,0,0,0,0,0
2,0,47,0,2013-09-14,2013-09-15,0,0,0,0,0,0,0,0
0,0,38,0,2013-09-15,2013-09-16,0,0,0,0,0,0,0,0
3,0,56,2,2013-09-16,2013-09-17,0,0,0,0,0,0,0,0
0,0,20,0,2013-09-17,2013-09-18,0,0,0,0,0,0,0,0
0,0,24,0,2013-09-18,2013-09-19,0,0,0,0,0,0,0,0
0,0,24,0,2013-09-19,2013-09-20,0,0,0,0,0,0,0,0
0,0,29,0,2013-09-20,2013-09-21,0,0,0,0,0,0,0,0
0,0,26,0,2013-09-21,2013-09-22,0,0,0,0,0,0,0,0
1,0,31,0,2013-09-22,2013-09-23,0,0,0,0,0,0,0,0
0,0,24,0,2013-09-23,2013-09-24,0,0,0,0,0,0,0,0
0,0,25,0,2013-09-24,2013-09-25,0,0,0,0,0,0,0,0
4,0,35,2,2013-09-25,2013-09-26,0,0,0,0,0,0,0,0
1,0,50,0,2013-09-26,2013-09-27,0,0,0,0,0,0,0,0
0,0,27,0,2013-09-27,2013-09-28,0,0,0,0,0,0,0,0
2,0,45,1,2013-09-28,2013-09-29,0,0,0,0,0,0,0,0
2,0,66,1,2013-09-29,2013-09-30,0,0,0,0,0,0,0,0
0,0,39,0,2013-09-30,2013-10-01,0,0,0,0,0,0,0,0
"
",,,,,,,,,,,,,
