"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
6,0,117,2,2012-12-01,2012-12-02,0,0,0,0,0,0,0,0
0,0,49,0,2012-12-02,2012-12-03,0,0,0,0,0,0,0,0
1,0,70,0,2012-12-03,2012-12-04,0,0,0,0,0,0,0,0
3,0,94,2,2012-12-04,2012-12-05,0,0,0,0,0,0,0,0
3,0,65,2,2012-12-05,2012-12-06,0,0,0,0,0,0,0,0
0,0,48,0,2012-12-06,2012-12-07,0,0,0,0,0,0,0,0
1,0,77,1,2012-12-07,2012-12-08,0,0,0,0,0,0,0,0
0,0,35,0,2012-12-08,2012-12-09,0,0,0,0,0,0,0,0
1,0,31,0,2012-12-09,2012-12-10,0,0,0,0,0,0,0,0
1,0,62,1,2012-12-10,2012-12-11,0,0,0,0,0,0,0,0
1,0,63,0,2012-12-11,2012-12-12,0,0,0,0,0,0,0,0
0,0,29,0,2012-12-12,2012-12-13,0,0,0,0,0,0,0,0
2,0,61,1,2012-12-13,2012-12-14,0,0,0,0,0,0,0,0
0,0,28,0,2012-12-14,2012-12-15,0,0,0,0,0,0,0,0
4,0,64,1,2012-12-15,2012-12-16,0,0,0,0,0,0,0,0
1,0,42,1,2012-12-16,2012-12-17,0,0,0,0,0,0,0,0
1,0,61,0,2012-12-17,2012-12-18,0,0,0,0,0,0,0,0
0,0,51,0,2012-12-18,2012-12-19,0,0,0,0,0,0,0,0
0,0,54,0,2012-12-19,2012-12-20,0,0,0,0,0,0,0,0
2,0,43,0,2012-12-20,2012-12-21,0,0,0,0,0,0,0,0
2,0,39,2,2012-12-21,2012-12-22,0,0,0,0,0,0,0,0
0,0,42,0,2012-12-22,2012-12-23,0,0,0,0,0,0,0,0
0,0,20,0,2012-12-23,2012-12-24,0,0,0,0,0,0,0,0
0,0,25,0,2012-12-24,2012-12-25,0,0,0,0,0,0,0,0
0,0,39,0,2012-12-25,2012-12-26,0,0,0,0,0,0,0,0
3,0,34,2,2012-12-26,2012-12-27,0,0,0,0,0,0,0,0
1,0,62,1,2012-12-27,2012-12-28,0,0,0,0,0,0,0,0
1,0,26,1,2012-12-28,2012-12-29,0,0,0,0,0,0,0,0
3,0,88,1,2012-12-29,2012-12-30,0,0,0,0,0,0,0,0
0,0,19,0,2012-12-30,2012-12-31,0,0,0,0,0,0,0,0
0,0,24,0,2012-12-31,2013-01-01,0,0,0,0,0,0,0,0
"
",,,,,,,,,,,,,
