"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
1,0,7,0,2015-02-01,2015-02-02,0,0,0,0,0,0,1610,0
1,0,1,1,2015-02-02,2015-02-03,0,0,0,99,1760,1760,1761,0
0,0,9,0,2015-02-03,2015-02-04,0,0,0,0,0,0,0,0
0,0,20,0,2015-02-04,2015-02-05,0,0,0,0,0,0,0,0
3,0,32,0,2015-02-05,2015-02-06,0,0,0,75,137,412,544,0
4,0,9,0,2015-02-06,2015-02-07,0,0,0,86,757,3030,7044,0
0,0,13,0,2015-02-08,2015-02-09,0,0,0,0,0,0,0,0
1,0,3,0,2015-02-09,2015-02-10,0,0,0,86,90,90,104,0
0,0,2,0,2015-02-10,2015-02-11,0,0,0,0,0,0,0,0
0,0,1,0,2015-02-11,2015-02-12,0,0,0,0,0,0,0,0
0,0,4,0,2015-02-12,2015-02-13,0,0,0,0,0,0,0,0
1,0,2,0,2015-02-13,2015-02-14,0,0,0,4,6,6,130,0
2,0,18,1,2015-02-14,2015-02-15,0,0,0,11,116,232,1991,0
0,0,1,0,2015-02-16,2015-02-17,0,0,0,0,0,0,0,0
0,0,11,0,2015-02-17,2015-02-18,0,0,0,0,0,0,0,0
3,0,9,2,2015-02-18,2015-02-19,0,0,0,55,49,148,269,0
0,0,19,0,2015-02-19,2015-02-20,0,0,0,0,0,0,0,0
0,0,19,0,2015-02-20,2015-02-21,0,0,0,0,0,0,0,0
0,0,1,0,2015-02-21,2015-02-22,0,0,0,0,0,0,0,0
0,0,4,0,2015-02-22,2015-02-23,0,0,0,0,0,0,0,0
1,0,10,1,2015-02-23,2015-02-24,0,0,0,99,130,130,131,0
1,0,22,1,2015-02-24,2015-02-25,0,0,0,98,85,85,86,0
1,0,36,0,2015-02-25,2015-02-26,0,0,0,7,6,6,85,0
0,0,44,0,2015-02-26,2015-02-27,0,0,0,0,0,0,0,0
0,0,16,0,2015-02-27,2015-02-28,0,0,0,0,0,0,0,0
0,0,1,0,2015-02-28,2015-03-01,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2015-02-07,2015-02-08,0,0,0,0,0,0
0,0,0,0,0,0,2015-02-15,2015-02-16,0,0,0,0,0,0
"
",,,,,,,,,,,,,
