"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
2,0,63,1,2010-11-01,2010-11-02,0,0,0,0,0,0,0,0
3,0,90,1,2010-11-02,2010-11-03,0,0,0,0,0,0,0,0
3,0,68,1,2010-11-03,2010-11-04,0,0,0,0,0,0,0,0
3,0,60,0,2010-11-04,2010-11-05,0,0,0,0,0,0,0,0
4,0,48,1,2010-11-05,2010-11-06,0,0,0,0,0,0,0,0
3,0,68,1,2010-11-06,2010-11-07,0,0,0,0,0,0,0,0
8,0,111,1,2010-11-07,2010-11-08,0,0,0,0,0,0,0,0
9,0,119,2,2010-11-08,2010-11-09,0,0,0,0,0,0,0,0
3,0,95,1,2010-11-09,2010-11-10,0,0,0,0,0,0,0,0
5,0,89,0,2010-11-10,2010-11-11,0,0,0,0,0,0,0,0
4,0,170,1,2010-11-11,2010-11-12,0,0,0,0,0,0,0,0
3,0,202,0,2010-11-12,2010-11-13,0,0,0,0,0,0,0,0
7,0,141,2,2010-11-13,2010-11-14,0,0,0,0,0,0,0,0
6,0,154,4,2010-11-14,2010-11-15,0,0,0,0,0,0,0,0
1,0,217,1,2010-11-15,2010-11-16,0,0,0,0,0,0,0,0
2,0,174,1,2010-11-16,2010-11-17,0,0,0,0,0,0,0,0
1,0,198,0,2010-11-17,2010-11-18,0,0,0,0,0,0,0,0
2,0,103,0,2010-11-18,2010-11-19,0,0,0,0,0,0,0,0
4,0,74,1,2010-11-19,2010-11-20,0,0,0,0,0,0,0,0
2,0,69,1,2010-11-20,2010-11-21,0,0,0,0,0,0,0,0
4,0,77,2,2010-11-21,2010-11-22,0,0,0,0,0,0,0,0
2,0,83,2,2010-11-22,2010-11-23,0,0,0,0,0,0,0,0
0,0,86,0,2010-11-23,2010-11-24,0,0,0,0,0,0,0,0
4,0,51,3,2010-11-24,2010-11-25,0,0,0,0,0,0,0,0
0,0,53,0,2010-11-25,2010-11-26,0,0,0,0,0,0,0,0
2,0,71,0,2010-11-26,2010-11-27,0,0,0,0,0,0,0,0
3,0,75,0,2010-11-27,2010-11-28,0,0,0,0,0,0,0,0
2,0,59,1,2010-11-28,2010-11-29,0,0,0,0,0,0,0,0
2,0,73,1,2010-11-29,2010-11-30,0,0,0,0,0,0,0,0
2,0,99,1,2010-11-30,2010-12-01,0,0,0,0,0,0,0,0
"
",,,,,,,,,,,,,
