"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
440,0,1593,125,2016-02-01,2016-02-02,2,0,0,68,270,119218,188870,0
641,0,1604,174,2016-02-02,2016-02-03,1,0,0,68,382,245446,385431,0
500,0,1235,105,2016-02-03,2016-02-04,2,0,0,72,299,149666,222521,0
410,0,922,72,2016-02-04,2016-02-05,2,0,0,71,249,102433,172911,0
843,0,1739,133,2016-02-05,2016-02-06,1,0,0,65,278,234572,389307,0
481,0,1015,85,2016-02-06,2016-02-07,1,0,0,69,285,137418,215373,0
257,0,709,39,2016-02-07,2016-02-08,2,0,0,59,229,59079,114260,0
236,0,682,46,2016-02-08,2016-02-09,7,0,0,70,295,69819,106684,0
251,0,740,42,2016-02-09,2016-02-10,2,0,0,68,238,59953,97816,0
1686,0,5236,211,2016-02-10,2016-02-11,1,0,0,71,673,1135195,1689523,0
616,0,2007,96,2016-02-11,2016-02-12,1,0,0,71,664,409251,601200,0
412,0,1489,53,2016-02-12,2016-02-13,1,0,0,67,541,223020,359820,0
337,0,828,57,2016-02-13,2016-02-14,5,0,0,73,542,182959,269407,0
387,0,946,54,2016-02-14,2016-02-15,2,0,0,76,487,188738,280714,0
372,0,859,73,2016-02-15,2016-02-16,0,0,0,77,597,222353,308042,0
280,0,684,36,2016-02-16,2016-02-17,0,0,0,72,483,135513,202399,0
274,0,670,51,2016-02-17,2016-02-18,0,0,0,77,441,120983,172595,0
1103,0,2174,154,2016-02-18,2016-02-19,3,0,0,112586353,836208344,922337804521,853804,0
1406,0,2751,244,2016-02-19,2016-02-20,0,0,0,77,621,874503,1185634,0
937,0,2044,141,2016-02-20,2016-02-21,0,0,0,77,616,577337,793188,0
811,0,1715,121,2016-02-21,2016-02-22,0,0,0,77,566,459179,655734,0
469,0,1354,73,2016-02-22,2016-02-23,3,0,0,79,547,256750,355455,0
383,0,1158,52,2016-02-23,2016-02-24,3,0,0,67,467,179032,285669,0
809,0,2348,149,2016-02-24,2016-02-25,1,0,0,74,492,398629,588782,0
603,0,1498,105,2016-02-25,2016-02-26,0,0,0,75,519,313441,452601,0
492,0,1401,97,2016-02-26,2016-02-27,0,0,0,70,517,254781,383864,0
407,1,1192,65,2016-02-27,2016-02-28,1,0,0,79,545,222189,310621,0
464,0,1377,77,2016-02-28,2016-02-29,0,0,0,77,519,240997,326874,0
402,0,1293,62,2016-02-29,2016-03-01,4,0,0,78,472,190139,264061,0
"
",,,,,,,,,,,,,
