"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
2,0,55,2,2011-01-01,2011-01-02,0,0,0,0,0,0,0,0
0,0,54,0,2011-01-02,2011-01-03,0,0,0,0,0,0,0,0
2,0,50,0,2011-01-03,2011-01-04,0,0,0,0,0,0,0,0
6,0,99,1,2011-01-04,2011-01-05,0,0,0,0,0,0,0,0
1,0,74,0,2011-01-05,2011-01-06,0,0,0,0,0,0,0,0
0,0,74,0,2011-01-06,2011-01-07,0,0,0,0,0,0,0,0
3,0,62,1,2011-01-07,2011-01-08,0,0,0,0,0,0,0,0
1,0,40,1,2011-01-08,2011-01-09,1,0,0,0,0,0,0,0
6,0,73,3,2011-01-09,2011-01-10,0,0,0,0,0,0,0,0
6,1,133,1,2011-01-10,2011-01-11,0,0,0,0,0,0,0,0
4,0,75,2,2011-01-11,2011-01-12,0,0,0,0,0,0,0,0
2,0,67,1,2011-01-12,2011-01-13,0,0,0,0,0,0,0,0
2,0,202,2,2011-01-13,2011-01-14,0,0,0,0,0,0,0,0
1,0,56,0,2011-01-14,2011-01-15,0,0,0,0,0,0,0,0
2,0,60,0,2011-01-15,2011-01-16,0,0,0,0,0,0,0,0
2,0,84,2,2011-01-16,2011-01-17,0,0,0,0,0,0,0,0
3,0,66,1,2011-01-17,2011-01-18,0,0,0,0,0,0,0,0
1,0,53,0,2011-01-18,2011-01-19,0,0,0,0,0,0,0,0
2,0,64,2,2011-01-19,2011-01-20,0,0,0,0,0,0,0,0
1,0,65,0,2011-01-20,2011-01-21,0,0,0,0,0,0,0,0
0,0,47,0,2011-01-21,2011-01-22,0,0,0,0,0,0,0,0
4,0,41,0,2011-01-22,2011-01-23,0,0,0,0,0,0,0,0
4,0,71,2,2011-01-23,2011-01-24,0,0,0,0,0,0,0,0
2,0,88,1,2011-01-24,2011-01-25,0,0,0,0,0,0,0,0
1,0,68,0,2011-01-25,2011-01-26,0,0,0,0,0,0,0,0
0,0,86,0,2011-01-26,2011-01-27,0,0,0,0,0,0,0,0
3,0,64,2,2011-01-27,2011-01-28,0,0,0,0,0,0,0,0
0,0,45,1,2011-01-28,2011-01-29,0,0,0,0,0,0,0,0
2,0,45,2,2011-01-29,2011-01-30,0,0,0,0,0,0,0,0
1,0,58,0,2011-01-30,2011-01-31,0,0,0,0,0,0,0,0
2,0,54,1,2011-01-31,2011-02-01,0,0,0,0,0,0,0,0
"
",,,,,,,,,,,,,
