"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
302,0,1362,61,2017-01-01,2017-01-02,1,0,0,55,225,68007,122892,0
904,0,18234,161,2017-01-02,2017-01-03,0,0,0,57,229,207649,362936,0
787,0,8570,103,2017-01-03,2017-01-04,2,0,0,57,262,206810,357972,0
449,0,2154,94,2017-01-04,2017-01-05,3,0,0,55,177,79815,143360,0
310,0,1311,65,2017-01-05,2017-01-06,3,1,0,49,180,55990,114066,0
253,0,1010,45,2017-01-06,2017-01-07,0,0,0,59,217,55011,91864,0
281,0,1516,60,2017-01-07,2017-01-08,3,0,0,68,247,69685,102070,0
323,0,1039,54,2017-01-08,2017-01-09,0,0,0,51,206,66591,128515,0
326,0,1434,51,2017-01-09,2017-01-10,0,0,0,59,184,60281,102028,0
336,0,1325,58,2017-01-10,2017-01-11,2,0,0,53,188,63283,118133,0
204,0,834,37,2017-01-11,2017-01-12,1,0,0,61,164,33472,54303,0
219,0,895,49,2017-01-12,2017-01-13,0,0,0,62,220,48334,77633,0
214,0,866,49,2017-01-13,2017-01-14,0,0,0,51,173,37081,72347,0
242,0,815,48,2017-01-14,2017-01-15,0,0,0,64,194,47039,73217,0
232,0,794,48,2017-01-15,2017-01-16,0,0,0,66,320,74461,112438,0
509,0,1502,115,2017-01-16,2017-01-17,0,0,0,66,131,67130,100870,0
534,0,1537,120,2017-01-17,2017-01-18,0,0,0,70,166,88821,125590,0
373,0,1116,94,2017-01-18,2017-01-19,2,0,0,66,173,64865,97425,0
329,0,1125,65,2017-01-19,2017-01-20,1,0,0,60,161,52987,88111,0
281,4,1007,60,2017-01-20,2017-01-21,1,1,0,64,178,50095,77087,0
219,6,871,37,2017-01-21,2017-01-22,0,0,0,65,210,46162,70538,0
234,5,963,40,2017-01-22,2017-01-23,0,0,0,47,181,42474,89391,0
265,0,990,56,2017-01-23,2017-01-24,1,0,0,70,165,43908,62288,0
305,0,1054,70,2017-01-24,2017-01-25,0,0,0,67,174,53120,78919,0
495,0,1121,110,2017-01-25,2017-01-26,1,0,0,71,178,88430,124269,0
356,0,982,74,2017-01-26,2017-01-27,1,0,0,58,147,52670,90407,0
325,0,939,59,2017-01-27,2017-01-28,0,0,0,55,151,49369,88224,0
260,0,826,51,2017-01-28,2017-01-29,1,0,0,58,219,57086,97370,0
236,0,868,49,2017-01-29,2017-01-30,1,0,0,63,174,41272,64614,0
380,2,1727,86,2017-01-30,2017-01-31,0,0,0,62,194,73954,117846,0
497,1,2141,108,2017-01-31,2017-02-01,1,0,0,64,178,88611,137749,0
"
",,,,,,,,,,,,,
