"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
3,0,42,2,2011-10-01,2011-10-02,0,0,0,0,0,0,0,0
5,0,46,1,2011-10-02,2011-10-03,0,0,0,0,0,0,0,0
4,0,50,2,2011-10-03,2011-10-04,0,0,0,0,0,0,0,0
7,0,76,2,2011-10-04,2011-10-05,0,0,0,0,0,0,0,0
1,0,54,1,2011-10-05,2011-10-06,0,0,0,0,0,0,0,0
0,0,34,0,2011-10-06,2011-10-07,0,0,0,0,0,0,0,0
2,0,38,2,2011-10-07,2011-10-08,0,0,0,0,0,0,0,0
9,0,68,1,2011-10-08,2011-10-09,0,0,0,0,0,0,0,0
3,0,38,0,2011-10-09,2011-10-10,0,0,0,0,0,0,0,0
3,0,99,2,2011-10-10,2011-10-11,0,0,0,0,0,0,0,0
6,0,76,1,2011-10-11,2011-10-12,0,0,0,0,0,0,0,0
2,0,62,0,2011-10-12,2011-10-13,0,0,0,0,0,0,0,0
2,0,85,1,2011-10-13,2011-10-14,0,0,0,0,0,0,0,0
5,0,64,1,2011-10-14,2011-10-15,0,0,0,0,0,0,0,0
1,0,35,0,2011-10-15,2011-10-16,0,0,0,0,0,0,0,0
6,0,41,0,2011-10-16,2011-10-17,0,0,0,0,0,0,0,0
2,0,44,2,2011-10-17,2011-10-18,0,0,0,0,0,0,0,0
1,0,70,0,2011-10-18,2011-10-19,0,0,0,0,0,0,0,0
2,0,35,1,2011-10-19,2011-10-20,0,0,0,0,0,0,0,0
18,0,83,4,2011-10-20,2011-10-21,0,0,0,0,0,0,0,0
8,0,113,3,2011-10-21,2011-10-22,0,0,0,0,0,0,0,0
2,2,71,1,2011-10-22,2011-10-23,0,0,0,0,0,0,0,0
2,0,34,2,2011-10-23,2011-10-24,0,0,0,0,0,0,0,0
13,4,106,2,2011-10-24,2011-10-25,0,0,0,0,0,0,0,0
4,0,54,2,2011-10-25,2011-10-26,0,0,0,0,0,0,0,0
8,0,72,4,2011-10-26,2011-10-27,0,0,0,0,0,0,0,0
1,0,39,0,2011-10-27,2011-10-28,0,0,0,0,0,0,0,0
2,2,52,0,2011-10-28,2011-10-29,0,0,0,0,0,0,0,0
18,0,57,2,2011-10-29,2011-10-30,0,0,0,0,0,0,0,0
13,0,60,1,2011-10-30,2011-10-31,0,0,0,0,0,0,0,0
13,0,52,2,2011-10-31,2011-11-01,0,0,0,0,0,0,0,0
"
",,,,,,,,,,,,,
