"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
35,0,137,2,2015-10-01,2015-10-02,0,0,0,41,298,10444,31148,0
20,0,55,3,2015-10-02,2015-10-03,0,0,0,50,294,5891,14484,0
9,0,31,0,2015-10-03,2015-10-04,0,0,0,93,274,2468,4471,0
40,0,96,9,2015-10-04,2015-10-05,0,0,0,68,366,14642,23018,0
42,0,81,1,2015-10-05,2015-10-06,0,0,0,54,304,12798,27406,0
21,0,62,2,2015-10-06,2015-10-07,0,0,0,57,182,3836,8848,0
12,0,49,1,2015-10-07,2015-10-08,0,0,0,49,249,2995,6012,0
19,0,70,3,2015-10-08,2015-10-09,0,0,0,67,332,6320,9376,0
14,0,57,2,2015-10-09,2015-10-10,0,0,0,68,360,5050,7361,0
5,0,37,1,2015-10-10,2015-10-11,0,0,0,76,233,1169,2453,0
20,0,78,0,2015-10-11,2015-10-12,0,0,0,50,235,4701,11049,0
23,0,49,3,2015-10-12,2015-10-13,0,0,0,73,280,6462,10013,0
64,0,106,9,2015-10-13,2015-10-14,0,0,0,68,225,14425,26655,0
19,0,64,4,2015-10-14,2015-10-15,0,0,0,61,212,4041,9561,0
29,0,60,4,2015-10-15,2015-10-16,0,0,0,50,159,4635,13664,0
15,0,35,0,2015-10-16,2015-10-17,0,0,0,63,173,2602,7400,0
14,0,39,2,2015-10-17,2015-10-18,0,0,0,56,258,3615,6799,0
26,0,60,2,2015-10-18,2015-10-19,0,0,0,51,275,7154,13983,0
24,0,72,1,2015-10-19,2015-10-20,0,0,0,62,233,5603,9999,0
23,0,59,1,2015-10-20,2015-10-21,0,0,0,59,266,6126,10450,0
17,0,148,2,2015-10-21,2015-10-22,0,0,0,45,198,3366,8389,0
20,0,84,4,2015-10-22,2015-10-23,0,0,0,52,206,4129,9706,0
15,0,68,4,2015-10-23,2015-10-24,0,0,0,82,251,3770,5469,0
571,0,796,209,2015-10-24,2015-10-25,0,0,0,80,109,62596,97031,0
175,0,334,47,2015-10-25,2015-10-26,0,0,0,82,175,30638,40875,0
129,2,197,36,2015-10-26,2015-10-27,0,0,0,82,204,26357,32332,0
109,0,219,27,2015-10-27,2015-10-28,0,0,0,71,179,19536,28485,0
82,0,145,10,2015-10-28,2015-10-29,3,0,0,69,180,14777,24663,0
732,0,990,76,2015-10-29,2015-10-30,1,0,0,78,196,143703,214920,0
501,0,610,59,2015-10-30,2015-10-31,0,0,0,77,171,85691,143275,0
275,0,373,23,2015-10-31,2015-11-01,1,1,0,77,174,48115,82799,0
"
",,,,,,,,,,,,,
