"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
6,0,93,1,2011-09-01,2011-09-02,0,0,0,0,0,0,0,0
3,0,42,1,2011-09-02,2011-09-03,0,0,0,0,0,0,0,0
1,0,46,0,2011-09-03,2011-09-04,0,0,0,0,0,0,0,0
2,0,47,1,2011-09-04,2011-09-05,0,0,0,0,0,0,0,0
0,0,68,0,2011-09-05,2011-09-06,0,0,0,0,0,0,0,0
4,0,76,1,2011-09-06,2011-09-07,0,0,0,0,0,0,0,0
4,0,93,1,2011-09-07,2011-09-08,0,0,0,0,0,0,0,0
3,0,91,1,2011-09-08,2011-09-09,0,0,0,0,0,0,0,0
4,0,53,1,2011-09-09,2011-09-10,0,0,0,0,0,0,0,0
1,0,62,0,2011-09-10,2011-09-11,0,0,0,0,0,0,0,0
2,0,36,0,2011-09-11,2011-09-12,0,0,0,0,0,0,0,0
2,0,53,1,2011-09-12,2011-09-13,0,0,0,0,0,0,0,0
1,0,77,0,2011-09-13,2011-09-14,0,0,0,0,0,0,0,0
1,0,49,1,2011-09-14,2011-09-15,0,0,0,0,0,0,0,0
3,2,60,1,2011-09-15,2011-09-16,0,0,0,0,0,0,0,0
4,0,43,2,2011-09-16,2011-09-17,0,0,0,0,0,0,0,0
5,0,56,1,2011-09-17,2011-09-18,0,0,0,0,0,0,0,0
5,0,85,0,2011-09-18,2011-09-19,0,0,0,0,0,0,0,0
6,0,63,0,2011-09-19,2011-09-20,0,0,0,0,0,0,0,0
1,0,62,1,2011-09-20,2011-09-21,0,0,0,0,0,0,0,0
2,0,81,0,2011-09-21,2011-09-22,0,0,0,0,0,0,0,0
9,0,87,3,2011-09-22,2011-09-23,0,0,0,0,0,0,0,0
2,0,64,1,2011-09-23,2011-09-24,0,0,0,0,0,0,0,0
1,0,57,1,2011-09-24,2011-09-25,0,0,0,0,0,0,0,0
1,0,64,0,2011-09-25,2011-09-26,0,0,0,0,0,0,0,0
0,0,58,0,2011-09-26,2011-09-27,0,0,0,0,0,0,0,0
3,0,52,0,2011-09-27,2011-09-28,0,0,0,0,0,0,0,0
2,0,75,1,2011-09-28,2011-09-29,1,0,0,0,0,0,0,0
4,0,78,1,2011-09-29,2011-09-30,0,0,0,0,0,0,0,0
0,0,54,1,2011-09-30,2011-10-01,0,0,0,0,0,0,0,0
"
",,,,,,,,,,,,,
