"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
4739,0,9046,195,2018-04-01,2018-04-02,8,1,0,20,56,269206,1335866,0
1418,0,3901,166,2018-04-02,2018-04-03,8,0,0,43,169,240610,550795,0
1089,1,2961,138,2018-04-03,2018-04-04,5,2,0,48,206,224639,459551,0
975,0,2821,153,2018-04-04,2018-04-05,7,0,0,45,197,192871,422821,0
860,1,2518,150,2018-04-05,2018-04-06,11,0,0,50,225,194099,388098,0
592,1,2115,63,2018-04-06,2018-04-07,7,0,0,45,203,120628,264880,0
726,0,2208,130,2018-04-07,2018-04-08,0,0,0,53,225,163387,303690,0
711,0,2247,125,2018-04-08,2018-04-09,3,1,0,51,239,170113,328587,0
792,0,2705,175,2018-04-09,2018-04-10,4,0,0,57,257,203661,355287,0
569,2,2309,92,2018-04-10,2018-04-11,10,0,0,56,255,145329,258652,0
824,0,2584,107,2018-04-11,2018-04-12,14,0,0,48,204,168742,349676,0
789,0,2978,107,2018-04-12,2018-04-13,4,0,0,53,242,191274,354326,0
742,0,2664,176,2018-04-13,2018-04-14,0,0,0,60,262,194955,322245,0
615,0,2135,116,2018-04-14,2018-04-15,1,0,0,61,295,181637,295417,0
663,0,3041,116,2018-04-15,2018-04-16,12,1,0,61,269,178982,289517,0
632,0,2613,120,2018-04-16,2018-04-17,2,0,0,60,256,162200,269045,0
687,0,2271,127,2018-04-17,2018-04-18,2,0,0,66,269,185243,277201,0
910,0,2554,167,2018-04-18,2018-04-19,2,0,0,63,273,248928,394748,0
1213,1,2935,278,2018-04-19,2018-04-20,1,0,0,59,217,264254,447582,0
1084,0,2970,225,2018-04-20,2018-04-21,2,0,0,61,233,252903,412070,0
737,1,2080,158,2018-04-21,2018-04-22,1,0,0,62,241,178183,285705,0
859,3,2394,193,2018-04-22,2018-04-23,0,0,0,60,243,209452,345756,0
645,0,2150,126,2018-04-23,2018-04-24,0,0,0,60,253,163401,269829,0
701,1,2253,165,2018-04-24,2018-04-25,4,0,0,66,289,202590,303529,0
762,0,2105,154,2018-04-25,2018-04-26,3,0,0,64,253,193100,301054,0
825,0,2363,155,2018-04-26,2018-04-27,1,0,0,57,231,191051,333109,0
891,1,2283,166,2018-04-27,2018-04-28,1,1,0,58,234,208532,356018,0
730,0,1818,129,2018-04-28,2018-04-29,2,0,0,67,250,183034,272171,0
681,1,1713,118,2018-04-29,2018-04-30,3,0,0,63,266,181161,285481,0
561,0,1657,113,2018-04-30,2018-05-01,0,0,0,61,230,129204,208460,0
"
",,,,,,,,,,,,,
