"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
113,0,767,19,2020-02-01,2020-02-02,1,0,167,53,250,28340,60134,61
142,0,608,18,2020-02-02,2020-02-03,0,0,136,54,265,37729,76622,57
176,1,803,18,2020-02-03,2020-02-04,0,0,185,57,236,41665,84315,69
198,1,956,15,2020-02-04,2020-02-05,1,0,201,52,271,53841,110737,78
210,1,849,28,2020-02-05,2020-02-06,0,0,178,73,313,65854,112562,79
227,0,931,32,2020-02-06,2020-02-07,0,0,196,60,272,61950,127419,83
191,0,984,35,2020-02-07,2020-02-08,0,0,196,65,284,54287,95870,72
147,0,649,27,2020-02-08,2020-02-09,0,0,160,68,337,49627,83818,61
138,0,696,18,2020-02-09,2020-02-10,0,0,169,41,145,20147,66177,58
145,0,736,11,2020-02-10,2020-02-11,1,0,239,67,256,37238,67553,80
247,4,917,32,2020-02-11,2020-02-12,0,0,240,58,262,64760,127517,95
229,0,1033,35,2020-02-12,2020-02-13,0,0,224,61,257,59038,107417,99
194,0,1087,45,2020-02-13,2020-02-14,0,0,225,58,313,60808,110925,70
166,0,742,34,2020-02-14,2020-02-15,0,0,173,66,297,49412,84909,51
161,0,682,16,2020-02-15,2020-02-16,0,0,170,52,243,39269,88127,66
121,0,894,10,2020-02-16,2020-02-17,0,0,225,67,300,36403,63709,65
179,0,946,30,2020-02-17,2020-02-18,0,0,271,64,267,47915,93629,83
185,5,1112,8,2020-02-18,2020-02-19,0,0,293,49,228,42357,100135,89
211,0,1007,29,2020-02-19,2020-02-20,0,0,247,61,325,68604,131768,93
210,1,1278,24,2020-02-20,2020-02-21,0,0,262,64,346,72765,123662,84
345,7,935,59,2020-02-21,2020-02-22,1,0,222,64,316,109167,188034,110
168,2,630,20,2020-02-22,2020-02-23,0,0,188,53,231,38858,86724,76
158,0,757,20,2020-02-23,2020-02-24,0,0,174,58,254,40184,85412,63
224,0,919,54,2020-02-24,2020-02-25,0,0,201,66,304,68263,118251,71
213,0,866,48,2020-02-25,2020-02-26,0,0,191,69,308,65721,107572,79
153,0,867,25,2020-02-26,2020-02-27,0,0,234,60,291,44631,82619,85
249,0,986,20,2020-02-27,2020-02-28,0,0,222,53,252,62763,133671,92
284,0,1254,31,2020-02-28,2020-02-29,0,0,239,56,244,69437,133679,110
222,1,1096,33,2020-02-29,2020-03-01,2,0,240,71,324,71957,114529,85
"
",,,,,,,,,,,,,
