"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
227,0,1114,33,2019-06-01,2019-06-02,0,0,0,39,177,40322,126952,0
170,0,833,21,2019-06-02,2019-06-03,0,0,0,54,193,32825,71633,0
232,0,1138,24,2019-06-03,2019-06-04,1,0,0,61,257,59737,115131,0
295,0,1298,30,2019-06-04,2019-06-05,0,0,0,36,174,51547,153678,0
454,0,1642,52,2019-06-05,2019-06-06,0,0,0,46,234,106383,259094,0
408,0,1513,63,2019-06-06,2019-06-07,0,0,0,55,253,103568,219496,0
309,0,1920,39,2019-06-07,2019-06-08,2,0,0,58,213,66024,139041,0
324,1,1484,69,2019-06-08,2019-06-09,1,1,0,60,264,85554,160267,0
918,1,2746,164,2019-06-09,2019-06-10,2,0,0,69,261,240077,383918,0
491,0,1836,91,2019-06-10,2019-06-11,1,0,0,62,234,115164,230490,0
392,0,1828,78,2019-06-11,2019-06-12,7,0,0,61,250,98239,183316,0
399,3,1684,62,2019-06-12,2019-06-13,1,0,0,59,232,92791,187219,0
438,0,1522,86,2019-06-13,2019-06-14,0,0,0,60,264,115822,224946,0
283,0,1277,38,2019-06-14,2019-06-15,6,0,0,67,270,76411,133893,0
385,0,1476,93,2019-06-15,2019-06-16,0,0,0,72,314,120940,183726,0
220,0,1153,43,2019-06-16,2019-06-17,5,0,0,56,250,55132,110393,0
296,0,1422,37,2019-06-17,2019-06-18,1,0,0,67,241,71592,129575,0
326,0,1473,58,2019-06-18,2019-06-19,0,1,0,65,302,98747,169937,0
228,0,1365,44,2019-06-19,2019-06-20,5,0,0,52,198,45235,103574,0
281,1,1536,71,2019-06-20,2019-06-21,0,0,0,59,266,74853,137019,0
167,0,936,17,2019-06-21,2019-06-22,1,0,0,62,223,37338,79420,0
238,0,1056,55,2019-06-22,2019-06-23,1,0,0,57,238,56806,117354,0
239,0,1203,33,2019-06-23,2019-06-24,1,0,0,57,231,55386,115903,0
316,5,1278,55,2019-06-24,2019-06-25,1,0,0,55,238,75289,164769,0
341,0,1878,49,2019-06-25,2019-06-26,1,0,0,47,178,60784,166137,0
227,0,1241,30,2019-06-26,2019-06-27,0,0,0,38,191,43385,130475,0
279,0,1157,42,2019-06-27,2019-06-28,0,0,0,60,273,76224,160864,0
254,0,1320,42,2019-06-28,2019-06-29,0,0,0,50,272,69146,158070,0
724,0,1975,96,2019-06-29,2019-06-30,1,0,0,50,258,187336,466648,0
459,0,1605,52,2019-06-30,2019-07-01,1,0,0,54,256,117527,265559,0
"
",,,,,,,,,,,,,
