"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
7,0,60,1,2011-11-01,2011-11-02,0,0,0,0,0,0,0,0
7,0,56,1,2011-11-02,2011-11-03,0,0,0,0,0,0,0,0
5,0,45,0,2011-11-03,2011-11-04,0,0,0,0,0,0,0,0
6,0,30,0,2011-11-04,2011-11-05,0,0,0,0,0,0,0,0
12,0,40,0,2011-11-05,2011-11-06,0,0,0,0,0,0,0,0
12,0,63,0,2011-11-06,2011-11-07,0,0,0,0,0,0,0,0
7,0,55,1,2011-11-07,2011-11-08,0,0,0,0,0,0,0,0
2,0,107,1,2011-11-08,2011-11-09,0,0,0,0,0,0,0,0
3,0,50,1,2011-11-09,2011-11-10,0,0,0,0,0,0,0,0
4,0,60,1,2011-11-10,2011-11-11,0,0,0,0,0,0,0,0
5,0,30,2,2011-11-11,2011-11-12,0,0,0,0,0,0,0,0
5,0,45,1,2011-11-12,2011-11-13,0,0,0,0,0,0,0,0
3,0,31,1,2011-11-13,2011-11-14,0,0,0,0,0,0,0,0
4,0,40,1,2011-11-14,2011-11-15,0,0,0,0,0,0,0,0
9,0,56,2,2011-11-15,2011-11-16,0,0,0,0,0,0,0,0
5,0,55,1,2011-11-16,2011-11-17,0,0,0,0,0,0,0,0
2,0,78,0,2011-11-17,2011-11-18,0,0,0,0,0,0,0,0
3,0,21,0,2011-11-18,2011-11-19,0,0,0,0,0,0,0,0
3,0,44,1,2011-11-19,2011-11-20,0,0,0,0,0,0,0,0
3,0,31,0,2011-11-20,2011-11-21,0,0,0,0,0,0,0,0
1,0,73,0,2011-11-21,2011-11-22,0,0,0,0,0,0,0,0
2,0,46,0,2011-11-22,2011-11-23,0,0,0,0,0,0,0,0
2,0,26,1,2011-11-23,2011-11-24,0,0,0,0,0,0,0,0
1,0,25,0,2011-11-24,2011-11-25,0,0,0,0,0,0,0,0
1,0,34,0,2011-11-25,2011-11-26,0,0,0,0,0,0,0,0
3,0,41,0,2011-11-26,2011-11-27,0,0,0,0,0,0,0,0
8,0,62,0,2011-11-27,2011-11-28,0,0,0,0,0,0,0,0
4,0,97,3,2011-11-28,2011-11-29,0,0,0,0,0,0,0,0
1,0,39,1,2011-11-29,2011-11-30,0,0,0,0,0,0,0,0
0,0,28,0,2011-11-30,2011-12-01,0,0,0,0,0,0,0,0
"
",,,,,,,,,,,,,
