"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
255,0,998,45,2019-02-01,2019-02-02,1,0,0,65,237,60607,117312,0
323,0,1221,49,2019-02-02,2019-02-03,2,1,0,66,259,83944,152768,0
399,0,1385,77,2019-02-03,2019-02-04,1,0,0,66,260,103877,192061,0
333,0,1304,76,2019-02-04,2019-02-05,1,0,0,74,272,90655,158247,0
277,4,1181,42,2019-02-05,2019-02-06,0,0,0,62,243,67402,131637,0
407,0,1443,62,2019-02-06,2019-02-07,2,0,0,65,260,106092,198401,0
684,2,1890,150,2019-02-07,2019-02-08,0,0,0,44,201,137816,404253,0
300,0,2037,52,2019-02-08,2019-02-09,3,0,0,61,218,65553,138496,0
336,0,2580,57,2019-02-09,2019-02-10,0,0,0,60,247,83048,175092,0
491,0,1979,82,2019-02-10,2019-02-11,2,0,0,59,294,144789,286481,0
378,0,1654,56,2019-02-11,2019-02-12,1,0,0,45,265,100278,277803,0
346,1,1536,55,2019-02-12,2019-02-13,0,0,0,50,222,76945,187765,0
292,0,1388,56,2019-02-13,2019-02-14,0,0,0,63,281,82285,164678,0
235,0,1316,27,2019-02-14,2019-02-15,1,0,0,55,248,58357,145408,0
270,1,1300,38,2019-02-15,2019-02-16,1,0,0,61,252,68042,155977,0
211,0,931,30,2019-02-16,2019-02-17,0,0,0,67,297,62683,114712,0
399,0,1191,65,2019-02-17,2019-02-18,0,0,0,59,254,101346,252624,0
267,0,1292,60,2019-02-18,2019-02-19,0,0,0,57,291,77700,164546,0
329,0,1573,55,2019-02-19,2019-02-20,1,0,0,64,218,71846,169535,0
328,0,1379,44,2019-02-20,2019-02-21,3,0,0,59,223,73402,193173,0
375,0,1351,55,2019-02-21,2019-02-22,6,0,0,55,260,97717,218831,0
381,0,1293,39,2019-02-22,2019-02-23,1,0,0,49,143,54529,191465,0
373,0,1227,67,2019-02-23,2019-02-24,0,0,0,55,239,89221,213957,0
328,0,1158,35,2019-02-24,2019-02-25,1,0,0,61,249,81704,164812,0
373,0,1369,51,2019-02-25,2019-02-26,0,0,0,61,229,85467,185567,0
402,5,1395,83,2019-02-26,2019-02-27,1,0,0,67,288,115887,201647,0
308,0,1314,56,2019-02-27,2019-02-28,0,0,0,60,203,62805,142581,0
265,3,1231,38,2019-02-28,2019-03-01,4,1,0,52,177,47168,119531,0
"
",,,,,,,,,,,,,
