"plays","downloads","loads","finishes","code","name","latitude","longitude","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
1331,0,2918,376,US,"United States",39.7837304,-100.4458825,0,71,244,325590,483412,0
36,0,70,3,GB,"United Kingdom",54.7023545,-3.2765753,0,71,151,5471,12870,0
31,0,101,4,DE,Germany,51.0834196,10.4234469,0,66,244,7586,11995,0
31,0,58,6,CA,Canada,61.0666922,-107.9917071,0,78,282,8743,11476,0
15,0,90,3,FR,France,46.603354,1.8883335,0,51,158,2383,5705,0
9,0,12,0,IL,Israel,30.8760272,35.0015196,0,53,62,563,3094,0
7,0,7,5,IS,Iceland,64.9841821,-18.1059013,0,98,354,2482,2527,0
7,0,14,1,BR,Brazil,-10.3333333,-53.2,0,47,93,651,2457,0
7,0,7,3,CH,Switzerland,46.7985624,8.2319736,0,39,61,431,1093,0
5,0,16,0,NL,Netherlands,52.5001698,5.7480821,0,46,85,426,1263,0
5,0,7,1,PL,Poland,52.0977181,19.0258159,0,45,15,78,265,0
5,0,17,1,RU,Russia,64.6863136,97.7453061,0,66,41,206,311,0
3,0,5,0,GR,Greece,39.000041,21.9999569,0,79,579,1738,2192,0
3,0,6,0,TR,Turkey,38.9597594,34.9249653,0,73,248,745,1009,0
2,0,4,0,BE,Belgium,50.6407351,4.66696,0,11,27,55,473,0
2,0,8,0,IT,Italy,42.6384261,12.674297,0,59,14,28,94,0
2,0,11,0,KR,"Republic of Korea",35.3985008,127.937111,0,2,8,16,1025,0
2,0,12,0,AU,Australia,-24.7761086,134.755,0,72,34,68,94,0
2,0,4,1,MX,Mexico,22.5000485,-100.0000375,0,29,116,233,777,0
2,0,2,0,NO,Norway,60.5000209,9.0999715,0,55,407,815,1461,0
2,0,4,0,NZ,"New Zealand",-41.5000831,172.8344077,0,54,221,442,817,0
2,0,4,0,IE,Ireland,52.865196,-7.9794599,0,87,228,457,524,0
1,0,2,0,DK,Denmark,55.670249,10.3333283,0,32,241,241,731,0
1,0,4,0,TW,Taiwan,23.9739374,120.9820179,0,0,0,0,731,0
1,0,1,0,NG,Nigeria,9.6000359,7.9999721,0,2,10,10,477,0
1,0,1,0,AE,"United Arab Emirates",24.0002488,53.9994829,0,44,130,130,295,0
1,0,2,0,AZ,Azerbaijan,40.1636668,47.8207429,0,0,0,0,47,0
1,0,1,0,MA,Morocco,31.1728192,-7.3366043,0,0,0,0,341,0
1,0,3,1,AM,Armenia,40.7696272,44.6736646,0,100,47,47,47,0
1,0,1,0,KW,Kuwait,29.2733964,47.4979476,0,0,0,0,397,0
1,0,1,0,TH,Thailand,14.8971921,100.83273,0,86,634,634,731,0
1,0,6,1,EU,Europe,0,0,0,100,476,476,476,0
1,0,2,0,PK,Pakistan,30.3308401,71.247499,0,91,419,419,459,0
1,0,1,0,FI,Finland,63.2467777,25.9209164,0,0,0,0,731,0
1,0,12,0,IN,India,22.3511148,78.6677428,0,0,0,0,47,0
1,0,2,0,XX,Unknown,0,0,0,90,663,663,731,0
1,0,4,0,A1,"Anonymous Proxy",0,0,0,1,8,8,459,0
1,0,2,0,GP,Guadeloupe,0,0,0,9,25,25,266,0
1,0,4,0,SE,Sweden,59.6749712,14.5208584,0,28,83,83,294,0
1,0,1,1,GU,Guam,13.5394645,144.8970036,0,100,340,340,340,0
1,0,1,0,CL,Chile,-31.7613365,-71.3187697,0,43,149,149,340,0
1,0,5,0,AR,Argentina,-35.0039032,-65.2699754,0,1,8,8,731,0
1,0,2,0,HK,"Hong Kong",0,0,0,0,2,2,294,0
0,0,1,0,OM,Oman,21.0000287,57.0036901,0,0,0,0,0,0
0,0,1,0,ZA,"South Africa",-28.8166236,24.991639,0,0,0,0,0,0
0,0,5,0,VN,Vietnam,13.2904027,108.4265113,0,0,0,0,0,0
0,0,2,0,TT,"Trinidad and Tobago",10.8677845,-60.9821067,0,0,0,0,0,0
0,0,6,0,EG,Egypt,26.2540493,29.2675469,0,0,0,0,0,0
0,0,2,0,LB,Lebanon,33.8750629,35.843409,0,0,0,0,0,0
0,0,1,0,LY,Libya,26.8234472,18.1236723,0,0,0,0,0,0
0,0,1,0,CO,Colombia,2.8930783,-73.7845072,0,0,0,0,0,0
0,0,16,0,CN,China,35.000074,104.999927,0,0,0,0,0,0
0,0,2,0,SG,Singapore,1.357107,103.8194992,0,0,0,0,0,0
0,0,3,0,PT,Portugal,40.033265,-7.8896263,0,0,0,0,0,0
0,0,1,0,ES,Spain,40.0028028,-4.003104,0,0,0,0,0,0
0,0,1,0,MY,Malaysia,4.5693754,102.2656823,0,0,0,0,0,0
0,0,1,0,EE,Estonia,58.7523778,25.3319078,0,0,0,0,0,0
0,0,5,0,JP,Japan,36.5748441,139.2394179,0,0,0,0,0,0
0,0,8,0,UA,Ukraine,49.4871968,31.2718321,0,0,0,0,0,0
0,0,2,0,SA,"Saudi Arabia",25.6242618,42.3528328,0,0,0,0,0,0
0,0,1,0,SS,"South Sudan",7.8699431,29.6667897,0,0,0,0,0,0
0,0,1,0,AP,"Asia/Pacific Region",0,0,0,0,0,0,0,0
0,0,1,0,,Wn,0,0,0,98,0,450,459,0
"
",,,,,,,,,,,,,
