"plays","downloads","loads","finishes","code","name","latitude","longitude","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
14,0,255,2,US,"United States",39.7837304,-100.4458825,0,49,194,2718,5456,0
2,0,3,0,JP,Japan,36.5748441,139.2394179,0,25,30,61,240,0
1,0,1,0,ES,Spain,40.0028028,-4.003104,0,59,170,170,286,0
1,0,1,0,BE,Belgium,50.6407351,4.66696,0,0,0,0,626,0
1,0,2,0,DE,Germany,51.0834196,10.4234469,0,49,1018,1018,2070,0
1,0,1,0,KE,Kenya,1.4419683,38.4313975,0,55,120,120,217,0
1,0,3,0,FR,France,46.603354,1.8883335,0,20,21,21,104,0
0,0,2,0,NL,Netherlands,52.5001698,5.7480821,0,0,0,0,0,0
0,0,1,0,IL,Israel,30.8760272,35.0015196,0,0,0,0,0,0
0,0,2,0,GB,"United Kingdom",54.7023545,-3.2765753,0,0,0,0,0,0
0,0,6,0,IN,India,22.3511148,78.6677428,0,0,0,0,0,0
0,0,3,0,KR,"Republic of Korea",35.3985008,127.937111,0,0,0,0,0,0
0,0,1,0,EU,Europe,0,0,0,0,0,0,0,0
0,0,1,0,CO,Colombia,2.8930783,-73.7845072,0,0,0,0,0,0
"
",,,,,,,,,,,,,
