"plays","downloads","loads","finishes","code","name","latitude","longitude","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
31,0,498,11,US,"United States",39.7837304,-100.4458825,0,53,221,6861,14334,0
4,0,29,1,GB,"United Kingdom",54.7023545,-3.2765753,0,61,137,548,2502,0
1,0,4,0,KR,"Republic of Korea",35.3985008,127.937111,0,9,192,192,2070,0
1,0,3,0,BE,Belgium,50.6407351,4.66696,0,14,300,300,2070,0
0,0,9,0,JP,Japan,36.5748441,139.2394179,0,0,0,0,0,0
0,0,1,0,VE,Venezuela,8.0018709,-66.1109318,0,0,0,0,0,0
0,0,3,0,RU,Russia,64.6863136,97.7453061,0,0,0,0,0,0
0,0,1,0,SE,Sweden,59.6749712,14.5208584,0,0,0,0,0,0
0,0,1,0,PT,Portugal,40.033265,-7.8896263,0,0,0,0,0,0
0,0,1,0,PL,Poland,52.0977181,19.0258159,0,0,0,0,0,0
0,0,1,0,NZ,"New Zealand",-41.5000831,172.8344077,0,0,0,0,0,0
0,0,1,0,NL,Netherlands,52.5001698,5.7480821,0,0,0,0,0,0
0,0,4,0,MX,Mexico,22.5000485,-100.0000375,0,0,0,0,0,0
0,0,1,0,ME,Montenegro,43.0285558,19.291739,0,0,0,0,0,0
0,0,1,0,AR,Argentina,-35.0039032,-65.2699754,0,0,0,0,0,0
0,0,1,0,IL,Israel,30.8760272,35.0015196,0,0,0,0,0,0
0,0,2,0,ID,Indonesia,-4.7993356,114.5632032,0,0,0,0,0,0
0,0,10,0,CA,Canada,61.0666922,-107.9917071,0,0,0,0,0,0
0,0,2,0,FR,France,46.603354,1.8883335,0,0,0,0,0,0
0,0,1,0,ES,Spain,40.0028028,-4.003104,0,0,0,0,0,0
0,0,6,0,EC,Ecuador,-1.3397668,-79.3666965,0,0,0,0,0,0
0,0,2,0,DE,Germany,51.0834196,10.4234469,0,0,0,0,0,0
0,0,2,0,CO,Colombia,2.8930783,-73.7845072,0,0,0,0,0,0
0,0,1,0,CN,China,35.000074,104.999927,0,0,0,0,0,0
0,0,1,0,RO,Romania,45.9852129,24.6859225,0,0,0,0,0,0
0,0,11,0,BR,Brazil,-10.3333333,-53.2,0,0,0,0,0,0
0,0,3,0,AU,Australia,-24.7761086,134.755,0,0,0,0,0,0
0,0,1,0,AT,Austria,47.2000338,13.199959,0,0,0,0,0,0
"
",,,,,,,,,,,,,
