"plays","downloads","loads","finishes","code","name","latitude","longitude","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
1266,0,2367,267,US,"United States",39.7837304,-100.4458825,0,209947586,728544657,922337535871,479679,0
41,0,95,10,GB,"United Kingdom",54.7023545,-3.2765753,0,78,293,12019,16154,0
37,0,124,12,DE,Germany,51.0834196,10.4234469,0,79,274,10140,13861,0
33,0,45,1,CA,Canada,61.0666922,-107.9917071,0,68,249,8228,12006,0
17,0,40,1,FR,France,46.603354,1.8883335,0,82,309,5262,6397,0
10,0,16,1,XX,Unknown,0,0,0,69,217,2173,3134,0
9,0,37,3,GR,Greece,39.000041,21.9999569,0,75,280,2520,3327,0
8,0,13,0,ES,Spain,40.0028028,-4.003104,0,81,291,2328,2862,0
7,0,14,0,NZ,"New Zealand",-41.5000831,172.8344077,0,8,4,29,2527,0
6,0,6,0,NG,Nigeria,9.6000359,7.9999721,0,50,142,855,2375,0
4,0,8,0,DK,Denmark,55.670249,10.3333283,0,90,299,1199,1330,0
4,0,13,1,BR,Brazil,-10.3333333,-53.2,0,75,405,1623,2151,0
4,0,8,0,PL,Poland,52.0977181,19.0258159,0,89,279,1118,1246,0
4,0,8,0,AT,Austria,47.2000338,13.199959,0,46,219,878,1908,0
3,0,14,0,JP,Japan,36.5748441,139.2394179,0,90,402,1206,1327,0
2,0,3,0,LY,Libya,26.8234472,18.1236723,0,44,175,350,794,0
2,0,5,0,PT,Portugal,40.033265,-7.8896263,0,22,50,101,918,0
2,0,4,0,IN,India,22.3511148,78.6677428,0,54,159,319,590,0
2,0,2,0,DZ,Algeria,28.0000272,2.9999825,0,91,366,733,800,0
2,0,4,0,TR,Turkey,38.9597594,34.9249653,0,50,186,372,737,0
2,0,2,0,PR,"Puerto Rico",0,0,0,2,5,10,954,0
2,0,4,0,SG,Singapore,1.357107,103.8194992,0,93,296,592,636,0
2,0,11,0,BE,Belgium,50.6407351,4.66696,0,91,135,270,590,0
1,0,1,0,SE,Sweden,59.6749712,14.5208584,0,15,54,54,340,0
1,0,3,0,CO,Colombia,2.8930783,-73.7845072,0,51,150,150,294,0
1,0,1,1,AG,"Antigua and Barbuda",17.079128,-61.8222516,0,98,54,54,55,0
1,0,1,0,MA,Morocco,31.1728192,-7.3366043,0,54,160,160,291,0
1,0,1,0,DO,"Dominican Republic",19.094175,-70.3012705,0,0,0,0,477,0
1,0,6,1,AU,Australia,-24.7761086,134.755,0,99,340,340,341,0
1,0,1,0,PH,Philippines,12.7503486,122.7312101,0,35,171,171,477,0
1,0,2,0,BS,Bahamas,24.7736546,-78.0000547,0,30,104,104,341,0
1,0,1,1,JM,Jamaica,18.1850507,-77.3947693,0,100,476,476,476,0
1,0,20,0,IT,Italy,42.6384261,12.674297,0,43,129,129,294,0
1,0,2,0,PY,Paraguay,-23.3165935,-58.1693445,0,94,450,450,477,0
1,0,2,0,GP,Guadeloupe,0,0,0,42,113,113,266,0
1,0,4,0,MY,Malaysia,4.5693754,102.2656823,0,12,36,36,294,0
1,0,4,0,IE,Ireland,52.865196,-7.9794599,0,91,270,270,294,0
1,0,1,0,CH,Switzerland,46.7985624,8.2319736,0,0,0,0,1039,0
0,0,5,0,MX,Mexico,22.5000485,-100.0000375,0,0,0,0,0,0
0,0,1,0,LK,"Sri Lanka",7.878,80.7038245875,0,0,0,0,0,0
0,0,2,0,VN,Vietnam,13.2904027,108.4265113,0,0,0,0,0,0
0,0,1,0,PK,Pakistan,30.3308401,71.247499,0,0,0,0,0,0
0,0,4,0,KR,"Republic of Korea",35.3985008,127.937111,0,0,0,0,0,0
0,0,9,0,UA,Ukraine,49.4871968,31.2718321,0,0,0,0,0,0
0,0,2,0,UG,Uganda,1.5333554,32.2166578,0,0,0,0,0,0
0,0,4,0,RU,Russia,64.6863136,97.7453061,0,0,0,0,0,0
0,0,1,0,MU,Mauritius,-20.2759451,57.5703566,0,0,0,0,0,0
0,0,24,0,CN,China,35.000074,104.999927,0,0,0,0,0,0
0,0,7,0,IL,Israel,30.8760272,35.0015196,0,0,0,0,0,0
0,0,4,0,BD,Bangladesh,24.4768783,90.2932426,0,0,0,0,0,0
0,0,1,0,BY,Belarus,53.4250605,27.6971358,0,0,0,0,0,0
0,0,1,0,EU,Europe,0,0,0,0,0,0,0,0
0,0,5,0,NL,Netherlands,52.5001698,5.7480821,0,0,0,0,0,0
0,0,1,0,BM,Bermuda,32.3018217,-64.7603583,0,0,0,0,0,0
0,0,3,0,BG,Bulgaria,42.6073975,25.4856617,0,0,0,0,0,0
0,0,5,0,TW,Taiwan,23.9739374,120.9820179,0,0,0,0,0,0
0,0,1,0,SS,"South Sudan",7.8699431,29.6667897,0,0,0,0,0,0
0,0,6,0,RO,Romania,45.9852129,24.6859225,0,0,0,0,0,0
0,0,11,0,A1,"Anonymous Proxy",0,0,0,0,0,0,0,0
0,0,1,0,A2,"Satellite Provider",0,0,0,0,0,0,0,0
"
",,,,,,,,,,,,,
