"plays","downloads","loads","finishes","code","name","latitude","longitude","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
30,0,1315,11,US,"United States",39.7837304,-100.4458825,0,0,0,0,0,0
5,0,47,3,XX,Unknown,0,0,0,0,0,0,0,0
1,0,2,0,TR,Turkey,38.9597594,34.9249653,0,0,0,0,0,0
1,0,6,0,PH,Philippines,12.7503486,122.7312101,0,0,0,0,0,0
0,0,109,0,CN,China,35.000074,104.999927,0,0,0,0,0,0
0,0,2,0,CR,"Costa Rica",10.2735633,-84.0739102,0,0,0,0,0,0
0,0,11,0,AU,Australia,-24.7761086,134.755,0,0,0,0,0,0
0,0,2,0,TH,Thailand,14.8971921,100.83273,0,0,0,0,0,0
0,0,12,0,SG,Singapore,1.357107,103.8194992,0,0,0,0,0,0
0,0,18,0,NZ,"New Zealand",-41.5000831,172.8344077,0,0,0,0,0,0
0,0,2,0,KR,"Republic of Korea",35.3985008,127.937111,0,0,0,0,0,0
0,0,10,0,JP,Japan,36.5748441,139.2394179,0,0,0,0,0,0
0,0,22,0,IN,India,22.3511148,78.6677428,0,0,0,0,0,0
0,0,2,0,IL,Israel,30.8760272,35.0015196,0,0,0,0,0,0
0,0,4,0,GB,"United Kingdom",54.7023545,-3.2765753,0,0,0,0,0,0
0,0,6,0,FR,France,46.603354,1.8883335,0,0,0,0,0,0
0,0,8,0,ES,Spain,40.0028028,-4.003104,0,0,0,0,0,0
0,0,6,0,DE,Germany,51.0834196,10.4234469,0,0,0,0,0,0
0,0,2,0,CZ,"Czech Republic",49.8167003,15.4749544,0,0,0,0,0,0
0,0,18,0,TW,Taiwan,23.9739374,120.9820179,0,0,0,0,0,0
0,0,13,0,CA,Canada,61.0666922,-107.9917071,0,0,0,0,0,0
0,0,1,0,BR,Brazil,-10.3333333,-53.2,0,0,0,0,0,0
"
",,,,,,,,,,,,,
