"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1013158140928577536","https://twitter.com/weareotv/status/1013158140928577536","Much love to all of our friends over at @ChillTheMag for helping us bring ""Two Queens in a Kitchen: Southern Style"" tonight. Watch LIVE at https://t.co/cuIxGdKWaN 6pm PST / 8pm CST / 9pm EST. #2QIK #2QIKLIVE https://t.co/iat1tvkjkp","2018-06-30 20:31 +0000","398.0","3.0","0.007537688442211055","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1013153631691071496","https://twitter.com/weareotv/status/1013153631691071496","TONIGHT. #2QIKLIVE presented by @slaytvnow and #OTV at 6P PST / 9P EST https://t.co/IWyNo8qQB3  Season 3 explores connections between Southern cooking, borne of the Great Migration, along with the importance of women and queer people in maintaining these traditions. https://t.co/htuw6Usni3","2018-06-30 20:13 +0000","584.0","7.0","0.011986301369863013","3.0","0.0","2.0","1.0","0.0","0.0","1.0","0.0","0","0","0","0","0","17","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1012833610238513152","https://twitter.com/weareotv/status/1012833610238513152",".@SayaNaomi is one of the baddest queens in Chicago, she’ll be serving up cakes and lqqks with @MISTERITGIRL tomorrow at #2QIKLIVE presented by @slaytv tune in at 8pmCST https://t.co/IWyNo8qQB3 https://t.co/3VqOOcKUC9","2018-06-29 23:02 +0000","551.0","17.0","0.030852994555353903","2.0","0.0","5.0","3.0","0.0","0.0","0.0","0.0","0","0","0","0","0","7","7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1012137123221331968","https://twitter.com/weareotv/status/1012137123221331968","The face you make when you know #2QIK is &gt; 3 days away. Get to know writer, comedian + storyteller @arayyay. Her queenly work has been featured in 
@VICE @Jezebel @TheAVClub + more! Catch her LIVE alongside @britticisms on June 30 8pm CST/ 9pm EST at https://t.co/cuIxGdKWaN https://t.co/yJQUBqApXO","2018-06-28 00:54 +0000","1206.0","16.0","0.013266998341625208","0.0","0.0","4.0","2.0","1.0","0.0","3.0","0.0","0","0","0","0","0","6","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1012079623579095042","https://twitter.com/weareotv/status/1012079623579095042","TRUTH. Congratulations on snagging Best Emerging Female Creator at @SeriesFest. Watch @SeedsSeries now: https://t.co/a6C9Keebif https://t.co/yJwj3BWSLX","2018-06-27 21:06 +0000","649.0","10.0","0.015408320493066256","1.0","0.0","6.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1012041542926823425","https://twitter.com/weareotv/status/1012041542926823425","https://t.co/vfrl6oV7Ej","2018-06-27 18:34 +0000","188.0","5.0","0.026595744680851064","0.0","0.0","2.0","0.0","3.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1012041436294938624","https://twitter.com/weareotv/status/1012041436294938624","https://t.co/0eIEHSFzfu","2018-06-27 18:34 +0000","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1012041224583344129","https://twitter.com/weareotv/status/1012041224583344129","https://t.co/1EofWv80Yz","2018-06-27 18:33 +0000","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1012027793687838720","https://twitter.com/weareotv/status/1012027793687838720","""The Star of the Groundbreaking New Web Series ‘The T’ Wants to Be the First #Trans @BacheloretteABC "" https://t.co/f1No8BO16k @Into  Get it @beacordelia ! Watch #TheTTV now: https://t.co/qd4I2rExQv #girlslikeus #transgender https://t.co/DWujngi9hG","2018-06-27 17:40 +0000","1422.0","38.0","0.026722925457102673","4.0","0.0","8.0","3.0","3.0","0.0","2.0","0.0","0","0","0","0","0","18","18","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1011727190722011137","https://twitter.com/weareotv/status/1011727190722011137","Excited to welcome writer and traveler @britticisms to the third season of #2QIK! Her work appears in @ELLEmagazine @nytimes @esquire @GQMagazine @RollingStone @wmag @VICE and @guardian, catch her at #2QIKLIVE this weekend presented by @slaytvnow. RSVP: https://t.co/3jRPbTKuS9 https://t.co/eGBJXcwBCb","2018-06-26 21:45 +0000","5693.0","50.0","0.008782715615668365","5.0","0.0","17.0","6.0","6.0","1.0","4.0","0.0","0","0","0","0","0","11","11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
