"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Audience Targeting","Content Tags","Custom Labels","Is Broadcast","Universal Video ID","Lifetime Post Total Impressions","Lifetime Post Total Reach","Lifetime Total Video Views","Lifetime Unique Video Views","Lifetime Total 30-Second Views","Lifetime Unique 30-Second Views","Lifetime Total watches at 95%","Lifetime Unique watches at 95%","Lifetime Total 60-Second Video Views","Lifetime Unique 60-Second Video Views","Lifetime Auto-Played Video Views","Lifetime Clicked-to-Play Video Views","Lifetime Auto-Played 30-Second Views","Lifetime Clicked-to-Play 30-Second Views","Lifetime Auto-Played watches at 95%","Lifetime Clicked-to-Play watches at 95%","Lifetime Post Paid Impressions","Lifetime Post Organic Impressions","Lifetime Paid Video Views","Lifetime Organic Video Views","Lifetime Paid 30-Second Views","Lifetime Organic 30-Second Views","Lifetime Paid watches at 95%","Lifetime Organic watches at 95%","Lifetime Percentage of views at each interval (video post) - 0","Lifetime Percentage of views at each interval (video post) - 1","Lifetime Percentage of views at each interval (video post) - 2","Lifetime Percentage of views at each interval (video post) - 3","Lifetime Percentage of views at each interval (video post) - 4","Lifetime Percentage of views at each interval (video post) - 5","Lifetime Percentage of views at each interval (video post) - 6","Lifetime Percentage of views at each interval (video post) - 7","Lifetime Percentage of views at each interval (video post) - 8","Lifetime Percentage of views at each interval (video post) - 9","Lifetime Percentage of views at each interval (video post) - 10","Lifetime Percentage of views at each interval (video post) - 11","Lifetime Percentage of views at each interval (video post) - 12","Lifetime Percentage of views at each interval (video post) - 13","Lifetime Percentage of views at each interval (video post) - 14","Lifetime Percentage of views at each interval (video post) - 15","Lifetime Percentage of views at each interval (video post) - 16","Lifetime Percentage of views at each interval (video post) - 17","Lifetime Percentage of views at each interval (video post) - 18","Lifetime Percentage of views at each interval (video post) - 19","Lifetime Percentage of views at each interval (video post) - 20","Lifetime Percentage of views at each interval (video post) - 21","Lifetime Percentage of views at each interval (video post) - 22","Lifetime Percentage of views at each interval (video post) - 23","Lifetime Percentage of views at each interval (video post) - 24","Lifetime Percentage of views at each interval (video post) - 25","Lifetime Percentage of views at each interval (video post) - 26","Lifetime Percentage of views at each interval (video post) - 27","Lifetime Percentage of views at each interval (video post) - 28","Lifetime Percentage of views at each interval (video post) - 29","Lifetime Percentage of views at each interval (video post) - 30","Lifetime Percentage of views at each interval (video post) - 31","Lifetime Percentage of views at each interval (video post) - 32","Lifetime Percentage of views at each interval (video post) - 33","Lifetime Percentage of views at each interval (video post) - 34","Lifetime Percentage of views at each interval (video post) - 35","Lifetime Percentage of views at each interval (video post) - 36","Lifetime Percentage of views at each interval (video post) - 37","Lifetime Percentage of views at each interval (video post) - 38","Lifetime Percentage of views at each interval (video post) - 39","Lifetime Percentage of views at each interval (video post) - 40","Lifetime Percentage of auto-played views at each interval (video post) - 0","Lifetime Percentage of auto-played views at each interval (video post) - 1","Lifetime Percentage of auto-played views at each interval (video post) - 2","Lifetime Percentage of auto-played views at each interval (video post) - 3","Lifetime Percentage of auto-played views at each interval (video post) - 4","Lifetime Percentage of auto-played views at each interval (video post) - 5","Lifetime Percentage of auto-played views at each interval (video post) - 6","Lifetime Percentage of auto-played views at each interval (video post) - 7","Lifetime Percentage of auto-played views at each interval (video post) - 8","Lifetime Percentage of auto-played views at each interval (video post) - 9","Lifetime Percentage of auto-played views at each interval (video post) - 10","Lifetime Percentage of auto-played views at each interval (video post) - 11","Lifetime Percentage of auto-played views at each interval (video post) - 12","Lifetime Percentage of auto-played views at each interval (video post) - 13","Lifetime Percentage of auto-played views at each interval (video post) - 14","Lifetime Percentage of auto-played views at each interval (video post) - 15","Lifetime Percentage of auto-played views at each interval (video post) - 16","Lifetime Percentage of auto-played views at each interval (video post) - 17","Lifetime Percentage of auto-played views at each interval (video post) - 18","Lifetime Percentage of auto-played views at each interval (video post) - 19","Lifetime Percentage of auto-played views at each interval (video post) - 20","Lifetime Percentage of auto-played views at each interval (video post) - 21","Lifetime Percentage of auto-played views at each interval (video post) - 22","Lifetime Percentage of auto-played views at each interval (video post) - 23","Lifetime Percentage of auto-played views at each interval (video post) - 24","Lifetime Percentage of auto-played views at each interval (video post) - 25","Lifetime Percentage of auto-played views at each interval (video post) - 26","Lifetime Percentage of auto-played views at each interval (video post) - 27","Lifetime Percentage of auto-played views at each interval (video post) - 28","Lifetime Percentage of auto-played views at each interval (video post) - 29","Lifetime Percentage of auto-played views at each interval (video post) - 30","Lifetime Percentage of auto-played views at each interval (video post) - 31","Lifetime Percentage of auto-played views at each interval (video post) - 32","Lifetime Percentage of auto-played views at each interval (video post) - 33","Lifetime Percentage of auto-played views at each interval (video post) - 34","Lifetime Percentage of auto-played views at each interval (video post) - 35","Lifetime Percentage of auto-played views at each interval (video post) - 36","Lifetime Percentage of auto-played views at each interval (video post) - 37","Lifetime Percentage of auto-played views at each interval (video post) - 38","Lifetime Percentage of auto-played views at each interval (video post) - 39","Lifetime Percentage of auto-played views at each interval (video post) - 40","Lifetime Percentage of views clicked-to-play at each interval (video post) - 0","Lifetime Percentage of views clicked-to-play at each interval (video post) - 1","Lifetime Percentage of views clicked-to-play at each interval (video post) - 2","Lifetime Percentage of views clicked-to-play at each interval (video post) - 3","Lifetime Percentage of views clicked-to-play at each interval (video post) - 4","Lifetime Percentage of views clicked-to-play at each interval (video post) - 5","Lifetime Percentage of views clicked-to-play at each interval (video post) - 6","Lifetime Percentage of views clicked-to-play at each interval (video post) - 7","Lifetime Percentage of views clicked-to-play at each interval (video post) - 8","Lifetime Percentage of views clicked-to-play at each interval (video post) - 9","Lifetime Percentage of views clicked-to-play at each interval (video post) - 10","Lifetime Percentage of views clicked-to-play at each interval (video post) - 11","Lifetime Percentage of views clicked-to-play at each interval (video post) - 12","Lifetime Percentage of views clicked-to-play at each interval (video post) - 13","Lifetime Percentage of views clicked-to-play at each interval (video post) - 14","Lifetime Percentage of views clicked-to-play at each interval (video post) - 15","Lifetime Percentage of views clicked-to-play at each interval (video post) - 16","Lifetime Percentage of views clicked-to-play at each interval (video post) - 17","Lifetime Percentage of views clicked-to-play at each interval (video post) - 18","Lifetime Percentage of views clicked-to-play at each interval (video post) - 19","Lifetime Percentage of views clicked-to-play at each interval (video post) - 20","Lifetime Percentage of views clicked-to-play at each interval (video post) - 21","Lifetime Percentage of views clicked-to-play at each interval (video post) - 22","Lifetime Percentage of views clicked-to-play at each interval (video post) - 23","Lifetime Percentage of views clicked-to-play at each interval (video post) - 24","Lifetime Percentage of views clicked-to-play at each interval (video post) - 25","Lifetime Percentage of views clicked-to-play at each interval (video post) - 26","Lifetime Percentage of views clicked-to-play at each interval (video post) - 27","Lifetime Percentage of views clicked-to-play at each interval (video post) - 28","Lifetime Percentage of views clicked-to-play at each interval (video post) - 29","Lifetime Percentage of views clicked-to-play at each interval (video post) - 30","Lifetime Percentage of views clicked-to-play at each interval (video post) - 31","Lifetime Percentage of views clicked-to-play at each interval (video post) - 32","Lifetime Percentage of views clicked-to-play at each interval (video post) - 33","Lifetime Percentage of views clicked-to-play at each interval (video post) - 34","Lifetime Percentage of views clicked-to-play at each interval (video post) - 35","Lifetime Percentage of views clicked-to-play at each interval (video post) - 36","Lifetime Percentage of views clicked-to-play at each interval (video post) - 37","Lifetime Percentage of views clicked-to-play at each interval (video post) - 38","Lifetime Percentage of views clicked-to-play at each interval (video post) - 39","Lifetime Percentage of views clicked-to-play at each interval (video post) - 40","Lifetime Post Consumptions by type - clicks to play","Lifetime Post Consumptions by type - link clicks","Lifetime Post Consumptions by type - other clicks","Lifetime Post Consumptions by type - photo view","Lifetime Post consumers by type - clicks to play","Lifetime Post consumers by type - link clicks","Lifetime Post consumers by type - other clicks","Lifetime Post consumers by type - photo view","Lifetime Post Stories by action type - comment","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - share","Lifetime Talking About This (Post) by action type - comment","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - share"
,,,,,,,,,,,,"Lifetime: The number of impressions of your Page post. (Total Count)","Lifetime: The total number of people your Page post was served to. (Unique Users)","Lifetime: Total number of times your video was viewed for more than 3 seconds. (Total Count)","Lifetime: Number of unique people who viewed your video for more than 3 seconds. (Unique Users)","Lifetime: Total number of times your video was viewed for 30 seconds or viewed to the end, whichever came first. (Total Count)","Lifetime: Number of unique people who viewed your video for 30 seconds or to the end, whichever came first. (Unique Users)","Lifetime: The number of times your video was watched at 95% of its length , including watches that skipped to this point. (Total Count)","Lifetime: The number of unique people who watched your video at 95% of its length, including people that skipped to this point. (Unique Users)","Lifetime: The number of people who viewed your video for at least 60 seconds, given that the video is at least 60 seconds long. (Total Count)","Lifetime: The number of unique people who viewed your video for at least 60 seconds, given that the video is at least 60 seconds long. (Unique Users)","Lifetime: Number of times your video started automatically playing and people viewed it for more than 3 seconds. (Total Count)","Lifetime: Number of times people clicked to play your video and viewed it more than 3 seconds. (Total Count)","Lifetime: Number of times your video started automatically playing and people viewed it for 30 seconds or to the end, whichever came first. (Total Count)","Lifetime: Number of times people clicked to play your video and viewed it for 30 seconds or to the end, whichever came first. (Total Count)","Lifetime: Number of times your video started automatically playing and people watched it at 95% of its length, including watches that skipped to this point. (Total Count)","Lifetime: Number of times people clicked to play your video and watched it at 95% of its length, including watches that skipped to this point. (Total Count)","Lifetime: The number of impressions of your Page post in an Ad or Sponsored Story. (Total Count)","Lifetime: The number of impressions of your post in News Feed or ticker or on your Page's Timeline. (Total Count)","Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Total Count)","Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Total Count)","Lifetime: Number of times your video was viewed for 30 seconds or viewed to the end, whichever came first, after a paid promotion. (Total Count)","Lifetime: Number of times your video was viewed for 30 seconds or viewed to the end, whichever came first, without a paid promotion. (Total Count)","Lifetime: The number of times your video was watched at 95% of its length after paid promotion, including watches that skipped to this point. (Total Count)","Lifetime: The number of times your video was watched at 95% of its length without any paid promotion, including watches that skipped to this point. (Total Count)","Lifetime: Views of your video at each interval as a percentage of all views. This metric doesn't count views of videos while they were live. Retention graphs may show more viewers later in the video than at the beginning. People might start the video in the middle, skip ahead, save and rewatch it from that point, or other similar behaviors. (Total Count)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lifetime: Auto-played views of your video at each interval as a percentage of all auto-played views. This metric does not count views of videos while they were live. Retention graphs may show more viewers later in the video than at the beginning. People might start the video in the middle, skip ahead, save and rewatch it from that point, or other similar behaviors. (Total Count)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lifetime: Clicked-to-play views of your video at each interval as a percentage of all clicked-to-play views. This metric does not count views of videos while they were live. Retention graphs may show more viewers later in the video than at the beginning. People might start the video in the middle, skip ahead, save and rewatch it from that point, or other similar behaviors. (Total Count)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lifetime: The number of clicks anywhere in your post, by type. (Total Count)",,,,"Lifetime: The number of people who clicked anywhere in your post, by type. (Unique Users)",,,,"Lifetime: The number of stories created about your Page post, by action type. (Total Count)",,,"Lifetime: The number of unique people who created a story about your Page post by interacting with it. (Unique Users)",,
357045034501999_582968728576294,https://www.facebook.com/weareotv/posts/582968728576294,"Thank you Out Magazine for covering this exclusive sneak peek of Brown Girls!

Creator Fatimah Asghar says: &quot;I hope that it shows the complications of communities of color and queer communities. So many times American media is shown in binary fashion. I hope this show helps show that's not the reality for many of us. We exist across racial lines all the time, across lines of queerness and sexuality. We are real people who make complicated relationships with each other.&quot;

Full interview with Asghar and Samantha Bailey here: http://www.out.com/out-exclusives/2017/1/19/watch-exclusive-preview-brown-girls-new-queer-web-series-about-two-women-color",SharedVideo,,,"01/20/2017 08:00:36 AM"," "," ",,0,,978,646,110,107,0,0,0,0,0,0,105,5,0,0,0,0,0,978,0,110,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,57,,,3,44,,1,13,,1,13,
357045034501999_587072534832580,https://www.facebook.com/weareotv/posts/587072534832580,"OTV - Open Television",SharedVideo,,,"01/28/2017 12:41:43 PM"," "," ",,0,,78,53,33,30,0,0,0,0,0,0,32,1,0,0,0,0,0,78,0,33,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,11,,,10,
357045034501999_584804845059349,https://www.facebook.com/weareotv/posts/584804845059349,"OTV - Open Television",SharedVideo,,,"01/23/2017 03:56:54 PM"," "," ",,0,,129,67,18,15,0,0,0,0,0,0,18,0,0,0,0,0,0,129,0,18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,4,,,4,,,4,
357045034501999_585179005021933,https://www.facebook.com/weareotv/posts/585179005021933,"OTV - Open Television",SharedVideo,,,"01/24/2017 10:45:42 AM"," "," ",,0,,513,242,34,31,0,0,0,0,0,0,33,1,0,0,0,0,0,513,0,34,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,13,,,5,,,5,
357045034501999_583049061901594,https://www.facebook.com/weareotv/videos/583049061901594/,"Now presenting: The Open TV Trailer! The trailer includes a look back at some of our best moments from the First Cycle and a sneak peak at the Second Cycle featuring Afternoon Snatch, Brown Girls, and Brujos.",Video,,,"01/20/2017 12:11:26 PM"," "," ",,0,,23974,13977,4557,3471,792,731,180,176,1,1,4469,88,725,67,157,23,11047,12927,2806,1751,429,363,90,90,1,0.6952,0.3985,0.2802,0.2197,0.1933,0.1753,0.1628,0.1503,0.1409,0.1282,0.1189,0.1069,0.1007,0.097,0.0928,0.0893,0.0873,0.0834,0.0823,0.0816,0.0786,0.0753,0.0731,0.0713,0.0663,0.0636,0.0621,0.0608,0.0599,0.059,0.0546,0.0533,0.0496,0.0463,0.0439,0.0424,0.0404,0.0391,0.0342,0.0134,1,0.6908,0.39,0.271,0.2099,0.183,0.1647,0.1519,0.1399,0.1305,0.1193,0.1103,0.0985,0.0931,0.0893,0.085,0.0821,0.0799,0.0759,0.0745,0.0736,0.0707,0.068,0.0658,0.064,0.0595,0.058,0.0564,0.0548,0.0539,0.0533,0.0488,0.0477,0.0443,0.0409,0.0394,0.038,0.0362,0.0349,0.0318,0.0121,1,0.9205,0.8295,0.75,0.7159,0.7159,0.7159,0.7159,0.6818,0.6705,0.5795,0.5568,0.5341,0.4886,0.4886,0.4886,0.4545,0.4659,0.4659,0.4773,0.4886,0.4773,0.4432,0.4432,0.4432,0.4091,0.3523,0.3523,0.3636,0.3636,0.3523,0.3523,0.3409,0.3182,0.3182,0.2727,0.2614,0.25,0.25,0.1591,0.0795,114,12,351,6,111,7,244,6,16,248,32,15,185,29
357045034501999_588495974690236,https://www.facebook.com/weareotv/videos/588495974690236/,"Interview with Hannah Welever and Minita Gandhi of Brown Girls",Video,,,"01/31/2017 04:51:18 PM"," "," ",,1,,765,512,45,39,12,8,2,2,0,0,36,9,4,8,1,1,0,765,0,45,0,12,0,2,1,0.2353,0.1765,0.1176,0.1176,0.1176,0.1176,0.0882,0.0882,0.0882,0.1471,0.1471,0.1471,0.0882,0.1176,0.1176,0.1471,0.1471,0.1471,0.0882,0.1471,0.1176,0.0882,0.0882,0.0882,0.1176,0.0588,0.0588,0.0882,0.0588,0.0588,0.0588,0.0588,0.0588,0.0588,0.0588,0.0588,0.0588,0.0588,0.0588,0.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,4,6,5,,4,2,,1,,,1,
357045034501999_588507541355746,https://www.facebook.com/weareotv/videos/588507541355746/,"Interview with Ricardo Gamboa and Reshmi Hazra Rustebakke of Brujos !",Video,,,"01/31/2017 05:15:51 PM"," "," ",,1,,788,508,60,48,14,10,4,3,0,0,47,13,6,8,1,3,0,788,0,60,0,14,0,4,1,0.2712,0.1695,0.1695,0.1356,0.1525,0.1186,0.1186,0.1186,0.1186,0.1186,0.1186,0.1017,0.0847,0.0847,0.0847,0.0847,0.1017,0.0678,0.0678,0.0847,0.0847,0.0847,0.0847,0.0678,0.0678,0.0678,0.0678,0.0678,0.0678,0.0678,0.0678,0.0678,0.0678,0.0678,0.0678,0.0678,0.0678,0.0678,0.0678,0.0678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,6,6,9,,5,3,,6,,,6,
357045034501999_588483508024816,https://www.facebook.com/weareotv/videos/588483508024816/,"Interview with Kayla Ginsburg and Ruby Western of Afternoon Snatch !",Video,,,"01/31/2017 04:27:02 PM"," "," ",,1,,3043,2556,110,84,21,15,3,3,0,0,90,20,8,13,1,2,0,3043,0,110,0,21,0,3,1,0.2476,0.1143,0.1048,0.0952,0.0952,0.0667,0.0667,0.0571,0.0381,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0381,0.0286,0.0476,0.0381,0.0476,0.0381,0.0476,0.0286,0.0286,0.0286,0.0286,0.0381,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,19,14,15,,14,5,2,7,2,2,7,2
357045034501999_588477614692072,https://www.facebook.com/weareotv/videos/588477614692072/,#opentvtonight,Video,,,"01/31/2017 04:05:27 PM"," "," ",,1,,994,623,28,24,3,3,2,2,0,0,24,4,2,1,2,0,0,994,0,28,0,3,0,2,1,0.9286,0.9286,0.8929,0.7143,0.5714,0.4643,0.3929,0.3214,0.2857,0.2143,0.2143,0.2143,0.1786,0.1429,0.1429,0.1429,0.1071,0.1071,0.1071,0.1071,0.1071,0.1071,0.1429,0.1429,0.1071,0.1071,0.1071,0.1786,0.1429,0.1071,0.1071,0.1429,0.1429,0.1429,0.1071,0.1071,0.1071,0.0714,0.0357,0.0357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1,5,,,1,,1,,,1,
